rank,delta_rank,ticker,name,commodity,type,cap_band,close,peer_rs_score,rs_5,rs_21,rs_63,rs_trend,ret_6m,ret_12m,ret_24m,max_dd,persist_frac,vol_63,rel_vol,vol_label,acc_watch,sma20,sma50,sma200,pass_trend,mqs,regime_label,score_final
11,-7,047040.KS,Daewoo Eng & Co,uranium,producer,large,23500.0,100.0,0.009,0.933,5.1443,STRONG_DOWN,535.14,619.75,540.33,-27.11,49.79,142.59,1.0146,MED,-,18472.0,12210.5,5939.1,1,216.4079,LEADER,59.1025
12,-7,ARE.TO,Aecon Group,uranium,producer,mid,46.63,77.42,0.0383,0.1279,0.4715,STRONG_DOWN,90.48,181.36,199.49,-21.01,58.23,37.6,0.7451,LOW,-,43.1155,39.9312,28.9864,1,280.8629,LEADER,58.7985
21,33,OKLO,Oklo Inc.,uranium,producer,large,58.58,69.35,0.1335,-0.0312,-0.4064,STRONG_UP,-65.74,154.7,368.64,-73.83,50.2,88.36,1.9316,HIGH,PROGRESS,52.0935,60.1158,85.4891,0,87.8873,LAGGARD,55.679
23,7,UUUU,Energy Fuels Inc,uranium,producer,mid,19.54,98.39,0.0299,0.0081,0.0111,FLAT,-17.8,373.12,226.21,-51.28,53.82,99.65,0.9245,LOW,-,18.1125,19.9708,16.0282,1,201.5204,LEADER,54.6179
26,-13,034020.KS,Doosan Enerbility,uranium,producer,large,99700.0,95.16,-0.0515,-0.0577,0.1402,FLAT,33.83,313.69,559.39,-24.79,53.11,73.05,0.2978,LOW,-,99760.0,98296.0,79023.0,1,228.0662,LEADER,54.1965
42,-10,000720.KS,Hyundai En & Co,uranium,producer,large,176700.0,96.77,-0.1003,0.0958,0.9584,STRONG_DOWN,216.07,349.7,458.9,-32.92,50.21,99.64,0.5436,LOW,-,161301.5883,143967.3936,87708.9362,1,176.22,LEADER,47.0235
53,-3,CCJ,Cameco Ord Shs,uranium,producer,large,116.06,79.03,-0.0353,0.0446,0.074,STRONG_DOWN,26.19,184.94,141.13,-25.69,54.62,56.48,0.8501,LOW,-,109.8195,114.13,94.3096,1,178.8542,LEADER,44.0221
54,11,UEC,Uranium Energy Corp,uranium,producer,large,14.13,90.32,-0.0245,0.0392,-0.1011,FLAT,-7.77,206.51,97.07,-39.97,52.21,74.98,0.5131,LOW,-,13.3385,14.507,12.7874,1,143.7952,LEADER,44.0114
65,7,LEU,Centrus Energy -A,uranium,producer,mid,193.11,88.71,-0.021,-0.1054,-0.3623,STRONG_UP,-51.81,203.35,361.32,-61.35,52.61,90.13,0.6999,LOW,PROGRESS,189.0465,205.9662,251.0619,0,118.6955,LAGGARD,41.632
80,13,NXE.TO,Nexgen Energy,uranium,producer,large,16.43,74.19,-0.0092,0.0155,0.0354,STRONG_DOWN,24.47,159.56,52.13,-22.39,52.61,50.76,0.5767,LOW,-,15.877,16.3426,13.0119,1,165.3729,CONTENDER,39.7608
81,-8,1164.HK,CGN Mining Co,uranium,producer,large,4.2,87.1,-0.0622,-0.0471,0.1752,STRONG_DOWN,17.32,203.12,102.98,-30.04,49.38,68.97,0.5728,LOW,-,4.031,4.4692,3.3433,1,145.4253,LEADER,39.7344
87,18,DNN,Denison Mines Corp,uranium,producer,mid,3.76,83.87,0.032,0.0198,0.1309,FLAT,22.08,196.06,82.52,-29.5,53.41,67.61,0.5193,LOW,-,3.542,3.7876,2.9052,1,154.8843,LEADER,39.4404
97,15,PDN.AX,Paladin Energy,uranium,producer,large,13.2,80.65,0.0271,0.1197,0.2538,STRONG_DOWN,50.34,188.21,-13.73,-28.43,53.2,74.73,0.5956,LOW,-,11.4675,12.1442,9.4378,1,133.9857,LEADER,36.9603
112,28,URG,Ur-Energy Inc,uranium,producer,mid,1.59,70.97,0.006,0.0967,-0.0799,FLAT,-21.67,156.45,-5.92,-45.71,49.8,69.06,0.5489,LOW,-,1.4745,1.5526,1.4839,1,112.8191,CONTENDER,35.388
116,0,028260.KS,Samsung C&T,uranium,producer,large,296000.0,72.58,-0.0788,0.0515,0.115,STRONG_DOWN,47.89,159.52,111.94,-29.58,53.53,69.32,0.8932,LOW,-,281675.0,296870.0,227996.3995,1,123.1843,CONTENDER,34.7345
128,-8,052690.KS,Kepco En & Co,uranium,producer,large,173000.0,91.94,-0.0356,0.0066,0.6963,STRONG_DOWN,96.01,207.04,206.87,-27.13,48.96,87.45,0.5317,LOW,-,164235.0,157726.0,111485.4184,1,115.9156,LEADER,33.4725
153,103,MGA.TO,Mega Uranium Ltd.,uranium,producer,small,0.74,82.26,0.2002,0.2056,0.1647,FLAT,57.45,196.0,89.74,-31.58,39.76,92.26,1.7629,HIGH,-,0.5915,0.6234,0.4568,1,84.4674,LEADER,29.7399
170,-10,SLX.AX,Silex Systems,uranium,producer,mid,5.76,58.06,-0.0554,-0.023,-0.1462,FLAT,-19.67,104.26,12.72,-53.38,54.0,85.91,0.441,LOW,PROGRESS,5.35,6.084,6.3829,0,65.5312,LAGGARD,28.1146
172,-15,006360.KS,Gs En & Co,uranium,producer,large,37450.0,67.74,-0.0354,0.6948,1.0184,STRONG_DOWN,103.45,131.95,168.62,-25.18,52.28,102.65,1.7313,HIGH,-,29847.5,24404.5107,20317.3597,1,67.2024,CONTENDER,27.9597
186,1,DYL.AX,Deep Yellow Ltd.,uranium,producer,mid,1.93,56.45,-0.0128,-0.0477,-0.0496,STRONG_UP,-6.76,104.23,28.24,-44.5,48.8,83.38,0.8653,LOW,-,1.763,2.166,1.914,1,61.0046,CONTENDER,26.1764
189,-80,JLL.AX,Jindalee Lithium,uranium,producer,small,0.66,75.81,0.3277,0.2866,-0.0931,STRONG_UP,11.86,180.85,-5.71,-60.94,44.21,133.96,0.6871,LOW,-,0.4638,0.5252,0.5237,1,59.6852,LEADER,25.9261
195,1,TOE.AX,Toro Energy Ltd.,uranium,producer,small,0.555,85.48,0.0042,0.1025,0.0967,FLAT,23.33,200.0,9.9,-30.39,40.4,90.96,0.8787,LOW,-,0.5275,0.5214,0.3843,1,88.8303,LEADER,24.9819
197,-23,7011.T,Mitsubishi Heavy Ind.,uranium,producer,large,4749.0,51.61,-0.0575,-0.019,0.0723,STRONG_DOWN,16.65,86.5,241.11,-18.5,50.21,45.86,0.6242,LOW,-,4668.1588,4751.6612,4137.1036,1,94.7079,CONTENDER,24.9497
199,-17,8001.T,Itochu Corp,uranium,producer,large,1985.0,38.71,-0.0903,-0.0252,-0.0329,FLAT,18.95,54.91,53.0,-13.68,54.73,34.16,1.0101,MED,-,2030.4969,2071.6003,1806.7391,1,87.9779,LAGGARD,24.6087
200,3,COSA.V,Cosa Resources,uranium,producer,small,0.675,93.55,-0.086,0.5442,0.5783,STRONG_DOWN,128.81,246.15,64.63,-42.74,38.15,121.51,0.6846,LOW,-,0.5932,0.5306,0.3615,1,77.2839,LEADER,24.5177
201,43,SMR,Nuscale Power Corp,uranium,producer,mid,10.25,4.84,0.0064,-0.1563,-0.4767,STRONG_UP,-77.23,-33.36,111.34,-82.86,47.79,86.99,1.7494,HIGH,EARLY,10.652,12.6054,27.3735,0,-18.3244,WEAK,24.3478
211,18,MYRUF,Myriad Uranium Corp.,uranium,producer,small,0.3907,66.13,0.1508,-0.0359,0.1459,FLAT,-6.08,125.32,101.06,-56.73,49.4,104.69,0.0705,LOW,-,0.3361,0.3654,0.2813,1,59.1333,CONTENDER,23.3915
214,5,ISO.TO,IsoEnergy Ltd.,uranium,producer,mid,15.46,54.84,0.02,-0.0298,0.0524,FLAT,1.91,102.62,-7.98,-29.99,56.63,81.12,0.6501,LOW,-,14.566,14.7436,12.8069,1,71.64,CONTENDER,23.3087
217,-8,HAR.AX,Haranga Resources,uranium,producer,small,0.115,62.9,-0.0367,-0.0927,-0.3333,STRONG_UP,-32.35,121.15,-14.81,-54.35,40.4,85.36,0.7359,LOW,-,0.1144,0.1275,0.1267,0,57.3409,LAGGARD,22.9363
234,29,NNE,Nano Nuclear Energy,uranium,producer,mid,23.52,22.58,0.0126,0.0635,-0.2843,FLAT,-56.8,6.19,353.18,-66.45,46.59,79.18,1.3512,MED,PROGRESS,21.2335,23.9589,33.2455,0,3.6394,WEAK,21.1051
244,-22,PNN.AX,Power Minerals,uranium,producer,small,0.125,59.68,-0.0367,0.0342,0.2585,STRONG_DOWN,-24.24,108.33,0.0,-64.89,38.8,109.92,0.9415,LOW,-,0.1163,0.1117,0.0992,1,38.2399,CONTENDER,19.9268
248,-5,BMN.AX,Bannerman Energy Ltd.,uranium,producer,mid,4.06,50.0,-0.0242,0.0152,0.13,STRONG_DOWN,10.63,84.55,2.53,-34.17,49.2,84.05,0.8103,LOW,-,3.6955,3.9754,3.4391,1,49.49,CONTENDER,19.3313
260,1,AEC.V,Anfield Energy Inc.,uranium,producer,small,7.96,48.39,0.0183,-0.0089,-0.1302,STRONG_UP,-47.35,76.89,6.13,-60.29,40.16,96.42,0.492,LOW,-,7.624,8.5678,9.152,0,32.0251,WEAK,18.576
261,12,SASK.V,Atha Energy Corp.,uranium,producer,small,0.85,61.29,0.0293,-0.0576,0.1418,FLAT,-3.41,115.19,2.41,-40.43,42.97,100.75,0.7638,LOW,-,0.7915,0.835,0.7075,1,49.1286,CONTENDER,18.4752
262,16,EU,Encore Energy Corp,uranium,producer,small,1.95,37.1,0.0383,-0.0127,-0.3303,STRONG_UP,-46.72,51.16,-53.79,-58.72,49.4,75.06,0.7439,LOW,-,1.838,2.2188,2.6667,0,33.6723,WEAK,18.3772
266,3,YCA.L,Yellow Cake PLC,uranium,producer,mid,604.0,35.48,-0.0538,-0.0225,-0.0711,FLAT,5.04,43.33,-5.99,-22.37,48.4,35.96,0.3903,LOW,-,589.675,616.65,564.6965,1,58.3219,LAGGARD,17.7681
268,11,LI.V,American Lithium Ord Shs,uranium,producer,small,0.58,40.32,-0.0192,0.0282,-0.3992,FLAT,-50.43,61.11,-34.09,-56.41,39.36,64.43,0.2124,LOW,-,0.5605,0.6394,0.6243,0,37.3325,WEAK,17.7236
269,-30,ERA.AX,Energy Resources Of Australia,uranium,producer,mid,0.004,53.23,0.3002,0.1353,0.6085,FLAT,60.0,100.0,-92.45,-50.0,24.8,204.06,0.3286,LOW,-,0.0034,0.0033,0.0027,1,12.1533,CONTENDER,17.6789
272,-5,I88.AX,Infini Resources,uranium,producer,small,0.125,24.19,-0.1108,-0.1198,-0.529,STRONG_UP,-77.68,8.7,-32.43,-84.0,35.6,93.24,0.7797,LOW,-,0.1308,0.153,0.2321,0,3.3201,WEAK,16.9547
276,-38,1AE.AX,Aurora Energy Metals,uranium,producer,small,0.073,41.94,0.2041,0.1156,-0.375,STRONG_UP,-33.64,62.22,-18.89,-66.67,38.0,138.92,0.6909,LOW,-,0.0571,0.0784,0.0839,0,17.0202,WEAK,16.8352
281,-5,BOE.AX,Boss Energy Ltd.,uranium,producer,mid,1.725,3.23,0.0022,0.0843,0.1471,STRONG_DOWN,-10.16,-33.65,-65.43,-74.73,44.0,84.59,0.9853,LOW,SHIFT,1.5727,1.6282,1.9261,0,-17.5052,WEAK,16.0092
283,10,AGE.AX,Alligator Energy Ltd.,uranium,producer,small,0.044,46.77,0.0144,-0.0561,0.3835,FLAT,57.14,69.23,-27.87,-52.5,40.8,104.03,0.7651,LOW,-,0.0389,0.0424,0.0305,1,27.1519,LAGGARD,15.7956
286,0,GLO.TO,Global Atomic Corp,uranium,producer,small,0.82,33.87,0.0048,-0.0913,0.0598,FLAT,13.89,38.98,-62.73,-56.6,43.78,73.23,0.323,LOW,-,0.79,0.799,0.6842,1,23.3057,LAGGARD,15.527
289,-39,BVR.AX,Bellavista Resources,uranium,producer,small,0.59,45.16,-0.0534,-0.1817,-0.2723,STRONG_UP,78.79,63.89,321.43,-48.35,34.4,93.87,0.7294,LOW,-,0.5707,0.7257,0.5159,1,23.413,LAGGARD,15.1698
301,-9,ETM.AX,Energy Transition Minerals,uranium,producer,small,0.063,17.74,0.1335,-0.3495,-0.6498,STRONG_UP,-24.1,-4.55,57.5,-74.36,35.2,138.76,0.6177,LOW,-,0.0747,0.0938,0.0863,0,-1.1531,WEAK,14.247
304,-3,EL8.AX,Elevate Uranium Ltd.,uranium,producer,small,0.295,32.26,-0.0534,-0.0454,-0.1292,FLAT,-32.18,31.11,-44.86,-48.96,45.2,91.9,1.2814,MED,-,0.2797,0.3271,0.3202,0,15.3017,WEAK,13.574
