rank,delta_rank,ticker,name,commodity,type,cap_band,close,peer_rs_score,rs_5,rs_21,rs_63,rs_trend,ret_6m,ret_12m,ret_24m,max_dd,persist_frac,vol_63,rel_vol,vol_label,acc_watch,sma20,sma50,sma200,pass_trend,mqs,regime_label,score_final
6,5,047040.KS,Daewoo Eng & Co,uranium,producer,large,28600.0,100.0,0.0885,0.6738,6.2589,STRONG_DOWN,694.44,781.36,694.44,-27.11,50.62,146.86,1.4253,MED,-,19775.0,13150.1,6181.35,1,269.3193,LEADER,70.3395
8,18,034020.KS,Doosan Enerbility,uranium,producer,large,110800.0,95.24,0.0173,-0.057,0.2366,FLAT,46.17,353.17,673.74,-24.79,53.53,73.91,1.2587,MED,-,99830.0,98904.0,79492.0,1,255.7864,LEADER,65.9261
14,7,OKLO,Oklo Inc.,uranium,producer,large,64.21,77.78,0.1893,0.0376,-0.2983,STRONG_UP,-62.57,192.13,405.59,-73.83,50.6,89.69,1.812,HIGH,SHIFT,52.61,59.6346,85.5706,0,108.3927,LAGGARD,60.5447
19,-7,ARE.TO,Aecon Group,uranium,producer,mid,46.33,74.6,-0.0831,-0.0045,0.3766,STRONG_DOWN,91.5,174.87,198.28,-21.01,57.83,36.28,0.3548,LOW,-,43.5326,40.3688,29.2522,1,278.7444,CONTENDER,57.8895
36,6,000720.KS,Hyundai En & Co,uranium,producer,large,179500.0,96.83,-0.0903,-0.0348,0.9014,STRONG_DOWN,213.28,359.74,485.87,-32.92,50.62,92.18,0.4699,LOW,-,162340.7219,146935.5772,88737.4704,1,197.5477,LEADER,50.9034
39,-16,UUUU,Energy Fuels Inc,uranium,producer,mid,20.93,93.65,0.049,0.0238,0.0005,STRONG_UP,-16.25,322.83,263.37,-51.28,53.41,99.59,0.8776,LOW,-,18.3075,19.8986,16.1814,1,173.1324,LEADER,50.138
49,31,NXE.TO,Nexgen Energy,uranium,producer,large,17.39,71.43,0.0136,-0.0206,0.0514,FLAT,37.58,165.09,64.37,-22.39,52.61,50.94,1.0395,MED,-,15.969,16.355,13.0896,1,170.5038,CONTENDER,46.1718
51,2,CCJ,Cameco Ord Shs,uranium,producer,large,120.27,80.95,-0.0539,0.0045,0.0658,STRONG_DOWN,28.94,192.63,149.41,-25.69,55.02,56.6,0.8445,LOW,-,110.7425,113.9904,94.7704,1,187.2507,LEADER,45.5993
54,0,UEC,Uranium Energy Corp,uranium,producer,large,15.16,82.54,0.032,0.0256,-0.1327,STRONG_UP,-9.44,200.2,120.35,-39.97,52.21,72.54,0.852,LOW,-,13.4615,14.424,12.8698,1,144.0907,LEADER,44.8018
55,26,1164.HK,CGN Mining Co,uranium,producer,large,4.49,88.89,-0.0288,-0.0148,0.2438,STRONG_DOWN,16.32,233.65,133.86,-30.04,50.21,70.01,0.7778,LOW,-,4.0455,4.4504,3.3644,1,167.5694,LEADER,43.8699
64,64,052690.KS,Kepco En & Co,uranium,producer,large,189100.0,90.48,0.0507,0.0307,0.619,FLAT,116.67,235.03,259.48,-27.13,49.38,87.46,1.0715,MED,-,165600.0,159674.0,112213.7784,1,132.6992,LEADER,41.6354
66,-1,LEU,Centrus Energy -A,uranium,producer,mid,202.02,84.13,-0.0113,-0.1303,-0.3405,STRONG_UP,-53.67,200.36,396.49,-61.35,52.61,89.99,0.854,LOW,PROGRESS,187.934,203.0088,251.3018,0,117.1327,LAGGARD,41.2575
73,24,PDN.AX,Paladin Energy,uranium,producer,large,14.15,85.71,0.0354,0.1629,0.3261,STRONG_DOWN,42.5,210.99,-7.52,-28.43,53.6,75.27,0.8554,LOW,-,11.7475,12.1792,9.4984,1,150.2459,LEADER,40.0638
88,-1,DNN,Denison Mines Corp,uranium,producer,mid,3.92,76.19,0.0127,-0.0254,0.1042,FLAT,23.66,184.06,94.06,-29.5,53.41,67.38,0.5401,LOW,-,3.564,3.786,2.9261,1,145.897,LEADER,37.6412
95,21,028260.KS,Samsung C&T,uranium,producer,large,306000.0,73.02,-0.0787,-0.0478,0.0794,STRONG_DOWN,58.93,172.06,128.1,-29.58,53.94,69.6,0.7398,LOW,-,282850.0,297050.0,229446.9464,1,133.3467,CONTENDER,36.6204
97,0,CXU.AX,Cauldron Energy,uranium,producer,small,0.059,98.41,-0.1387,1.3634,1.1852,FLAT,156.52,637.5,47.5,-44.44,34.8,173.32,0.4475,LOW,-,0.039,0.0331,0.0212,1,128.0002,LEADER,36.3188
137,-25,URG,Ur-Energy Inc,uranium,producer,mid,1.65,65.08,0.0115,0.1008,-0.0988,FLAT,-18.72,132.39,-2.37,-45.71,49.4,68.62,0.6847,LOW,-,1.498,1.5486,1.4902,1,95.3116,CONTENDER,32.0404
