rank,delta_rank,ticker,name,commodity,type,cap_band,close,peer_rs_score,rs_5,rs_21,rs_63,rs_trend,ret_6m,ret_12m,ret_24m,max_dd,persist_frac,vol_63,rel_vol,vol_label,acc_watch,sma20,sma50,sma200,pass_trend,mqs,regime_label,score_final
4,0,PLS.AX,PLS GROUP LTD,lithium,producer,large,6.17,92.5,-0.0511,0.075,0.3329,STRONG_DOWN,59.02,376.45,91.61,-21.33,55.73,53.22,0.6199,LOW,-,6.271,6.0792,4.4028,1,394.2022,LEADER,82.157
6,-1,2308.TW,Delta Electronics Inc,lithium,producer,large,2150.0,95.0,-0.0217,0.1164,0.3243,STRONG_DOWN,120.76,434.96,499.37,-17.21,52.48,64.21,0.935,LOW,-,2291.1451,2121.9545,1315.4938,1,355.5015,LEADER,73.934
7,0,ELV.AX,ELEVRA LITHIUM LTD,lithium,producer,mid,11.98,97.5,0.0064,0.1233,0.6906,STRONG_DOWN,82.34,470.48,134.9,-43.45,48.62,85.57,1.1134,MED,-,12.1795,11.851,7.591,1,267.3199,LEADER,70.8171
11,0,ENS,ENERSYS,lithium,producer,large,227.95,62.5,0.024,0.1154,0.2192,STRONG_DOWN,63.09,175.9,117.84,-18.32,59.2,44.48,2.1317,HIGH,-,230.4532,219.4405,164.1654,1,234.1142,CONTENDER,61.8161
15,-1,MIN.AX,MINERAL RESOURCES LTD,lithium,producer,large,70.77,77.5,0.0444,0.1032,0.2152,STRONG_DOWN,39.94,220.95,16.84,-20.88,55.73,50.21,0.5918,LOW,-,70.2125,66.4666,54.2703,1,245.2435,LEADER,54.3526
16,-1,ALB,ALBEMARLE CORP,lithium,producer,large,160.35,67.5,-0.0565,-0.007,-0.1406,FLAT,19.63,186.84,76.89,-31.72,56.4,63.75,2.0083,HIGH,-,165.6813,180.7748,145.4447,1,165.2945,CONTENDER,53.7991
17,-1,LAR.TO,LITHIUM ARGENTINA AG,lithium,producer,mid,12.91,90.0,-0.0397,0.0357,0.469,STRONG_DOWN,98.62,367.75,168.96,-32.65,53.2,84.8,0.4909,LOW,-,13.2875,13.2396,9.1547,1,230.7134,LEADER,53.7666
18,-1,EUR.AX,EUROPEAN LITHIUM LTD,lithium,producer,small,0.425,100.0,0.0305,0.1557,0.6474,STRONG_DOWN,183.33,632.76,733.33,-67.74,39.53,123.68,0.5998,LOW,-,0.437,0.385,0.2516,1,202.2392,LEADER,53.03
19,-1,5802.T,Sumitomo Electric Industries,lithium,producer,large,12200.0,87.5,0.1185,0.1888,0.134,FLAT,77.84,329.01,410.49,-26.6,55.37,85.1,0.6755,LOW,-,12179.75,11193.64,7673.0074,1,214.0689,LEADER,52.2662
24,24,ELVR,ELEVRA LITHIUM LTD,lithium,producer,mid,86.95,85.0,0.0353,0.1059,0.8209,STRONG_DOWN,94.52,281.03,281.03,-35.83,51.5,92.11,11.3828,HIGH,-,85.7155,83.9942,52.2128,1,157.1253,LEADER,50.0645
