rank,delta_rank,ticker,name,commodity,type,cap_band,close,peer_rs_score,rs_5,rs_21,rs_63,rs_trend,ret_6m,ret_12m,ret_24m,max_dd,persist_frac,vol_63,rel_vol,vol_label,acc_watch,sma20,sma50,sma200,pass_trend,mqs,regime_label,score_final
2,-1,2308.TW,Delta Electronics Inc,lithium,producer,large,2075.0,100.0,0.0897,0.1718,0.8402,STRONG_DOWN,109.17,520.24,582.92,-17.21,55.0,65.85,0.897,LOW,-,1715.0,1486.0,1002.3175,1,434.5197,LEADER,88.577
7,7,002709.SZ,GUANGZHOU TINCI MATERIALS -A,lithium,producer,large,53.04,71.05,0.0659,0.0253,0.0969,FLAT,52.5,218.97,159.7,-21.71,52.92,50.12,1.8694,HIGH,-,47.6305,45.0514,35.8294,1,231.1988,CONTENDER,64.0748
9,0,PLS.AX,PLS GROUP LTD,lithium,producer,large,5.77,84.21,-0.0489,0.0053,0.0185,STRONG_DOWN,94.93,297.93,51.84,-30.79,54.37,59.85,0.805,LOW,-,5.4605,4.958,3.5938,1,270.6518,LEADER,62.8794
10,1,300450.SZ,WUXI LEAD INTELLIGENT EQUI-A,lithium,producer,large,56.96,65.79,0.0022,0.0158,-0.1813,FLAT,5.4,210.43,167.39,-32.4,51.25,47.32,1.0397,MED,-,52.392,52.257,47.3418,1,227.9099,CONTENDER,61.712
12,0,5802.T,Sumitomo Electric Industries,lithium,producer,large,10015.0,92.11,0.0012,-0.1093,0.3826,FLAT,120.39,352.35,347.41,-22.31,57.44,77.75,0.5261,LOW,-,9802.75,9753.621,6255.5643,1,260.3102,LEADER,59.2308
18,-5,GEV,GE Vernova Inc,lithium,producer,large,1149.1899,68.42,0.1582,0.1493,0.6092,FLAT,93.35,211.22,653.55,-17.51,55.02,49.25,1.3452,MED,-,969.6825,896.2069,694.6453,1,235.9695,CONTENDER,57.4614
19,-3,MIN.AX,MINERAL RESOURCES LTD,lithium,producer,large,59.37,73.68,-0.0505,-0.129,-0.1733,STRONG_UP,40.69,226.57,-15.43,-30.29,56.35,54.23,0.5731,LOW,-,58.205,56.4302,47.5615,1,235.4248,CONTENDER,57.2799
22,7,LTR.AX,LIONTOWN LTD,lithium,producer,large,2.24,86.84,0.0021,0.1279,-0.1034,FLAT,102.71,314.81,100.0,-34.62,51.59,75.23,0.753,LOW,-,1.957,1.7672,1.3841,1,215.8885,LEADER,55.3839
24,-5,CXO.AX,Core Lithium,lithium,producer,mid,0.325,94.74,-0.1375,0.3103,-0.0022,FLAT,209.52,364.29,124.14,-41.79,38.89,88.74,1.8695,HIGH,-,0.301,0.2552,0.1908,1,159.647,LEADER,54.128
25,9,002738.SZ,SINOMINE RESOURCE GROUP CO-A,lithium,producer,large,85.37,63.16,0.0229,0.0845,-0.1014,FLAT,84.11,202.14,159.58,-34.96,51.67,58.75,1.1519,MED,-,79.1225,78.8112,61.2096,1,177.7779,CONTENDER,52.628
