rank,delta_rank,ticker,name,commodity,type,cap_band,close,peer_rs_score,rs_5,rs_21,rs_63,rs_trend,ret_6m,ret_12m,ret_24m,max_dd,persist_frac,vol_63,rel_vol,vol_label,acc_watch,sma20,sma50,sma200,pass_trend,mqs,regime_label,score_final
2,0,2308.TW,Delta Electronics Inc,lithium,producer,large,2220.0,97.3,0.0787,0.3435,0.8242,STRONG_DOWN,117.65,531.14,614.76,-17.21,55.19,65.23,0.9668,LOW,-,1881.5,1581.7,1045.22,1,449.3911,LEADER,91.2462
6,-2,PLS.AX,PLS GROUP LTD,lithium,producer,large,6.05,86.49,-0.0309,0.027,0.2401,STRONG_DOWN,83.33,308.78,44.39,-30.79,54.94,57.35,0.4517,LOW,-,5.727,5.1608,3.7269,1,295.8079,LEADER,67.4927
7,1,002709.SZ,GUANGZHOU TINCI MATERIALS -A,lithium,producer,large,60.51,81.08,0.1269,0.1684,0.2433,STRONG_DOWN,77.91,245.29,176.04,-21.71,52.7,54.33,2.0162,HIGH,-,49.5527,46.1267,36.4111,1,237.927,LEADER,65.3391
11,-8,LTR.AX,LIONTOWN LTD,lithium,producer,large,2.42,91.89,0.0008,0.2661,0.1906,FLAT,105.96,379.21,95.16,-34.62,52.17,78.08,0.6385,LOW,-,2.1595,1.8503,1.4313,1,253.3719,LEADER,62.4588
14,-3,EUR.AX,EUROPEAN LITHIUM LTD,lithium,producer,small,0.43,100.0,0.0159,0.7495,0.7793,STRONG_DOWN,65.38,726.92,760.0,-67.74,38.74,135.8,1.1773,MED,-,0.287,0.257,0.1959,1,207.3711,LEADER,60.3173
17,2,LAR.TO,LITHIUM ARGENTINA AG,lithium,producer,mid,14.04,94.59,0.045,0.1975,0.2878,STRONG_DOWN,147.18,396.11,90.24,-32.65,52.8,83.88,0.8224,LOW,-,12.142,10.6092,7.6328,1,249.3416,LEADER,57.3008
19,-6,MIN.AX,MINERAL RESOURCES LTD,lithium,producer,large,66.98,72.97,0.0711,0.1098,0.0738,FLAT,38.39,223.11,-13.01,-30.29,56.52,53.33,0.6724,LOW,-,60.6675,57.6782,48.6236,1,236.452,CONTENDER,56.5411
22,2,002738.SZ,SINOMINE RESOURCE GROUP CO-A,lithium,producer,large,90.79,67.57,0.0432,0.0556,-0.2593,FLAT,73.1,211.75,165.43,-34.96,50.62,58.68,1.1492,MED,-,81.874,79.2854,62.3157,1,182.6659,CONTENDER,53.7218
23,2,002466.SZ,TIANQI LITHIUM CORP-A,lithium,producer,large,80.03,59.46,0.0656,0.2817,0.1426,FLAT,64.64,174.73,106.47,-23.05,54.77,52.2,2.2818,HIGH,-,65.7965,58.2514,51.2113,1,183.3368,CONTENDER,53.7055
33,6,300450.SZ,WUXI LEAD INTELLIGENT EQUI-A,lithium,producer,large,55.22,56.76,-0.0516,-0.0417,-0.3257,FLAT,0.36,173.85,151.27,-32.4,50.62,46.73,0.8185,LOW,-,53.822,52.1256,47.9733,1,188.3201,CONTENDER,48.1147
