rank,delta_rank,ticker,name,commodity,type,cap_band,close,peer_rs_score,rs_5,rs_21,rs_63,rs_trend,ret_6m,ret_12m,ret_24m,max_dd,persist_frac,vol_63,rel_vol,vol_label,acc_watch,sma20,sma50,sma200,pass_trend,mqs,regime_label,score_final
2,1,2308.TW,Delta Electronics Inc,lithium,producer,large,1750.0,100.0,0.0219,0.17,0.702,STRONG_DOWN,104.92,438.92,489.05,-17.21,54.36,65.61,0.7854,LOW,-,1520.75,1374.4,941.21,1,363.6594,LEADER,75.5236
4,-2,5802.T,Sumitomo Electric Industries,lithium,producer,large,10075.0,97.5,-0.0566,-0.1006,0.5095,FLAT,127.27,378.05,,-22.31,58.44,75.19,0.9022,LOW,-,9620.1581,9348.7616,5967.2957,1,293.831,LEADER,65.4631
7,0,PLS.AX,PLS GROUP LTD,lithium,producer,large,5.4,87.5,-0.0107,0.0108,0.0544,STRONG_DOWN,107.69,284.34,38.46,-30.79,54.4,57.96,0.6174,LOW,-,4.9435,4.7106,3.4202,1,266.8769,LEADER,62.2105
8,0,002709.SZ,GUANGZHOU TINCI MATERIALS -A,lithium,producer,large,49.35,67.5,0.068,-0.069,0.0293,FLAT,29.44,188.67,107.86,-21.71,52.7,45.88,1.6091,HIGH,-,44.912,43.5902,34.512,1,216.7163,CONTENDER,60.6748
14,-5,MIN.AX,MINERAL RESOURCES LTD,lithium,producer,large,58.23,77.5,-0.0329,-0.0873,-0.1186,STRONG_UP,36.75,219.07,-18.34,-30.29,56.0,52.17,0.9241,LOW,-,55.14,55.2668,46.0795,1,235.1511,LEADER,57.7192
20,18,ALB,ALBEMARLE CORP,lithium,producer,large,189.86,85.0,0.0408,0.0753,0.0143,FLAT,98.16,257.7,63.21,-20.05,58.23,59.96,0.7016,LOW,-,174.533,171.2985,121.2075,1,250.2631,LEADER,56.1471
22,-11,GEV,GE Vernova Inc,lithium,producer,large,987.5,75.0,0.0257,0.1007,0.4585,STRONG_DOWN,52.6,201.44,652.31,-17.51,55.02,43.6,0.6182,LOW,-,901.937,852.9232,673.5907,1,254.2066,LEADER,54.6312
33,-2,002738.SZ,SINOMINE RESOURCE GROUP CO-A,lithium,producer,large,83.29,70.0,0.0419,0.0288,-0.1293,STRONG_UP,68.26,188.83,124.27,-34.96,51.87,61.43,1.0634,MED,-,72.9025,79.6776,59.0867,1,159.4454,CONTENDER,50.0471
37,9,CXO.AX,Core Lithium,lithium,producer,mid,0.305,92.5,0.0047,0.2326,-0.1128,FLAT,190.48,348.53,96.77,-41.79,39.2,84.27,1.2226,MED,-,0.2447,0.2343,0.181,1,162.1259,LEADER,49.5983
38,-14,300450.SZ,WUXI LEAD INTELLIGENT EQUI-A,lithium,producer,large,54.18,62.5,0.035,-0.0453,-0.0976,STRONG_UP,-12.92,180.34,136.95,-32.4,50.21,48.12,0.9122,LOW,-,49.226,52.6748,46.0371,1,188.1755,CONTENDER,49.1117
41,-14,LTR.AX,LIONTOWN LTD,lithium,producer,large,1.905,82.5,-0.0147,0.037,-0.2191,FLAT,88.61,252.78,51.19,-34.62,50.8,71.76,0.7693,LOW,-,1.7015,1.6959,1.3261,1,178.9452,LEADER,48.4255
55,21,LAR.TO,LITHIUM ARGENTINA AG,lithium,producer,mid,11.0,90.0,0.0032,0.1383,-0.1336,FLAT,50.48,284.62,54.28,-32.65,51.41,84.54,0.7168,LOW,-,9.6025,9.631,6.9567,1,173.0788,LEADER,43.977
64,27,002466.SZ,TIANQI LITHIUM CORP-A,lithium,producer,large,64.53,40.0,0.0782,0.1108,0.0326,FLAT,35.65,130.88,36.27,-23.05,54.77,46.6,1.4826,MED,-,55.3605,54.4664,48.8607,1,153.8221,LAGGARD,41.8556
69,-30,ENR.DE,Siemens Energy AG,lithium,producer,large,165.9,72.5,0.0937,-0.0136,0.2214,FLAT,51.81,193.01,844.22,-17.25,51.81,55.95,0.9829,LOW,-,151.4125,155.0733,117.8843,1,178.7315,CONTENDER,41.2978
73,14,002812.SZ,YUNNAN ENERGY NEW MATERIAL-A,lithium,producer,large,70.7,50.0,-0.0079,-0.1138,0.2243,FLAT,51.39,144.05,63.27,-27.66,50.21,53.94,1.2606,MED,-,68.043,63.173,47.5197,1,134.0847,CONTENDER,40.4592
79,0,ENS,ENERSYS,lithium,producer,large,198.94,45.0,0.0301,0.1349,0.1573,STRONG_DOWN,72.74,140.1,124.14,-20.08,59.84,47.62,0.5873,LOW,-,177.0665,172.9379,134.7166,1,176.0481,LAGGARD,39.8704
82,-30,EUR.AX,EUROPEAN LITHIUM LTD,lithium,producer,small,0.235,95.0,-0.0542,-0.1212,-0.1595,STRONG_UP,-9.62,360.78,264.34,-67.74,38.8,113.01,0.6004,LOW,-,0.2272,0.2348,0.1791,1,123.869,LEADER,39.6476
84,-4,IGO.AX,IGO LTD,lithium,producer,large,8.28,42.5,-0.0334,-0.0236,-0.1761,FLAT,57.71,132.58,13.87,-27.32,56.4,48.0,0.6181,LOW,-,7.7385,8.0082,6.4941,1,155.7865,LAGGARD,39.6267
89,37,SQM,QUIMICA Y MINERA CHIL-SP ADR,lithium,producer,large,88.93,55.0,0.049,0.0712,0.0414,FLAT,105.14,155.03,90.26,-19.47,52.21,56.02,1.0534,MED,-,79.9355,76.262,58.2744,1,144.489,CONTENDER,39.428
95,36,SEDG,Solar Edge Technologies inc.,lithium,producer,mid,42.98,80.0,-0.0458,-0.0446,0.1959,STRONG_DOWN,17.88,238.83,-28.89,-37.26,52.61,93.19,0.8819,LOW,-,46.7075,40.6556,34.3995,1,134.8278,LEADER,37.1025
96,19,066970.KS,L&F CO LTD,lithium,producer,large,173400.0,65.0,-0.0915,0.4814,0.4805,FLAT,142.86,181.49,14.83,-36.6,50.21,93.8,1.3444,MED,-,152145.0,130666.0,101933.25,1,97.1513,CONTENDER,37.0983
105,-22,300750.SZ,CONTEMPORARY AMPEREX TECHN-A,lithium,producer,large,430.79,30.0,0.0717,-0.0455,0.1044,FLAT,7.16,93.31,130.32,-18.46,48.55,33.39,1.3322,MED,-,404.1915,378.1196,345.2982,1,135.6752,LAGGARD,35.9778
121,13,300207.SZ,SUNWODA ELECTRONIC CO LTD-A,lithium,producer,large,30.01,20.0,0.1942,0.0069,0.1037,FLAT,-11.01,65.39,115.8,-38.09,53.53,46.92,2.2522,HIGH,-,26.5865,25.7078,26.3403,1,74.6049,LAGGARD,34.4892
122,8,SLI.V,STANDARD LITHIUM LTD,lithium,producer,mid,4.84,57.5,-0.0334,-0.2251,-0.4171,STRONG_UP,-34.06,164.48,216.34,-43.01,54.62,81.54,0.4676,LOW,EARLY,4.9025,5.5254,5.2212,0,110.1784,LAGGARD,34.4635
125,-2,300014.SZ,EVE ENERGY CO LTD-A,lithium,producer,large,72.3,25.0,0.0961,-0.0668,-0.0436,FLAT,-20.55,79.38,100.86,-34.07,54.77,46.31,1.3328,MED,-,67.314,65.1578,64.3857,1,93.8871,LAGGARD,33.7707
129,22,ELVR,ELEVRA LITHIUM LTD,lithium,producer,mid,63.31,60.0,-0.0288,0.1391,-0.148,FLAT,124.23,177.43,177.43,-35.83,51.95,91.85,1.0532,MED,-,55.4785,53.7962,,0,100.3549,LAGGARD,33.2492
150,8,PMET.TO,PMET RESOURCES INC,lithium,producer,mid,5.24,47.5,0.0857,0.0866,-0.3105,FLAT,22.72,140.37,-26.61,-45.14,46.18,71.52,0.7484,LOW,-,4.421,5.002,4.4908,1,90.634,LAGGARD,30.2779
151,1,RIO,RIO TINTO PLC-SPON ADR,lithium,producer,large,98.87,27.5,-0.0291,0.0066,0.1591,STRONG_DOWN,49.11,81.8,66.28,-15.19,57.83,35.33,0.7099,LOW,-,91.5425,92.6241,73.6036,1,133.8958,LAGGARD,29.9796
165,-51,AMG.AS,AMG CRITICAL MATERIALS N.V.,lithium,producer,mid,33.26,37.5,-0.0949,-0.1582,-0.1937,STRONG_UP,9.41,129.92,42.53,-24.89,52.59,63.2,0.9361,LOW,-,33.723,34.982,29.5437,1,108.1058,LAGGARD,28.6954
166,1,ELV.AX,ELEVRA LITHIUM LTD,lithium,producer,mid,8.89,52.5,-0.0764,0.0808,-0.1982,FLAT,109.67,150.42,150.42,-36.31,52.14,85.11,0.5883,LOW,-,7.961,7.674,,0,92.1517,LAGGARD,28.3468
167,13,002176.SZ,JIANGXI SPECIAL ELECTRIC -A,lithium,producer,large,11.28,15.0,0.0461,0.0345,0.0601,FLAT,12.57,62.77,11.57,-28.5,51.04,48.22,1.829,HIGH,-,10.026,9.8944,9.4876,1,66.4415,LAGGARD,28.3248
176,13,LAC.TO,LITHIUM AMERICAS CORP,lithium,producer,mid,6.11,17.5,0.0279,-0.0871,-0.3554,STRONG_UP,-56.7,65.14,-34.65,-63.78,50.6,67.45,0.6236,LOW,PROGRESS,5.6185,6.114,6.3112,0,48.8634,WEAK,27.4709
