rank,delta_rank,ticker,name,commodity,type,cap_band,close,peer_rs_score,rs_5,rs_21,rs_63,rs_trend,ret_6m,ret_12m,ret_24m,max_dd,persist_frac,vol_63,rel_vol,vol_label,acc_watch,sma20,sma50,sma200,pass_trend,mqs,regime_label,score_final
21,0,MAH.AX,Machahon Holdings,gold,royalties_financial_services,mid,0.9,96.19,0.0714,0.3807,0.6351,STRONG_DOWN,61.65,216.6,240.54,-22.01,45.85,52.64,0.6279,LOW,-,0.9143,0.8394,0.6355,1,188.6649,LEADER,42.8262
109,0,ASA,ASA Gold & Precious Metals,gold,royalties_financial_services,mid,52.4,58.1,-0.0152,-0.0269,0.0117,FLAT,-2.69,59.28,203.19,-35.5,57.2,55.92,2.0035,HIGH,EARLY,61.4765,64.2535,57.8465,0,60.6331,LAGGARD,27.2225
131,0,MTA,Metalla Royalty & Str.,gold,royalties_financial_services,mid,6.65,68.57,0.0072,0.1353,0.0707,FLAT,-14.52,83.7,121.67,-33.04,53.6,58.16,0.9812,LOW,EARLY,7.2115,7.0016,7.1622,0,77.1391,LAGGARD,24.8238
170,0,FISH.V,Sailfish Royalty Corp.,gold,royalties_financial_services,small,4.2,64.76,0.1318,0.3633,0.3117,FLAT,26.13,75.97,265.4,-26.84,44.4,41.58,0.3264,LOW,-,4.077,3.8068,3.474,1,81.1261,CONTENDER,21.7227
177,0,GROY,Gold Royalty Corp,gold,royalties_financial_services,mid,2.7,33.33,0.0118,-0.0427,-0.0777,STRONG_UP,-33.82,25.0,86.21,-48.18,52.0,53.59,1.1411,MED,EARLY,3.1625,3.4216,3.8419,0,24.2583,WEAK,21.0923
180,0,FNV,Franco-Nevada Corp,gold,royalties_financial_services,large,208.46,36.19,0.027,0.1138,0.0528,FLAT,2.9,26.84,78.26,-25.64,55.6,38.88,3.8335,HIGH,EARLY,226.076,237.943,224.4394,0,38.3838,WEAK,20.7019
187,0,VROY.V,Vizsla royalties_financial_services,gold,royalties_financial_services,small,3.21,51.43,0.0303,0.2533,0.2058,FLAT,-29.91,46.58,150.78,-52.48,50.8,77.06,3.8494,HIGH,-,3.6085,3.1826,3.71,0,30.7037,LAGGARD,20.1956
203,0,RGLD,Royal Gold Inc,gold,royalties_financial_services,large,197.07,23.81,0.0387,0.0375,-0.0094,STRONG_UP,-2.61,13.88,64.17,-35.12,53.2,43.84,1.0138,MED,EARLY,220.211,238.9346,226.6964,0,16.8475,WEAK,18.9812
216,0,TFPM,Triple Flag Precious Metals,gold,royalties_financial_services,large,26.85,20.95,0.0268,-0.0071,-0.0236,STRONG_UP,-19.47,11.86,78.05,-34.87,54.8,47.38,1.1799,MED,EARLY,30.7734,32.8283,32.6469,0,13.7228,WEAK,18.207
223,0,OR,Osisko Gold royalties_financial_services,gold,royalties_financial_services,large,31.47,31.43,0.0151,0.0287,0.0112,FLAT,-9.17,22.11,90.98,-33.96,58.0,51.29,0.8828,LOW,EARLY,35.7365,37.83,37.5345,0,24.997,WEAK,17.4424
