rank,delta_rank,ticker,name,commodity,type,cap_band,close,peer_rs_score,rs_5,rs_21,rs_63,rs_trend,ret_6m,ret_12m,ret_24m,max_dd,persist_frac,vol_63,rel_vol,vol_label,acc_watch,sma20,sma50,sma200,pass_trend,mqs,regime_label,score_final
7,-1,ARE.TO,Aecon Group,uranium,producer,mid,41.81,79.37,-0.0417,0.2211,0.2467,STRONG_DOWN,77.39,153.91,162.08,-21.01,56.4,36.87,1.3318,MED,-,41.1982,38.1789,27.863,1,235.4397,LEADER,56.158
15,-1,UUUU,Energy Fuels Inc,uranium,producer,mid,18.25,100.0,-0.0242,-0.0211,0.1882,STRONG_DOWN,18.89,397.28,179.48,-51.28,53.2,106.48,0.9134,LOW,-,18.821,21.0412,15.459,1,198.4884,LEADER,53.2825
21,-16,034020.KS,Doosan Enerbility,uranium,producer,large,91800.0,95.24,-0.1028,0.0649,0.1134,STRONG_DOWN,50.99,284.91,431.56,-24.79,53.11,72.9,0.6031,LOW,-,100165.0,97230.0,76740.75,1,207.563,LEADER,49.5037
31,-12,000720.KS,Hyundai En & Co,uranium,producer,large,142100.0,96.83,-0.0928,0.0667,0.9446,STRONG_DOWN,147.15,292.44,337.95,-32.92,50.21,87.68,0.4975,LOW,-,153088.7953,131602.1919,82994.2027,1,167.4686,LEADER,45.2432
45,-37,047040.KS,Daewoo Eng & Co,uranium,producer,large,15550.0,98.41,-0.0499,0.8647,3.0014,STRONG_DOWN,318.57,385.18,310.83,-27.11,49.79,120.27,0.8499,LOW,-,13233.5,9070.3,5139.3,1,159.4586,LEADER,42.0683
52,-16,OKLO,Oklo Inc.,uranium,producer,large,49.59,73.02,-0.1003,-0.1114,-0.4102,STRONG_UP,-55.58,120.11,307.14,-73.83,49.6,92.28,0.9039,LOW,EARLY,56.9545,66.8082,85.9231,0,64.5566,LAGGARD,41.2921
64,-12,UEC,Uranium Energy Corp,uranium,producer,large,13.5,90.48,0.0082,0.0447,0.0509,STRONG_DOWN,1.2,189.7,90.95,-39.97,52.0,80.76,0.8777,LOW,-,13.444,15.43,12.4722,1,122.1444,LEADER,39.1548
65,-4,LEU,Centrus Energy -A,uranium,producer,mid,173.59,84.13,-0.0993,-0.0152,-0.3999,FLAT,-44.02,167.43,297.5,-61.35,51.2,96.12,1.0774,MED,EARLY,196.778,227.1874,250.8158,0,89.1855,LAGGARD,39.1064
72,-13,CCJ,Cameco Ord Shs,uranium,producer,large,108.61,80.95,-0.0013,0.0396,0.0926,STRONG_DOWN,29.77,160.34,133.23,-25.69,54.0,57.88,0.9515,LOW,-,110.052,116.0854,92.336,1,149.5901,LEADER,38.6949
77,26,DNN,Denison Mines Corp,uranium,producer,mid,3.53,87.3,-0.0087,-0.0123,0.2461,FLAT,28.36,171.54,70.53,-29.5,52.0,72.97,1.0716,MED,-,3.6665,3.8454,2.823,1,122.242,LEADER,37.2506
