rank,delta_rank,ticker,name,commodity,type,cap_band,close,peer_rs_score,rs_5,rs_21,rs_63,rs_trend,ret_6m,ret_12m,ret_24m,max_dd,persist_frac,vol_63,rel_vol,vol_label,acc_watch,sma20,sma50,sma200,pass_trend,mqs,regime_label,score_final
37,7,UUUU,Energy Fuels Inc,uranium,producer,mid,18.22,96.77,-0.0114,-0.0651,-0.0755,STRONG_UP,26.88,272.6,161.41,-51.28,52.0,82.21,0.583,LOW,-,19.666,19.3996,17.9381,1,172.4249,LEADER,49.8733
45,-27,047040.KS,Daewoo Eng & Co,uranium,producer,large,26200.0,98.39,-0.1037,-0.2018,1.7624,FLAT,658.32,521.59,617.81,-31.49,48.96,150.33,0.4497,LOW,-,30117.5,25749.8,9914.475,1,169.8731,LEADER,46.9029
50,-11,ARE.TO,Aecon Group,uranium,producer,mid,45.07,87.1,-0.0304,-0.0049,0.3043,STRONG_DOWN,68.14,145.85,194.24,-21.01,56.4,40.27,0.8211,LOW,-,49.668,46.8262,33.6633,1,204.2641,LEADER,45.0407
61,38,028260.KS,Samsung C&T,uranium,producer,large,432500.0,93.55,0.0119,0.4922,0.3568,FLAT,102.59,192.12,228.31,-29.58,51.45,86.36,1.926,HIGH,-,396350.0,332670.0,257924.732,1,114.4573,LEADER,42.7652
103,-26,OKLO,Oklo Inc.,uranium,producer,large,66.88,48.39,-0.0062,0.0173,0.1895,STRONG_DOWN,-24.62,26.86,550.58,-73.83,49.2,97.1,2.2483,HIGH,-,68.085,62.2764,85.8024,0,13.6092,WEAK,35.5532
112,-5,UEC,Uranium Energy Corp,uranium,producer,large,13.77,80.65,0.041,0.0196,0.0347,FLAT,13.99,132.21,89.41,-40.86,50.8,76.78,0.8922,LOW,EARLY,14.2415,14.0186,13.8097,0,87.4736,LAGGARD,32.8397
113,74,PNN.AX,Power Minerals,uranium,producer,small,0.15,88.71,0.1834,0.4584,0.4054,FLAT,70.45,145.9,7.14,-64.89,39.13,87.02,2.4868,HIGH,-,0.124,0.1206,0.109,1,65.6071,LEADER,32.8334
118,-7,034020.KS,Doosan Enerbility,uranium,producer,large,105600.0,90.32,-0.0752,-0.0807,0.1728,FLAT,44.46,161.71,412.62,-25.73,49.79,74.64,0.9652,LOW,-,117500.0,110354.0,87025.0,1,107.8717,LEADER,32.2357
123,-4,CXU.AX,Cauldron Energy,uranium,producer,small,0.051,100.0,0.1694,-0.1679,0.7009,FLAT,168.42,537.5,37.84,-44.44,35.57,183.96,0.7037,LOW,-,0.0528,0.0485,0.0282,1,103.9295,LEADER,31.6616
127,18,DNN,Denison Mines Corp,uranium,producer,mid,3.48,77.42,0.0608,0.0034,-0.0588,STRONG_UP,35.94,118.87,43.8,-29.5,52.8,58.26,0.6293,LOW,-,3.5,3.5958,3.1642,1,107.7279,LEADER,31.4527
138,30,TOE.AX,Toro Energy Ltd.,uranium,producer,small,0.55,91.94,0.0411,0.0513,0.1376,STRONG_DOWN,37.5,189.47,54.93,-30.39,42.29,77.56,1.0952,MED,-,0.5525,0.5539,0.4452,1,103.3115,LEADER,29.7599
153,28,CCJ,Cameco Ord Shs,uranium,producer,large,112.7,72.58,0.0593,0.0107,0.0517,FLAT,27.15,92.93,106.57,-25.69,52.4,55.93,0.9034,LOW,-,112.336,113.4336,100.6973,1,87.0608,CONTENDER,27.4819
155,9,NXE.TO,Nexgen Energy,uranium,producer,large,15.91,70.97,0.0469,0.0274,0.032,FLAT,31.38,88.06,47.73,-22.98,52.4,50.6,0.9425,LOW,-,15.9735,16.179,14.1254,1,91.1941,CONTENDER,27.2038
156,-26,000720.KS,Hyundai En & Co,uranium,producer,large,147000.0,79.03,-0.0434,-0.0273,0.0676,STRONG_DOWN,149.2,131.62,351.02,-32.92,48.96,89.15,0.9215,LOW,-,154675.0,161200.6353,101067.4884,1,72.2858,LEADER,27.1997
157,-17,URG,Ur-Energy Inc,uranium,producer,mid,1.62,74.19,0.0286,-0.002,0.0865,FLAT,27.56,97.56,-9.5,-45.71,48.4,69.32,0.4234,LOW,-,1.699,1.6236,1.5616,1,68.1182,CONTENDER,27.1752
161,-18,052690.KS,Kepco En & Co,uranium,producer,large,134300.0,75.81,-0.1047,-0.2072,-0.0656,FLAT,53.36,117.1,102.46,-31.06,46.06,77.01,0.7472,LOW,-,158440.0,166212.0,122415.6629,1,70.0397,LEADER,26.8894
174,-15,SLX.AX,Silex Systems,uranium,producer,mid,6.17,67.74,-0.0165,0.1772,0.0483,FLAT,-26.37,71.39,0.82,-53.38,52.96,75.55,0.905,LOW,SHIFT,5.8815,5.7548,6.6636,0,50.0431,LAGGARD,25.3733
185,-6,PDN.AX,Paladin Energy,uranium,producer,large,11.32,69.35,-0.0354,0.0405,-0.0203,FLAT,44.2,81.41,-27.71,-30.19,51.78,70.43,0.8044,LOW,-,11.4705,11.8658,10.2504,1,59.8527,CONTENDER,24.0993
191,-30,LEU,Centrus Energy -A,uranium,producer,mid,182.47,58.06,-0.0033,-0.0421,0.0327,FLAT,-28.22,43.77,259.41,-61.35,52.0,78.02,0.6879,LOW,EARLY,192.3265,193.456,248.7753,0,29.171,LAGGARD,23.4859
192,-8,COSA.V,Cosa Resources,uranium,producer,small,0.67,95.16,-0.0361,-0.0014,0.4822,STRONG_DOWN,123.33,211.63,100.0,-42.74,39.2,116.23,0.3462,LOW,-,0.7095,0.6782,0.4377,1,71.3741,LEADER,23.3681
202,-30,SASK.V,Atha Energy Corp.,uranium,producer,small,1.16,83.87,0.1319,0.1493,0.4028,STRONG_DOWN,84.13,136.73,48.72,-40.43,44.0,85.18,0.9248,LOW,-,1.043,0.9414,0.7739,1,70.6307,LEADER,22.3888
206,9,MGA.TO,Mega Uranium Ltd.,uranium,producer,small,0.68,85.48,0.0459,0.0263,0.1132,FLAT,70.0,142.86,65.85,-31.58,41.6,82.61,0.264,LOW,-,0.6905,0.6654,0.5248,1,71.9387,LEADER,21.9607
213,31,LI.V,American Lithium Ord Shs,uranium,producer,small,0.53,61.29,-0.075,-0.0789,-0.098,STRONG_UP,-26.39,55.88,-43.62,-56.41,40.0,64.07,1.076,MED,-,0.5815,0.5804,0.6576,0,34.8883,LAGGARD,21.109
220,16,I88.AX,Infini Resources,uranium,producer,small,0.16,66.13,-0.0802,-0.107,0.2983,FLAT,-30.43,64.95,-17.95,-84.0,37.15,112.35,0.054,LOW,-,0.1598,0.1548,0.2379,0,21.4761,LAGGARD,20.7442
221,-80,HAR.AX,Haranga Resources,uranium,producer,small,0.13,82.26,-0.1249,0.0948,-0.0164,FLAT,-10.34,136.36,34.02,-54.35,39.53,113.38,0.6253,LOW,-,0.1319,0.1264,0.1353,0,47.5433,LAGGARD,20.6682
224,-18,NNE,Nano Nuclear Energy,uranium,producer,mid,28.88,25.81,0.0638,0.33,0.203,FLAT,-6.36,-4.15,230.06,-66.45,48.0,100.75,1.2968,MED,SHIFT,26.2097,24.0486,31.6277,0,-1.9765,WEAK,20.0193
231,36,8001.T,Itochu Corp,uranium,producer,large,1935.5,51.61,-0.0294,0.0997,0.0451,FLAT,9.0,27.86,41.96,-14.73,53.31,31.44,2.6127,HIGH,-,1979.475,1997.1753,1876.952,1,47.2474,CONTENDER,19.2701
243,5,UROY,Uranium Royalty Corp.,uranium,royalties_financial_services,small,3.5,64.52,0.022,-0.0096,-0.0524,STRONG_UP,-3.58,58.37,31.09,-39.74,50.0,61.92,0.9967,LOW,-,3.7645,3.6732,3.8356,0,47.1342,LAGGARD,18.3589
248,-15,SMR,Nuscale Power Corp,uranium,producer,mid,12.67,4.84,0.0948,0.1116,0.1263,STRONG_DOWN,-33.46,-60.39,45.46,-82.86,45.6,93.49,1.4924,MED,SHIFT,11.9095,11.4698,22.426,0,-29.4573,WEAK,17.7778
256,-2,ETM.AX,Energy Transition Minerals,uranium,producer,small,0.064,56.45,-0.0055,0.036,-0.2456,FLAT,-16.88,39.13,93.94,-74.36,36.36,116.95,0.3215,LOW,-,0.0658,0.0682,0.0885,0,12.1657,LAGGARD,17.0588
257,13,ISO.TO,IsoEnergy Ltd.,uranium,producer,mid,16.07,62.9,0.0427,0.0819,0.1347,STRONG_DOWN,36.53,58.17,-4.35,-29.99,55.2,77.23,0.4516,LOW,-,15.879,15.4428,13.8407,1,41.5764,CONTENDER,16.9695
262,-17,006360.KS,Gs En & Co,uranium,producer,large,30500.0,54.84,-0.0727,-0.1885,0.4589,FLAT,65.69,37.53,115.79,-33.18,47.3,117.72,,LOW,-,33622.5,33546.0,22652.8875,1,15.0792,CONTENDER,16.657
265,29,MYRUF,Myriad Uranium Corp.,uranium,producer,small,0.31,53.23,-0.0101,-0.0362,-0.1647,STRONG_UP,14.81,30.8,37.78,-56.73,48.8,81.85,0.0274,LOW,-,0.3294,0.34,0.3039,1,18.3644,CONTENDER,16.3752
272,-4,DYL.AX,Deep Yellow Ltd.,uranium,producer,mid,1.58,40.32,-0.0781,-0.0365,-0.2567,FLAT,-0.32,17.47,-2.17,-46.91,48.22,70.26,0.7619,LOW,EARLY,1.692,1.789,1.9366,0,11.9913,WEAK,15.5968
279,22,YCA.L,Yellow Cake PLC,uranium,producer,mid,569.0,41.94,-0.0267,0.06,0.0487,FLAT,8.9,18.2,-12.53,-23.13,47.62,30.81,1.9191,HIGH,EARLY,581.525,590.0,578.995,0,28.1252,WEAK,14.797
284,-2,7011.T,Mitsubishi Heavy Ind.,uranium,producer,large,3806.0,35.48,-0.0475,-0.0953,-0.0519,FLAT,-2.88,14.22,190.92,-26.57,46.28,45.05,1.3445,MED,EARLY,4195.3,4465.1883,4267.0017,0,14.6111,WEAK,14.2795
286,20,ASN.AX,Anson Resources,uranium,producer,small,0.054,30.65,-0.1062,0.1536,0.0707,FLAT,-22.86,10.2,-58.46,-63.33,33.99,129.14,1.4311,MED,-,0.0583,0.0543,0.0704,0,2.6857,WEAK,13.6969
287,-22,BVR.AX,Bellavista Resources,uranium,producer,small,0.46,50.0,-0.073,-0.107,-0.2942,STRONG_UP,-11.54,27.78,148.65,-52.2,35.18,95.61,0.9646,LOW,-,0.5127,0.5524,0.5604,0,10.2209,LAGGARD,13.4524
288,8,PR2.AX,Piche Resources,uranium,producer,small,0.032,1.61,0.2142,-0.3646,-0.5991,STRONG_UP,-74.4,-70.91,-79.35,-85.95,29.25,130.49,0.1402,LOW,-,0.0409,0.0552,0.1175,0,-15.8946,WEAK,13.0969
290,7,1AE.AX,Aurora Energy Metals,uranium,producer,small,0.054,12.9,-0.2032,-0.101,-0.1446,FLAT,-43.75,-26.03,-40.0,-66.67,36.36,119.68,1.8116,HIGH,-,0.0664,0.0657,0.0862,0,-7.9074,WEAK,12.947
291,2,BMN.AX,Bannerman Energy Ltd.,uranium,producer,mid,3.56,45.16,-0.0644,-0.0533,-0.1286,FLAT,21.5,24.48,-19.46,-34.17,47.83,75.26,0.7974,LOW,EARLY,3.8175,3.92,3.638,0,15.5549,WEAK,12.9072
292,-3,BOE.AX,Boss Energy Ltd.,uranium,producer,mid,1.28,3.23,-0.0368,-0.0088,-0.1499,FLAT,-18.21,-67.76,-72.05,-74.73,42.29,73.12,0.3344,LOW,EARLY,1.3283,1.4782,1.6744,0,-39.1889,WEAK,12.8679
295,9,AGE.AX,Alligator Energy Ltd.,uranium,producer,small,0.037,43.55,0.0112,-0.0465,-0.0142,FLAT,54.17,19.35,-37.29,-52.5,39.92,83.21,0.1855,LOW,-,0.0394,0.0403,0.0334,1,9.2855,LAGGARD,12.3342
297,11,SYH.V,Skyharbour Resources Ltd.,uranium,producer,small,0.475,59.68,0.0389,0.0448,-0.0033,FLAT,25.0,43.94,7.95,-40.0,35.2,92.47,0.6218,LOW,-,0.4722,0.4719,0.4351,1,16.7261,CONTENDER,12.2099
299,18,JLL.AX,Jindalee Lithium,uranium,producer,small,0.385,29.03,0.0239,-0.2256,-0.1913,FLAT,-26.67,4.05,-30.63,-62.5,40.71,126.62,0.8464,LOW,-,0.4427,0.4907,0.5428,0,1.3034,WEAK,11.9381
300,7,ERA.AX,Energy Resources Of Australia,uranium,producer,mid,0.0025,46.77,-0.1881,-0.282,-0.0218,FLAT,0.0,25.0,-94.57,-37.5,23.72,161.51,,LOW,EARLY,0.0031,0.0033,0.0029,0,3.6716,WEAK,11.4812
303,18,AEE.AX,Aura Energy Ltd.,uranium,producer,small,0.125,27.42,-0.0214,0.0207,0.0175,FLAT,-24.24,0.0,-24.24,-59.26,39.92,80.01,0.3286,LOW,-,0.127,0.1301,0.1755,0,0.0,WEAK,11.0696
305,11,AEC.V,Anfield Energy Inc.,uranium,producer,small,6.93,24.19,0.0662,0.1021,-0.1731,FLAT,-24.84,-7.6,15.5,-61.72,43.6,80.06,0.9062,LOW,-,6.605,7.1958,8.8788,0,-4.1389,WEAK,10.7151
307,4,LOT.AX,Lotus Resources Ltd.,uranium,producer,small,0.63,0.0,-0.1525,-0.207,-0.5739,STRONG_UP,-64.66,-71.91,-87.83,-81.33,38.34,110.73,0.7923,LOW,-,0.7145,1.1163,1.9306,0,-24.8974,WEAK,10.6941
309,10,EU,Encore Energy Corp,uranium,producer,small,1.6,19.35,0.0645,-0.0907,-0.1655,STRONG_UP,-40.3,-20.4,-67.15,-65.85,49.2,72.54,0.6963,LOW,-,1.631,1.7914,2.5001,0,-13.8349,WEAK,10.5304
311,9,FSY.TO,Forsys Metals Corp,uranium,producer,small,0.38,14.52,0.0389,0.0948,-0.0466,FLAT,35.71,-25.49,-64.49,-65.79,40.8,111.76,0.4263,LOW,-,0.362,0.3684,0.4084,0,-9.3057,WEAK,10.254
314,9,AEU.AX,Atomic Eagle,uranium,producer,small,0.41,38.71,0.0623,0.1198,0.1316,STRONG_DOWN,41.38,17.14,2828.57,-50.68,22.53,95.86,0.7826,LOW,-,0.3925,0.4097,0.3903,1,4.0291,LAGGARD,9.9089
315,12,JAGU,Jaguar Uranium Corp,uranium,producer,small,2.22,8.06,0.158,-0.0225,-0.0789,STRONG_UP,,-44.5,-44.5,-61.25,40.79,166.35,0.2841,LOW,-,2.1955,2.2702,,0,-10.9117,WEAK,9.8629
318,17,CVV.V,Canalaska Uranium Ltd.,uranium,producer,small,0.61,16.13,0.0351,-0.0479,-0.2263,STRONG_UP,-7.58,-23.75,-12.86,-53.45,40.8,85.37,1.2678,MED,-,0.6185,0.6748,0.7816,0,-11.3506,WEAK,9.5555
320,5,LAM.TO,Laramide Resources,uranium,producer,small,0.7,33.87,0.044,0.0158,-0.0597,STRONG_UP,18.64,12.9,-18.6,-35.62,41.2,80.1,0.2012,LOW,-,0.7075,0.7118,0.668,1,6.6369,LAGGARD,9.5332
