rank,delta_rank,ticker,name,commodity,type,cap_band,close,peer_rs_score,rs_5,rs_21,rs_63,rs_trend,ret_6m,ret_12m,ret_24m,max_dd,persist_frac,vol_63,rel_vol,vol_label,acc_watch,sma20,sma50,sma200,pass_trend,mqs,regime_label,score_final
26,-10,UUUU,Energy Fuels Inc,uranium,producer,mid,19.54,96.83,0.0639,-0.0337,-0.0005,FLAT,38.88,250.18,186.51,-51.28,52.0,80.34,1.4244,MED,-,19.36,19.4494,18.0274,1,161.9283,LEADER,52.227
41,3,ARE.TO,Aecon Group,uranium,producer,mid,45.06,82.54,-0.0288,-0.1103,0.3167,FLAT,61.26,141.56,196.53,-21.46,56.0,39.07,0.4505,LOW,-,48.842,46.9344,33.9099,1,202.9083,LEADER,45.717
45,1,028260.KS,Samsung C&T,uranium,producer,large,485500.0,93.65,0.1817,0.691,0.6356,FLAT,114.98,211.29,262.17,-29.58,51.45,87.26,1.5644,HIGH,-,413025.0,339680.0,260995.4537,1,124.5815,LEADER,45.0791
54,-12,047040.KS,Daewoo Eng & Co,uranium,producer,large,22800.0,98.41,-0.1507,-0.2861,1.6659,FLAT,564.72,418.77,510.44,-38.63,48.55,150.09,0.3347,LOW,-,28875.0,26070.0,10112.65,1,135.461,LEADER,42.9057
66,20,URG,Ur-Energy Inc,uranium,producer,mid,2.1,90.48,0.2874,0.251,0.4417,FLAT,61.54,159.26,22.81,-45.71,48.8,81.18,4.7911,HIGH,-,1.7115,1.6444,1.5687,1,95.736,LEADER,40.4743
73,34,OKLO,Oklo Inc.,uranium,producer,large,73.47,57.14,0.0823,0.1355,0.2232,STRONG_DOWN,-15.9,47.62,690.85,-73.83,50.0,98.72,1.8708,HIGH,SHIFT,68.153,62.9104,85.7488,0,24.1182,LAGGARD,38.7078
76,24,UEC,Uranium Energy Corp,uranium,producer,large,15.44,87.3,0.1478,0.1064,0.1307,FLAT,31.29,142.77,122.48,-40.86,50.8,80.15,1.4229,MED,-,14.205,14.0918,13.8524,1,90.4876,LEADER,38.2666
107,-11,1164.HK,CGN Mining Co,uranium,producer,large,3.28,73.02,0.0021,-0.1276,-0.2284,STRONG_UP,16.73,98.22,8.82,-38.97,48.57,54.13,0.566,LOW,EARLY,3.5275,3.854,3.5927,0,88.1297,LAGGARD,32.8976
109,31,CCJ,Cameco Ord Shs,uranium,producer,large,120.51,74.6,0.1207,0.0835,0.1063,FLAT,37.68,102.32,123.62,-25.69,52.4,54.85,1.4357,MED,-,112.048,113.9326,101.1086,1,97.7497,CONTENDER,32.7512
110,27,TOE.AX,Toro Energy Ltd.,uranium,producer,small,0.57,95.24,0.0546,0.0734,0.1695,STRONG_DOWN,46.15,216.67,67.65,-30.39,42.29,78.26,1.2825,MED,-,0.5522,0.5551,0.4488,1,117.0819,LEADER,32.6887
