date,value,positions,cash,hedge,income_cum,withdrawn_cum,spy,bench,all_in
2023-12-04,101991.66,0.0,101991.66,0.0,0.0,0.0,100900.79,106334.65,101991.66
2023-12-05,102012.88,0.0,102012.88,0.0,0.0,0.0,100881.05,105896.23,102012.88
2023-12-06,102034.1,0.0,102034.1,0.0,0.0,0.0,100476.01,105992.08,102034.1
2023-12-07,102055.29,0.0,102055.29,0.0,0.0,0.0,101240.07,106087.92,102055.29
2023-12-08,102076.48,0.0,102076.48,0.0,0.0,0.0,101673.87,105916.64,102076.48
2023-12-11,102097.68,0.0,102097.68,0.0,0.0,0.0,102068.04,106508.6,102097.68
2023-12-12,102118.94,0.0,102118.94,0.0,0.0,0.0,102532.67,107005.16,102118.94
2023-12-13,102140.11,0.0,102140.11,0.0,0.0,0.0,103941.81,107597.12,102140.11
2023-12-14,102161.24,0.0,102161.24,0.0,0.0,0.0,104274.34,107235.02,102161.24
2023-12-15,102182.43,0.0,102182.43,0.0,0.0,0.0,104104.0,107178.22,102182.43
2023-12-18,102203.61,0.0,102203.61,0.0,0.0,0.0,104685.4,107140.5,102203.61
2023-12-19,102224.86,0.0,102224.86,0.0,0.0,0.0,105317.44,107331.76,102224.86
2023-12-20,102246.07,0.0,102246.07,0.0,0.0,0.0,103868.9,106740.68,102246.07
2023-12-21,102267.21,0.0,102267.21,0.0,0.0,0.0,104846.61,107179.99,102267.21
2023-12-22,102288.35,0.0,102288.35,0.0,0.0,0.0,105055.92,107314.0,102288.35
2023-12-26,102309.47,0.0,102309.47,0.0,0.0,0.0,105496.42,107543.42,102309.47
2023-12-27,102330.72,0.0,102330.72,0.0,0.0,0.0,105685.93,107715.6,102330.72
2023-12-28,102351.91,0.0,102351.91,0.0,0.0,0.0,105725.71,107864.87,102351.91
2023-12-29,102372.95,0.0,102372.95,0.0,0.0,0.0,105422.04,107865.48,102372.95
2024-01-02,102394.12,102394.12,0.0,0.0,0.0,0.0,104836.56,108133.23,102394.12
2024-01-03,101382.08,101382.08,0.0,0.0,0.0,0.0,103986.87,107525.08,101382.08
2024-01-04,101262.13,101262.13,0.0,0.0,0.0,0.0,103654.58,107485.84,101262.13
2024-01-05,101475.63,99124.62,2351.0,0.0,2351.0,0.0,103795.65,107407.37,101475.63
2024-01-08,103196.54,100845.05,2351.49,0.0,2351.0,0.0,105266.53,108133.23,103196.54
2024-01-09,102865.87,100513.89,2351.98,0.0,2351.0,0.0,105108.17,108054.76,102865.87
2024-01-10,103217.38,100864.91,2352.47,0.0,2351.0,0.0,105698.37,108172.46,103217.38
2024-01-11,102799.96,100447.0,2352.95,0.0,2351.0,0.0,105652.3,108192.09,102799.96
2024-01-12,102192.67,99839.23,2353.44,0.0,2351.0,0.0,105725.11,108486.35,102192.67
2024-01-16,102584.95,100231.02,2353.93,0.0,2351.0,0.0,105339.98,108211.7,102584.95
2024-01-17,102309.79,99955.38,2354.41,0.0,2351.0,0.0,104758.9,107799.73,102309.79
2024-01-18,102335.71,99980.81,2354.9,0.0,2351.0,0.0,105683.76,108309.79,102335.71
2024-01-19,103516.45,101161.06,2355.38,0.0,2351.0,0.0,106991.72,108800.23,103516.45
2024-01-22,103616.02,101141.95,2474.07,0.0,2469.2,0.0,107216.45,109192.59,103616.02
2024-01-23,103759.53,101284.95,2474.58,0.0,2469.2,0.0,107527.04,109565.32,103759.53
2024-01-24,104148.33,101557.14,2591.18,0.0,2585.29,0.0,107643.9,109153.35,104148.33
2024-01-25,104354.55,101762.83,2591.72,0.0,2585.29,0.0,108225.3,109624.18,104354.55
2024-01-26,104683.89,101942.07,2741.82,0.0,2734.86,0.0,108088.95,109741.88,104683.89
2024-01-29,105323.65,102535.01,2788.64,0.0,2781.11,0.0,108938.96,110153.86,105323.65
2024-01-30,104846.54,102057.32,2789.21,0.0,2781.11,0.0,108855.46,110389.27,104846.54
2024-01-31,103800.68,101010.89,2789.79,0.0,2781.11,0.0,107092.08,109781.12,103800.68
2024-02-01,104852.93,101984.07,2868.86,0.0,2859.61,0.0,108483.7,110940.53,104852.93
2024-02-02,106517.99,103648.54,2869.45,0.0,2859.61,0.0,109617.72,110822.95,106517.99
2024-02-05,105552.62,102682.57,2870.05,0.0,2859.61,0.0,109221.58,110313.01,105552.62
2024-02-06,105395.3,102524.66,2870.64,0.0,2859.61,0.0,109536.58,110509.31,105395.3
2024-02-07,106225.57,101304.1,4921.48,0.0,4909.85,0.0,110443.83,110744.85,106225.57
2024-02-08,106778.42,101855.92,4922.5,0.0,4909.85,0.0,110492.43,110705.73,106778.42
2024-02-09,107474.01,102550.49,4923.52,0.0,4909.85,0.0,111126.67,110745.09,107474.01
2024-02-12,107530.83,102606.29,4924.54,0.0,4909.85,0.0,111078.4,110745.22,107530.83
2024-02-13,106450.6,101525.04,4925.56,0.0,4909.85,0.0,109559.4,110176.42,106450.6
2024-02-14,108166.4,103239.82,4926.58,0.0,4909.85,0.0,110548.12,110784.69,108166.4
2024-02-15,108322.99,103395.39,4927.6,0.0,4909.85,0.0,111305.65,111137.93,108322.99
2024-02-16,108231.72,103303.1,4928.62,0.0,4909.85,0.0,110755.4,110902.64,108231.72
2024-02-20,107126.93,102080.41,5046.52,0.0,5026.72,0.0,110150.1,110961.62,107126.93
2024-02-21,106410.92,101245.6,5165.32,0.0,5144.48,0.0,110249.33,111432.57,106410.92
2024-02-22,109348.45,104182.06,5166.39,0.0,5144.48,0.0,112515.02,111942.75,109348.45
2024-02-23,109002.97,103835.51,5167.46,0.0,5144.48,0.0,112592.24,112178.3,109002.97
2024-02-26,109746.72,104428.61,5318.11,0.0,5294.04,0.0,112182.89,112256.88,109746.72
2024-02-27,110069.36,104702.96,5366.4,0.0,5341.23,0.0,112390.01,112217.78,110069.36
2024-02-28,109918.62,104551.11,5367.51,0.0,5341.23,0.0,112242.66,112315.99,109918.62
2024-02-29,111106.98,105738.35,5368.63,0.0,5341.23,0.0,112643.52,112355.35,111106.98
2024-03-01,111707.26,106250.31,5456.95,0.0,5428.44,0.0,113693.88,112651.7,111707.26
2024-03-04,112727.49,107269.4,5458.08,0.0,5428.44,0.0,113572.95,112789.27,112727.49
2024-03-05,111570.08,106110.86,5459.22,0.0,5428.44,0.0,112445.86,112554.1,111570.08
2024-03-06,112706.55,105080.95,7625.6,0.0,7593.7,0.0,113011.85,112985.94,112706.55
2024-03-07,113706.8,106079.62,7627.18,0.0,7593.7,0.0,114126.06,113280.45,113706.8
2024-03-08,113593.08,105964.31,7628.77,0.0,7593.7,0.0,113445.91,113202.22,113593.08
2024-03-11,112852.3,105221.95,7630.35,0.0,7593.7,0.0,113349.2,113182.85,112852.3
2024-03-12,114185.97,106554.03,7631.94,0.0,7593.7,0.0,114560.28,113575.46,114185.97
2024-03-13,113781.75,106148.23,7633.53,0.0,7593.7,0.0,114382.1,113732.64,113781.75
2024-03-14,112574.8,104939.69,7635.11,0.0,7593.7,0.0,114157.7,113654.42,112574.8
2024-03-15,112501.2,104864.5,7636.7,0.0,7593.7,0.0,113381.77,112968.04,112501.2
2024-03-18,112874.99,105119.17,7755.82,0.0,7711.23,0.0,114049.11,113301.79,112874.99
2024-03-19,112396.95,104639.52,7757.43,0.0,7711.23,0.0,114676.83,113792.48,112396.95
2024-03-20,113917.98,106040.24,7877.74,0.0,7829.93,0.0,115727.25,114086.99,113917.98
2024-03-21,114349.7,106470.33,7879.38,0.0,7829.93,0.0,116106.18,114224.56,114349.7
2024-03-22,114408.18,106527.17,7881.01,0.0,7829.93,0.0,115888.46,113910.92,114408.18
2024-03-25,114848.35,106816.14,8032.21,0.0,7979.5,0.0,115571.65,113754.23,114848.35
2024-03-26,114656.8,106574.81,8081.99,0.0,8027.62,0.0,115360.52,113832.94,114656.8
2024-03-27,114889.23,106805.57,8083.66,0.0,8027.62,0.0,116320.68,114519.82,114889.23
2024-03-28,115434.94,107349.61,8085.33,0.0,8027.62,0.0,116298.9,114696.62,115434.94
2024-04-01,115326.26,115147.89,178.37,0.0,8205.99,0.0,116098.78,114223.39,115326.26
2024-04-02,114992.01,114813.6,178.41,0.0,8205.99,0.0,115368.07,113985.63,114992.01
2024-04-03,115076.23,114897.78,178.45,0.0,8205.99,0.0,115493.79,113866.82,115076.23
2024-04-04,113858.11,111759.25,2098.86,0.0,10126.37,0.0,114098.17,113073.94,113858.11
2024-04-05,114968.65,112869.35,2099.3,0.0,10126.37,0.0,115278.5,113827.45,114968.65
2024-04-08,115137.03,113037.3,2099.73,0.0,10126.37,0.0,115342.58,114085.32,115137.03
2024-04-09,115051.34,112951.17,2100.17,0.0,10126.37,0.0,115474.92,114105.29,115051.34
2024-04-10,114805.84,112705.24,2100.6,0.0,10126.37,0.0,114330.29,113054.69,114805.84
2024-04-11,115859.36,113758.32,2101.04,0.0,10126.37,0.0,115184.77,113312.56,115859.36
2024-04-12,114674.86,112573.38,2101.48,0.0,10126.37,0.0,113610.81,112103.36,114674.86
2024-04-15,113483.08,111381.16,2101.91,0.0,10126.37,0.0,112201.98,111092.41,113483.08
2024-04-16,113686.0,111583.65,2102.35,0.0,10126.37,0.0,111999.66,111112.38,113686.0
2024-04-17,112667.39,110564.6,2102.79,0.0,10126.37,0.0,111343.8,110874.62,112667.39
2024-04-18,112148.67,110045.45,2103.22,0.0,10126.37,0.0,111117.26,110656.69,112148.67
2024-04-19,110070.11,107966.44,2103.66,0.0,10126.37,0.0,110157.57,110617.18,110070.11
2024-04-22,111233.26,108899.8,2333.46,0.0,10355.73,0.0,111161.77,111549.1,111233.26
2024-04-23,112559.59,110225.65,2333.95,0.0,10355.73,0.0,112467.6,112421.56,112559.59
2024-04-24,112293.75,109834.93,2458.81,0.0,10480.11,0.0,112415.0,112540.65,112293.75
2024-04-25,111877.25,109417.93,2459.33,0.0,10480.11,0.0,111992.51,111926.22,111877.25
2024-04-26,113243.93,110733.55,2510.38,0.0,10530.65,0.0,113042.95,112263.39,113243.93
2024-04-29,113420.25,110909.35,2510.9,0.0,10530.65,0.0,113439.49,112580.73,113420.25
2024-04-30,111873.96,109362.54,2511.42,0.0,10530.65,0.0,111660.78,111569.79,111873.96
2024-05-01,111883.17,109196.14,2687.03,0.0,10705.73,0.0,111302.14,111363.75,111883.17
2024-05-02,113123.23,110435.65,2687.58,0.0,10705.73,0.0,112332.76,111740.71,113123.23
2024-05-03,114474.61,111786.47,2688.14,0.0,10705.73,0.0,113711.25,112474.52,114474.61
2024-05-06,115324.15,111263.98,4060.17,0.0,12077.2,0.0,114873.97,113089.38,115324.15
2024-05-07,115403.87,111342.86,4061.02,0.0,12077.2,0.0,114999.7,113644.77,115403.87
2024-05-08,115548.46,111486.59,4061.86,0.0,12077.2,0.0,115010.95,113863.12,115548.46
2024-05-09,115778.43,111715.73,4062.71,0.0,12077.2,0.0,115667.28,114398.68,115778.43
2024-05-10,116086.23,112022.68,4063.55,0.0,12077.2,0.0,115815.04,114537.74,116086.23
2024-05-13,116063.34,111998.94,4064.4,0.0,12077.2,0.0,115830.67,114458.72,116063.34
2024-05-14,116454.82,112389.58,4065.24,0.0,12077.2,0.0,116357.11,114538.29,116454.82
2024-05-15,116938.08,112871.99,4066.09,0.0,12077.2,0.0,117784.05,114835.95,116938.08
2024-05-16,116811.3,112744.37,4066.93,0.0,12077.2,0.0,117544.3,114875.88,116811.3
2024-05-17,116841.03,112773.25,4067.78,0.0,12077.2,0.0,117711.86,115114.06,116841.03
2024-05-20,117118.49,112845.12,4273.37,0.0,12281.94,0.0,117846.4,114975.56,117118.49
2024-05-21,117286.63,113012.37,4274.25,0.0,12281.94,0.0,118132.85,114777.59,117286.63
2024-05-22,117186.85,112784.53,4402.32,0.0,12409.12,0.0,117796.24,114857.16,117186.85
2024-05-23,117176.25,112773.01,4403.24,0.0,12409.12,0.0,116944.43,114183.38,117176.25
2024-05-24,117706.53,113302.37,4404.16,0.0,12409.12,0.0,117710.85,114183.66,117706.53
2024-05-28,118075.44,113670.37,4405.07,0.0,12409.12,0.0,117792.55,113529.71,118075.44
2024-05-29,117806.13,113400.14,4405.99,0.0,12409.12,0.0,116975.96,112915.4,117806.13
2024-05-30,116790.98,112333.2,4457.78,0.0,12459.99,0.0,116207.82,112895.86,116790.98
2024-05-31,116900.03,112441.32,4458.71,0.0,12459.99,0.0,117256.06,114006.35,116900.03
2024-06-03,117469.38,112822.56,4646.82,0.0,12647.18,0.0,117350.97,113471.35,117469.38
2024-06-04,117921.98,113274.19,4647.78,0.0,12647.18,0.0,117481.11,113729.51,117921.98
2024-06-05,119068.06,114419.31,4648.75,0.0,12647.18,0.0,118863.99,114106.61,119068.06
2024-06-06,119145.73,112596.06,6549.67,0.0,14547.13,0.0,118862.02,114225.99,119145.73
2024-06-07,119193.05,112642.02,6551.03,0.0,14547.13,0.0,118719.16,114107.46,119193.05
2024-06-10,119637.46,113085.07,6552.39,0.0,14547.13,0.0,119082.67,114325.97,119637.46
2024-06-11,119792.28,113238.52,6553.76,0.0,14547.13,0.0,119366.93,114068.67,119792.28
2024-06-12,120229.01,113673.89,6555.12,0.0,14547.13,0.0,120338.1,113890.67,120229.01
2024-06-13,120298.72,113742.24,6556.48,0.0,14547.13,0.0,120578.33,113692.85,120298.72
2024-06-14,120395.91,113838.06,6557.85,0.0,14547.13,0.0,120651.23,113475.19,120395.91
2024-06-17,120740.7,114181.49,6559.21,0.0,14547.13,0.0,121602.58,113713.52,120740.7
2024-06-18,121069.07,114508.5,6560.57,0.0,14547.13,0.0,121908.85,113813.08,121069.07
2024-06-20,121015.58,114453.64,6561.93,0.0,14547.13,0.0,121581.04,114130.71,121015.58
2024-06-21,120736.52,114173.23,6563.29,0.0,14547.13,0.0,121420.34,114468.17,120736.52
2024-06-24,119969.78,113197.99,6771.79,0.0,14754.27,0.0,121030.96,114964.22,119969.78
2024-06-25,120981.62,114208.43,6773.19,0.0,14754.27,0.0,121491.43,114568.14,120981.62
2024-06-26,121241.08,114338.04,6903.05,0.0,14882.72,0.0,121641.46,114509.1,121241.08
2024-06-27,121145.63,114189.62,6956.01,0.0,14934.25,0.0,121831.12,114549.18,121145.63
2024-06-28,120859.79,113902.34,6957.45,0.0,14934.25,0.0,121358.08,114430.65,120859.79
2024-07-01,121242.1,121139.46,102.64,0.0,15036.89,0.0,121605.0,113967.39,121242.1
2024-07-02,121689.8,121587.14,102.66,0.0,15036.89,0.0,122413.32,114149.26,121689.8
2024-07-03,122645.48,122542.8,102.68,0.0,15036.89,0.0,122953.06,114028.24,122645.48
2024-07-05,122884.13,121078.2,1805.93,0.0,16740.12,0.0,123653.51,114513.01,122884.13
2024-07-08,123193.05,121386.75,1806.31,0.0,16740.12,0.0,123794.74,114230.45,123193.05
2024-07-09,123476.3,121669.62,1806.68,0.0,16740.12,0.0,123913.94,114008.47,123476.3
2024-07-10,124316.72,122509.66,1807.06,0.0,16740.12,0.0,125125.18,114230.73,124316.72
2024-07-11,122839.4,121031.97,1807.43,0.0,16740.12,0.0,124059.88,115038.57,122839.4
2024-07-12,123515.08,121707.28,1807.8,0.0,16740.12,0.0,124832.99,115583.91,123515.08
2024-07-15,123751.78,121943.61,1808.17,0.0,16740.12,0.0,125172.37,115483.08,123751.78
2024-07-16,123743.13,121934.59,1808.55,0.0,16740.12,0.0,125905.84,116210.16,123743.13
2024-07-17,121389.88,119174.22,2215.65,0.0,17146.86,0.0,124162.44,116432.42,121389.88
2024-07-18,120866.0,118649.89,2216.11,0.0,17146.86,0.0,123220.43,115887.35,120866.0
2024-07-19,120124.04,117907.47,2216.57,0.0,17146.86,0.0,122412.74,115301.9,120124.04
2024-07-22,121635.94,119418.91,2217.02,0.0,17146.86,0.0,123659.21,116170.32,121635.94
2024-07-23,121492.91,119275.43,2217.48,0.0,17146.86,0.0,123467.98,115584.87,121492.91
2024-07-24,117934.97,115420.03,2514.94,0.0,17443.87,0.0,120705.19,114434.03,117934.97
2024-07-25,116807.87,114292.41,2515.46,0.0,17443.87,0.0,120084.63,114393.78,116807.87
2024-07-26,117686.58,114991.38,2695.2,0.0,17623.09,0.0,121412.56,115686.24,117686.58
2024-07-29,117988.77,115293.02,2695.75,0.0,17623.09,0.0,121483.33,115807.54,117988.77
2024-07-30,116632.76,113881.39,2751.37,0.0,17678.16,0.0,120875.98,115848.06,116632.76
2024-07-31,119534.73,116782.8,2751.93,0.0,17678.16,0.0,122815.97,116736.67,119534.73
2024-08-01,117563.11,114706.52,2856.59,0.0,17782.26,0.0,121098.98,116351.13,117563.11
2024-08-02,115761.16,112904.0,2857.16,0.0,17782.26,0.0,118873.4,115079.24,115761.16
2024-08-05,111428.16,108570.43,2857.73,0.0,17782.26,0.0,115456.71,112272.71,111428.16
2024-08-06,112908.79,110050.48,2858.31,0.0,17782.26,0.0,116507.23,113363.37,112908.79
2024-08-07,111973.43,107925.1,4048.33,0.0,18971.71,0.0,115739.14,112879.0,111973.43
2024-08-08,114590.36,110541.21,4049.15,0.0,18971.71,0.0,118379.27,114777.36,114590.36
2024-08-09,115617.66,111567.69,4049.97,0.0,18971.71,0.0,118894.77,115161.27,115617.66
2024-08-12,116095.64,112044.86,4050.78,0.0,18971.71,0.0,118956.73,115060.56,116095.64
2024-08-13,117860.77,113809.17,4051.59,0.0,18971.71,0.0,120887.9,116009.87,117860.77
2024-08-14,117956.37,113903.96,4052.41,0.0,18971.71,0.0,121264.71,116474.56,117956.37
2024-08-15,119030.8,114609.79,4421.01,0.0,19339.5,0.0,123316.98,117484.44,119030.8
2024-08-16,119443.58,115021.68,4421.9,0.0,19339.5,0.0,123590.3,117585.66,119443.58
2024-08-19,120467.95,116045.16,4422.79,0.0,19339.5,0.0,124757.49,118009.95,120467.95
2024-08-20,120374.58,115950.91,4423.67,0.0,19339.5,0.0,124557.45,118050.59,120374.58
2024-08-21,120586.44,115845.8,4740.63,0.0,19655.58,0.0,124980.48,118373.92,120586.44
2024-08-22,119453.98,114712.4,4741.58,0.0,19655.58,0.0,124012.05,118111.67,119453.98
2024-08-23,120781.16,116038.64,4742.52,0.0,19655.58,0.0,125313.55,118596.54,120781.16
2024-08-26,120616.23,115872.77,4743.46,0.0,19655.58,0.0,125018.83,118960.26,120616.23
2024-08-27,120887.64,115964.02,4923.62,0.0,19834.81,0.0,125188.67,119081.66,120887.64
2024-08-28,120074.6,115150.0,4924.59,0.0,19834.81,0.0,124471.23,118980.94,120074.6
2024-08-29,120100.26,115118.58,4981.67,0.0,19890.92,0.0,124482.54,119486.01,120100.26
2024-08-30,121056.06,116073.41,4982.66,0.0,19890.92,0.0,125656.34,120051.66,121056.06
2024-09-03,117867.08,112747.65,5119.43,0.0,20026.71,0.0,123102.71,119365.35,117867.08
2024-09-04,117424.09,112303.65,5120.44,0.0,20026.71,0.0,122854.22,119567.68,117424.09
2024-09-05,117764.28,112642.84,5121.44,0.0,20026.71,0.0,122559.5,119043.08,117764.28
