rank,delta_rank,ticker,name,sector,industry,cap_band,close,rs_ratio,rs_5,rs_21,rs_63,rs_trend,ret_6m,ret_12m,ret_24m,max_dd,persist_frac,vol_63,rel_vol,vol_label,acc_watch,sma20,sma50,sma200,pass_trend,mqs,regime_label,score_final
481,35,CHTR,Charter Communications,Communication Services,Cable & Satellite,large,140.33,0.261,0.9497,0.5698,0.5455,STRONG_UP,-31.48,-67.16,-49.44,-67.16,46.8,66.8,2.3236,HIGH,EARLY,175.8305,202.5658,226.1122,0,-47.0488,WEAK,20.519
542,254,NOW,ServiceNow,Information Technology,Systems Software,large,95.07,0.3632,1.0393,0.9449,0.827,STRONG_UP,-44.06,-54.3,-37.29,-60.28,48.0,63.01,1.5346,HIGH,PROGRESS,91.9045,99.7362,144.7999,0,-41.3658,WEAK,18.8118
643,124,CSGP,CoStar Group,Real Estate,Real Estate Services,large,32.68,0.3374,0.9929,0.7904,0.6582,STRONG_UP,-52.31,-57.55,-62.92,-67.11,49.2,43.79,5.3179,HIGH,EARLY,35.09,38.9724,63.5529,0,-64.6633,WEAK,16.6904
667,159,MCK,McKesson Corporation,Health Care,Health Care Distributors,large,760.57,0.838,1.049,0.8434,0.741,STRONG_UP,-9.97,5.44,38.03,-27.17,54.0,25.25,1.7582,HIGH,EARLY,792.906,851.0148,814.0788,0,11.6341,WEAK,16.2322
722,22,ZTS,Zoetis,Health Care,Pharmaceuticals,large,74.22,0.3674,0.9682,0.5852,0.547,STRONG_UP,-38.21,-53.77,-56.12,-55.74,47.6,52.64,1.7275,HIGH,EARLY,102.653,111.7067,128.0712,0,-48.622,WEAK,15.2158
811,79,APTV,Aptiv,Consumer Discretionary,Automotive Parts & Equipment,large,54.34,0.6327,0.9809,0.8756,0.6048,STRONG_UP,-32.95,-20.39,-33.97,-38.86,46.8,44.89,1.6305,HIGH,EARLY,58.1975,62.9296,75.3521,0,-21.2603,WEAK,13.9462
847,159,TJX,TJX Companies,Consumer Discretionary,Apparel Retail,large,147.43,0.8895,0.9935,0.8844,0.8681,STRONG_UP,1.32,11.92,52.81,-10.89,49.2,19.33,1.8644,HIGH,EARLY,154.0931,156.3628,148.4211,0,30.336,WEAK,13.1592
862,-3,COR,Cencora,Health Care,Health Care Distributors,large,257.71,0.7094,0.9925,0.7559,0.6596,STRONG_UP,-29.24,-10.74,17.78,-32.44,52.8,40.64,1.6711,HIGH,EARLY,289.152,313.1874,326.4366,0,-13.9497,WEAK,12.8382
897,90,STNE,STONECO LTD CLASS A,Financials,,mid,9.61,0.692,0.9224,0.7401,0.6511,STRONG_UP,-31.04,-12.93,-21.24,-40.22,48.4,58.44,2.2842,HIGH,EARLY,11.1835,11.4739,13.0486,0,-10.7075,WEAK,12.4925
902,21,TECH,Bio-Techne,Health Care,Life Sciences Tools & Services,mid,43.3,0.7043,0.9133,0.7023,0.6819,STRONG_UP,-28.53,-11.39,-47.25,-39.26,48.4,58.27,2.0643,HIGH,EARLY,52.1,53.0034,57.6981,0,-9.4595,WEAK,12.457
909,201,SHAK,SHAKE SHACK INC CLASS A,Consumer Discretionary,,mid,60.41,0.4028,0.9368,0.5595,0.6086,FLAT,-33.06,-49.32,,-57.47,47.2,74.37,1.5674,HIGH,EARLY,87.7005,90.4972,93.141,0,-31.2993,WEAK,12.3815
981,-221,BOOT,BOOT BARN HOLDINGS INC,Consumer Discretionary,,mid,143.85,0.7295,0.9397,0.8474,0.6709,STRONG_UP,-19.87,-8.21,28.79,-35.01,48.0,47.58,2.6378,HIGH,EARLY,162.2445,159.2772,177.7637,0,-8.2787,WEAK,11.3239
1008,18,CBRE,CBRE Group,Real Estate,Real Estate Services,large,129.95,0.7847,0.8896,0.824,0.8476,FLAT,-15.16,-1.26,41.17,-24.28,50.8,31.67,2.2746,HIGH,EARLY,144.39,140.2924,154.1101,0,-2.0232,WEAK,10.7913
1058,100,DXCM,Dexcom,Health Care,Health Care Equipment,large,61.63,0.573,1.0389,0.9254,0.8062,STRONG_UP,3.2,-27.9,-53.28,-38.75,48.8,35.25,2.4377,HIGH,PROGRESS,60.699,63.2322,68.1573,0,-38.6264,WEAK,10.0662
1140,66,GRBK,GREEN BRICK PARTNERS INC,Consumer Discretionary,,mid,62.0,0.7815,0.9502,0.861,0.7186,STRONG_UP,-2.67,-1.67,7.88,-23.99,47.2,35.02,1.6228,HIGH,EARLY,67.2955,66.0942,68.2991,0,-2.2446,WEAK,9.0348
1156,11,BRSL,BRIGHTSTAR LOTTERY PLC,Consumer Discretionary,,mid,10.73,0.6405,0.8404,0.7839,0.7496,STRONG_UP,-33.32,-19.41,-31.4,-39.55,47.6,34.74,1.5822,HIGH,EARLY,12.4795,12.6316,14.6032,0,-26.6015,WEAK,8.7373
1189,88,BR,Broadridge Financial Solutions,Industrials,Data Processing & Outsourced Services,large,145.62,0.4882,0.9766,0.8587,0.7747,STRONG_UP,-34.83,-38.58,-26.22,-45.55,46.0,29.22,1.5981,HIGH,EARLY,153.6385,162.2563,208.58,0,-60.732,WEAK,8.1172
1258,81,MWA,MUELLER WATER PRODUCTS INC SERIES,Industrials,,mid,25.51,0.7998,0.987,0.8453,0.7816,STRONG_UP,10.99,0.63,35.99,-16.27,48.8,26.38,1.5521,HIGH,EARLY,27.0426,27.6935,26.2505,0,1.1617,WEAK,7.2642
1301,40,SKY,CHAMPION HOMES INC,Consumer Discretionary,,mid,66.28,0.571,0.9556,0.7829,0.6292,STRONG_UP,-16.67,-28.16,-16.65,-34.61,44.8,44.04,1.6012,HIGH,EARLY,75.3755,76.1026,79.3709,0,-28.6455,WEAK,6.5882
1320,-79,STE,Steris,Health Care,Health Care Equipment,large,212.11,0.6751,1.051,0.9025,0.7963,STRONG_UP,-18.35,-15.06,-6.46,-24.67,48.0,25.99,1.6923,HIGH,EARLY,215.666,219.0208,241.8487,0,-27.8103,WEAK,6.2983
1372,108,PBH,PRESTIGE CONSUMER HEALTHCARE INC,Health Care,,mid,46.75,0.4171,0.9232,0.7726,0.6499,STRONG_UP,-22.07,-47.52,-28.05,-48.45,47.2,40.84,3.4561,HIGH,EARLY,54.6325,57.6786,62.4122,0,-54.926,WEAK,5.3149
1382,53,JKHY,Jack Henry & Associates,Financials,Transaction & Payment Processing Services,large,136.87,0.6037,0.953,0.8535,0.798,STRONG_UP,-16.61,-24.04,-17.02,-30.16,50.4,27.63,2.3755,HIGH,EARLY,148.483,155.4474,163.3158,0,-43.8436,WEAK,5.1735
