rank,delta_rank,ticker,name,sector,industry,cap_band,close,rs_ratio,rs_5,rs_21,rs_63,rs_trend,ret_6m,ret_12m,ret_24m,max_dd,persist_frac,vol_63,rel_vol,vol_label,acc_watch,sma20,sma50,sma200,pass_trend,mqs,regime_label,score_final
242,55,JOBY,JOBY AVIATION INC CLASS A,Industrials,,mid,11.52,1.3038,1.1261,1.2142,1.0804,FLAT,-11.86,67.44,137.04,-61.06,48.8,68.87,1.7903,HIGH,SHIFT,10.078,9.341,12.93,0,47.788,WEAK,32.5967
318,82,OKLO,OKLO INC CLASS A,Utilities,,mid,68.7,0.9925,1.2018,0.8621,0.954,FLAT,-22.08,27.46,536.7,-73.83,49.2,99.06,1.5516,HIGH,SHIFT,68.274,61.759,85.9167,0,13.6377,WEAK,28.0262
346,34,PRIM,PRIMORIS SERVICES CORP,Industrials,,mid,129.36,1.3839,1.2078,0.7125,0.7781,FLAT,10.65,77.73,137.66,-50.11,55.2,118.28,2.9499,HIGH,EARLY,132.27,145.1224,136.2471,0,36.277,WEAK,26.5665
388,198,ARQT,ARCUTIS BIOTHERAPEUTICS INC,Health Care,,mid,21.11,1.1625,1.0582,0.8588,0.7198,STRONG_UP,-28.42,49.29,137.73,-37.5,49.2,58.89,1.5849,HIGH,EARLY,21.7315,22.6907,23.373,0,41.182,WEAK,24.3931
400,92,ZS,Zscaler,Technology,EDP Services,large,184.6,0.5586,1.0297,1.3115,1.0919,FLAT,-32.88,-28.25,12.45,-64.89,50.4,64.74,2.8943,HIGH,SHIFT,154.6595,144.9708,223.6395,0,-21.9964,WEAK,24.1425
601,56,INTU,Intuit,Information Technology,Application Software,large,304.35,0.3177,0.7443,0.7437,0.7375,STRONG_UP,-53.88,-59.2,-48.53,-62.05,46.8,64.5,2.369,HIGH,EARLY,381.107,399.3462,554.3279,0,-42.9518,WEAK,19.2069
635,122,VST,Vistra Corp.,Utilities,Electric Utilities,large,164.56,0.786,1.1941,0.9413,0.8654,STRONG_UP,-2.12,0.94,57.05,-38.01,49.6,50.6,1.5649,HIGH,SHIFT,150.885,154.6751,173.5512,0,0.922,WEAK,18.577
695,155,CVCO,CAVCO INDUSTRIES INC,Consumer Discretionary,,mid,529.02,0.9019,1.1128,0.9372,0.8386,STRONG_UP,-7.74,15.83,51.56,-34.68,54.0,46.35,1.9066,HIGH,SHIFT,489.0845,496.0718,547.6416,0,18.446,WEAK,17.2662
696,86,RCL,Royal Caribbean Group,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",large,267.71,0.8277,1.0586,0.9853,0.7919,STRONG_UP,2.26,6.3,82.42,-32.36,48.8,49.76,1.5613,HIGH,PROGRESS,262.756,269.1212,292.1558,0,6.1813,WEAK,17.2628
765,140,CPRI,CAPRI HOLDINGS LTD,Consumer Discretionary,,mid,18.5,0.8208,1.0576,0.8658,0.841,STRONG_UP,-22.56,5.41,-45.99,-39.3,48.0,40.12,2.585,HIGH,PROGRESS,18.3385,18.8044,21.3196,0,6.4763,WEAK,16.0456
767,99,ANF,ABERCROMBIE AND FITCH CLASS A,Consumer Discretionary,,mid,74.78,0.7547,1.0133,0.8229,0.7181,STRONG_UP,7.03,-3.07,,-45.65,50.0,44.84,2.3671,HIGH,EARLY,77.006,85.8702,91.0341,0,-3.4254,WEAK,15.9474
805,87,ACHR,ARCHER AVIATION INC CLASS A,Industrials,,mid,6.51,0.4642,1.0768,1.0513,0.8444,STRONG_UP,-9.33,-40.38,103.44,-63.78,47.6,59.29,2.1364,HIGH,SHIFT,6.117,5.8544,8.0261,0,-32.4221,WEAK,15.3604
811,195,BRZE,BRAZE INC CLASS A,Information Technology,,mid,25.45,0.5522,1.1433,1.043,1.3325,FLAT,-7.15,-29.09,-38.51,-57.09,48.4,78.28,1.5063,HIGH,SHIFT,22.249,21.9067,25.6128,0,-17.9855,WEAK,15.2873
