rank,delta_rank,ticker,name,sector,cap_band,close,rs_ratio,rs_5,rs_21,rs_63,rs_trend,ret_6m,ret_12m,ret_24m,max_dd,persist_frac,vol_63,rel_vol,vol_label,acc_watch,sma20,sma50,sma200,pass_trend,mqs,regime_label,score_final
1,1,EFR.TO,ENERGY FUELS INC,Uranium,large,23.39,2.2026,1.0586,0.9556,0.9846,FLAT,26.02,199.87,181.47,-51.09,51.6,87.69,1.6318,HIGH,PROGRESS,23.196,26.0524,25.3054,0,117.6119,WEAK,50.9013
4,0,UEC,URANIUM ENERGY CORP,Uranium,large,12.01,1.3655,1.0373,0.9471,0.9655,FLAT,4.25,85.91,88.84,-53.23,50.4,93.58,2.4594,HIGH,EARLY,12.5755,13.7624,13.9421,0,46.2709,WEAK,35.6332
5,2,OKLO,OKLO INC,Uranium,large,61.17,0.7753,1.0137,0.9828,1.1016,FLAT,-19.45,5.56,554.93,-73.83,50.8,103.01,1.0776,MED,EARLY,62.724,65.0344,85.04,0,2.7402,WEAK,30.6103
6,0,SSW.JO,SIBANYE STILLWATER LTD,Uranium,large,4010.0,0.9418,0.9972,0.8328,0.6886,STRONG_UP,-31.61,28.23,98.27,-53.4,50.4,63.18,2.7203,HIGH,EARLY,4471.2,4961.42,5373.917,0,22.5169,WEAK,30.2283
7,1,1164.HK,CGN MINING CO LTD,Uranium,large,2.9,0.9497,0.9593,0.8999,0.6909,STRONG_UP,-4.61,29.3,7.57,-47.91,48.57,63.79,2.3791,HIGH,EARLY,3.1055,3.6342,3.6333,0,22.308,WEAK,27.7513
9,9,MGA.TO,MEGA URANIUM LTD,Uranium,small,0.67,1.7576,1.0464,1.0526,1.1629,STRONG_DOWN,76.32,139.29,91.43,-32.91,42.4,90.59,1.9623,HIGH,-,0.6295,0.6794,0.5483,1,65.1917,TREND+LEAD,23.7616
11,-1,SLX.AX,SILEX SYSTEMS LTD,Uranium,mid,5.77,1.0648,1.0757,1.0763,1.0932,STRONG_DOWN,-22.86,44.97,8.05,-53.38,52.96,74.59,1.0387,MED,EARLY,5.84,5.8668,6.7814,0,31.9328,WEAK,23.1101
12,11,ISO.TO,ISOENERGY LTD,Uranium,mid,16.9,1.2692,1.1236,1.163,1.2388,STRONG_DOWN,52.94,72.8,5.89,-29.99,55.2,82.79,2.9961,HIGH,-,15.4375,15.771,14.1759,1,48.5403,TREND+LEAD,22.6031
13,2,LEU,CENTRUS ENERGY CORP-CLASS A,Uranium,mid,191.39,0.7397,1.1215,1.1366,0.9961,FLAT,-13.43,0.71,348.96,-66.37,51.2,91.39,2.3912,HIGH,SHIFT,174.8825,189.5228,247.5686,0,0.398,WEAK,22.556
14,2,URG,UR-ENERGY INC,Uranium,mid,1.5,1.0802,0.9102,1.026,1.0055,FLAT,11.94,47.06,3.45,-45.71,47.2,88.29,4.4391,HIGH,EARLY,1.652,1.6838,1.5884,0,25.1577,WEAK,22.4453
