rank,delta_rank,ticker,name,sector,cap_band,close,rs_ratio,rs_5,rs_21,rs_63,rs_trend,ret_6m,ret_12m,ret_24m,max_dd,persist_frac,vol_63,rel_vol,vol_label,acc_watch,sma20,sma50,sma200,pass_trend,mqs,regime_label,score_final
8,-1,BCM.AX,Brazilian Critical Minerals Limited,Gold,small,0.042,2.6055,1.2048,1.3732,1.4258,STRONG_DOWN,68.0,366.67,121.05,-50.0,36.76,114.19,2.807,HIGH,-,0.0354,0.0317,0.0293,1,118.0372,TREND+LEAD,40.0859
9,3,NEM.AX,Newmont Corporation,Gold,large,155.16,1.0722,1.0037,1.0246,1.1174,STRONG_DOWN,22.8,92.05,151.19,-29.94,57.31,51.27,2.5333,HIGH,-,155.5284,155.5476,145.2432,1,102.8891,TREND+LEAD,37.9446
10,-4,DTR.AX,Dateline Resources Limited,Gold,mid,0.19,1.36,0.9723,0.8459,0.6538,STRONG_UP,-25.49,143.59,1552.17,-71.54,46.64,105.84,0.2085,LOW,EARLY,0.2137,0.3283,0.3206,0,63.275,WEAK,33.442
15,0,WGX.AX,Westgold Resources Limited,Gold,large,5.2,1.0023,0.9945,0.8919,0.8363,STRONG_UP,-8.77,79.52,142.76,-38.51,51.38,63.88,0.5018,LOW,EARLY,5.3805,5.7872,5.6924,0,63.9582,WEAK,27.9248
23,7,SBM.AX,St Barbara Limited,Gold,mid,0.565,1.0343,0.9222,0.9236,0.8398,FLAT,5.61,85.25,140.43,-38.37,44.27,63.78,1.0428,MED,EARLY,0.6222,0.634,0.5849,0,59.1696,WEAK,25.1286
27,6,PDI.AX,Predictive Discovery Limited,Gold,mid,0.74,0.9498,0.9218,0.786,0.9784,FLAT,35.78,70.11,311.11,-30.85,47.83,70.2,2.3822,HIGH,-,0.8895,0.8745,0.7077,1,47.772,TREND_ONLY,22.625
30,-1,STN.AX,Saturn Metals Limited,Gold,small,0.6,1.0806,1.1248,1.2555,1.4219,STRONG_DOWN,31.87,93.55,130.77,-45.65,46.64,96.54,2.0187,HIGH,-,0.5173,0.5003,0.5129,1,45.1947,TREND+LEAD,22.0105
40,53,MOH.AX,Moho Resources Limited,Gold,small,0.011,1.5354,1.157,1.2787,1.9738,STRONG_DOWN,57.14,175.0,120.0,-57.14,18.18,112.12,5.8568,HIGH,-,0.0092,0.0087,0.0079,1,28.3758,TREND+LEAD,20.8835
46,46,VKA.AX,Viking Mines Limited,Gold,small,0.011,1.0236,0.9467,0.8853,0.8635,STRONG_UP,83.33,83.33,10.0,-60.87,25.3,169.46,1.6078,HIGH,-,0.011,0.0133,0.0103,1,12.4415,TREND+LEAD,20.0735
48,-9,VAU.AX,Vault Minerals Limited,Gold,mid,4.43,0.848,0.9821,0.9967,0.9812,FLAT,-3.19,51.88,51.88,-41.81,50.59,59.44,0.4774,LOW,EARLY,4.562,4.4712,4.7044,0,44.1534,WEAK,19.8784
