rank,delta_rank,ticker,name,sector,cap_band,close,rs_ratio,rs_5,rs_21,rs_63,rs_trend,ret_6m,ret_12m,ret_24m,max_dd,persist_frac,vol_63,rel_vol,vol_label,acc_watch,sma20,sma50,sma200,pass_trend,mqs,regime_label,score_final
5,13,DGR.AX,DGR Global Limited,Gold,small,0.034,2.6782,1.0666,1.4242,1.0887,FLAT,78.95,385.71,161.54,-57.14,25.79,91.07,6.8255,HIGH,-,0.0314,0.0318,0.0223,1,109.23,TREND+LEAD,40.7822
30,4,VAU.AX,Vault Minerals Limited,Gold,mid,3.99,0.7712,1.0,0.9642,0.8097,STRONG_UP,-4.98,39.87,70.52,-41.81,50.0,58.07,1.7365,HIGH,EARLY,4.7977,5.2968,4.3011,0,34.3262,WEAK,23.1745
35,-16,GMD.AX,Genesis Minerals Limited,Gold,large,5.85,0.8671,1.0104,1.1216,0.8538,FLAT,3.72,57.26,224.1,-36.46,53.17,66.09,0.7834,LOW,EARLY,6.5355,7.0062,5.8767,0,46.0646,WEAK,22.1019
37,-12,RMS.AX,Ramelius Resources Limited,Gold,large,3.56,0.8681,0.992,1.0777,0.9297,FLAT,-2.01,57.43,109.15,-33.84,50.79,57.84,0.6295,LOW,EARLY,4.0448,4.3838,3.5616,0,50.4312,WEAK,21.9239
47,5,PNR.AX,Pantoro Gold Limited,Gold,mid,3.24,0.6369,0.9377,0.7789,0.6903,STRONG_UP,-45.27,15.51,212.44,-52.82,51.98,82.15,1.2703,MED,EARLY,4.1885,4.7542,4.6978,0,9.8126,WEAK,19.3904
51,-6,NST.AX,Northern Star Resources Limited,Gold,large,18.76,0.5901,0.9861,0.8827,0.7624,STRONG_UP,-16.83,7.03,,-45.32,55.56,69.79,0.8161,LOW,EARLY,23.8383,26.3015,22.9112,0,5.5938,WEAK,18.7474
54,16,MOH.AX,Moho Resources Limited,Gold,small,0.009,1.2407,1.2503,1.6588,1.0887,FLAT,50.0,125.0,50.0,-57.14,16.67,172.79,5.6582,HIGH,-,0.0072,0.0084,0.007,1,12.0594,TREND+LEAD,18.1572
57,-11,CMM.AX,Capricorn Metals Ltd,Gold,mid,10.56,0.7318,0.9999,1.0471,0.7865,FLAT,-15.23,32.72,106.31,-41.12,55.56,60.53,0.9228,LOW,EARLY,12.3262,13.4501,12.3404,0,30.0361,WEAK,17.1267
62,4,AAU.AX,Antilles Gold Limited,Gold,small,0.011,1.5164,0.8228,1.0137,1.1976,STRONG_DOWN,15.79,175.0,-45.0,-35.29,26.19,157.36,2.6236,HIGH,-,0.0145,0.0139,0.0091,1,29.1259,TREND+LEAD,16.3296
65,-6,BC8.AX,Black Cat Syndicate Limited,Gold,mid,0.95,0.6673,0.8757,0.8843,0.8409,FLAT,-33.33,21.02,375.0,-41.51,49.6,67.3,1.0981,MED,EARLY,1.2402,1.3546,1.1252,0,15.491,WEAK,16.1313
71,-2,SMI.AX,Santana Minerals Limited,Gold,mid,0.7,0.6772,0.8251,1.1059,0.8329,FLAT,-10.83,22.81,69.35,-40.17,47.62,58.66,0.8807,LOW,EARLY,0.826,0.9464,0.7892,0,18.5147,WEAK,14.6892
72,-10,OBM.AX,Ora Banda Mining Ltd,Gold,mid,1.13,0.5906,0.9312,1.2648,0.7886,FLAT,-0.88,7.11,318.52,-50.0,50.4,92.62,0.7217,LOW,EARLY,1.2962,1.33,1.1318,0,3.8684,WEAK,14.6755
84,-28,CYL.AX,Catalyst Metals Limited,Gold,mid,6.0,0.6149,0.8867,0.9781,0.8517,FLAT,-24.24,11.52,830.23,-41.6,49.21,75.67,0.856,LOW,EARLY,6.875,7.7516,7.0279,0,7.4944,WEAK,13.0654
111,2,ATM.AX,Aneka Tambang (Persero) Tbk,Gold,large,0.995,0.5831,0.9724,1.3823,1.2744,FLAT,-1.0,5.75,0.13,-26.41,20.24,27.74,0.0,LOW,PROGRESS,0.995,1.0134,1.0171,0,4.1925,WEAK,10.4651
