rank,delta_rank,ticker,name,sector,cap_band,close,rs_ratio,rs_5,rs_21,rs_63,rs_trend,ret_6m,ret_12m,ret_24m,max_dd,persist_frac,vol_63,rel_vol,vol_label,acc_watch,sma20,sma50,sma200,pass_trend,mqs,regime_label,score_final
3,0,OKLO,OKLO INC,Uranium,large,50.23,1.0607,0.9219,0.9299,0.6132,FLAT,-54.56,124.34,339.84,-71.16,49.6,89.38,0.5586,LOW,EARLY,58.595,68.6328,86.1098,0,69.0012,WEAK,39.8318
4,0,SSW.JO,SIBANYE STILLWATER LTD,Uranium,large,4865.0,1.1345,1.056,0.8101,0.7376,STRONG_UP,-1.83,139.95,124.35,-43.75,54.8,70.25,0.9032,LOW,EARLY,5449.1387,6352.8697,5016.1341,0,109.1687,WEAK,38.1974
8,-1,LEU,CENTRUS ENERGY CORP-CLASS A,Uranium,mid,182.9,1.3053,0.9755,1.0521,0.6754,FLAT,-40.1,176.08,340.4,-58.05,51.2,94.81,0.4551,LOW,EARLY,199.9395,233.0878,250.6881,0,95.0856,WEAK,34.7836
11,0,URG,UR-ENERGY INC,Uranium,mid,1.42,1.0173,0.9775,0.9909,0.9663,FLAT,-19.32,115.15,-11.25,-45.71,49.2,68.35,0.3978,LOW,EARLY,1.495,1.636,1.458,0,82.8889,WEAK,29.019
15,-1,URC.TO,URANIUM ROYALTY CORP,Uranium,mid,4.64,0.857,1.0304,0.9243,0.868,STRONG_UP,-22.15,81.25,44.55,-38.43,50.4,71.02,0.8217,LOW,EARLY,5.0315,5.6334,4.9539,0,57.6598,WEAK,22.401
16,0,DYL.AX,DEEP YELLOW LTD,Uranium,mid,1.685,0.7773,1.0774,0.7466,0.8417,FLAT,-13.14,64.39,26.22,-44.5,47.62,78.17,0.9028,LOW,EARLY,1.9785,2.2852,1.9077,0,39.2256,WEAK,19.736
17,0,SLX.AX,SILEX SYSTEMS LTD,Uranium,mid,5.3,0.6647,1.0816,0.8951,0.5695,STRONG_UP,-18.21,40.58,3.31,-53.38,52.38,107.2,0.9717,LOW,EARLY,5.647,6.4084,6.3148,0,19.8299,WEAK,19.4995
18,1,SMR,NUSCALE POWER CORP,Uranium,mid,10.3,0.3253,0.909,0.9341,0.6514,FLAT,-72.89,-31.2,93.97,-80.72,48.4,93.5,0.7402,LOW,EARLY,11.904,14.6794,29.006,0,-16.1484,WEAK,19.211
25,-4,BOE.AX,BOSS ENERGY LTD,Uranium,mid,1.495,0.2885,1.0537,1.0656,1.0248,FLAT,-27.78,-38.98,-68.66,-74.73,44.05,81.93,0.4318,LOW,EARLY,1.602,1.6749,2.0715,0,-20.9575,WEAK,16.6609
26,0,NNE,NANO NUCLEAR ENERGY INC,Uranium,mid,20.29,0.3584,0.9515,0.8892,0.6688,STRONG_UP,-48.36,-24.21,290.94,-64.17,45.6,82.72,0.5519,LOW,EARLY,23.096,26.7546,34.0166,0,-13.3438,WEAK,16.1473
