rank,delta_rank,ticker,name,sector,industry,cap_band,close,rs_ratio,rs_5,rs_21,rs_63,rs_trend,ret_6m,ret_12m,ret_24m,max_dd,persist_frac,vol_63,rel_vol,vol_label,acc_watch,sma20,sma50,sma200,pass_trend,mqs,regime_label,score_final
333,32,EL,Estée Lauder Companies (The),Consumer Staples,Personal Care Products,large,69.12,1.0105,0.994,0.7469,0.6747,STRONG_UP,-21.6,32.67,-50.24,-43.62,53.01,61.94,1.7443,HIGH,EARLY,80.949,98.0561,94.3609,0,27.9584,WEAK,28.2705
460,-59,BOOT,BOOT BARN HOLDINGS INC,Consumer Discretionary,,mid,135.16,1.0525,0.8757,0.7579,0.7523,STRONG_UP,-20.43,38.17,37.57,-35.01,49.4,45.7,1.9811,HIGH,EARLY,158.181,176.5692,178.6085,0,41.2627,WEAK,23.5425
529,-33,ROAD,CONSTRUCTION PARTNERS INC CLASS A,Industrials,,mid,105.89,1.1732,0.9389,0.8732,0.9808,FLAT,-16.39,54.02,88.58,-26.55,51.41,53.7,1.601,HIGH,EARLY,113.8277,121.1643,114.978,0,51.7181,WEAK,22.0427
661,74,APTV,Aptiv,Consumer Discretionary,Automotive Parts & Equipment,large,60.99,0.8765,0.8796,0.875,0.8077,STRONG_UP,-30.19,15.08,-18.97,-31.22,50.2,45.25,1.6434,HIGH,EARLY,69.471,74.9658,76.9955,0,16.7246,WEAK,19.1347
819,386,SLNO,SOLENO THERAPEUTICS INC,Health Care,,mid,39.49,0.4458,1.2706,1.0607,0.8697,STRONG_UP,-31.89,-41.48,-4.36,-66.04,47.39,62.01,2.1188,HIGH,SHIFT,34.6728,37.9883,57.3071,0,-31.6995,WEAK,16.2581
859,-113,NKE,"Nike, Inc.",Consumer Discretionary,"Apparel, Accessories & Luxury Goods",large,44.19,0.6027,0.8317,0.7891,0.7303,STRONG_UP,-39.97,-20.88,-48.19,-43.21,45.78,42.03,3.4505,HIGH,EARLY,52.906,58.6721,65.7352,0,-22.7376,WEAK,15.5219
931,37,HRI,HERC HOLDINGS INC,Industrials,,mid,91.04,0.5791,0.8772,0.716,0.6237,STRONG_UP,-25.74,-23.97,-41.99,-49.5,46.18,63.35,1.6445,HIGH,EARLY,105.984,135.5844,134.0348,0,-17.4725,WEAK,13.9936
943,94,APAM,ARTISAN PARTNERS ASSET MANAGEMENT,Financials,,mid,36.57,0.8603,1.0065,0.9923,0.9518,STRONG_UP,-10.01,12.94,-3.15,-21.92,49.8,28.9,1.5592,HIGH,PROGRESS,36.121,39.5792,41.2726,0,22.2976,WEAK,13.8438
1093,62,KNF,KNIFE RIVER CORP,Materials,,mid,73.91,0.671,0.891,0.9111,1.0556,STRONG_DOWN,2.23,-11.91,-5.75,-41.75,47.39,61.23,1.6809,HIGH,EARLY,81.446,81.1502,77.6094,0,-9.2156,WEAK,11.119
1130,70,SYY,Sysco,Consumer Staples,Food Distributors,large,71.16,0.7805,0.8474,0.8659,1.0256,STRONG_DOWN,-12.7,2.47,-1.69,-23.98,48.59,42.81,1.5092,HIGH,EARLY,80.3531,83.5405,78.0433,0,2.8059,WEAK,10.6139
1182,21,CCI,Crown Castle,Real Estate,Telecom Tower REITs,large,84.78,0.6697,1.043,0.9869,1.0054,FLAT,-9.01,-12.08,-6.8,-30.0,51.81,36.48,1.7625,HIGH,PROGRESS,83.6095,84.9038,91.3226,0,-17.163,WEAK,9.9409
1198,33,IPAR,INTERPARFUMS INC,Consumer Staples,,mid,90.61,0.6841,0.9677,0.9877,1.1114,STRONG_DOWN,-1.93,-10.19,-26.96,-43.01,50.6,28.31,1.6677,HIGH,EARLY,91.0441,95.6188,99.9381,0,-18.2101,WEAK,9.5988
1241,15,CWST,CASELLA WASTE SYSTEMS INC CLASS A,Industrials,,mid,87.18,0.6116,1.1243,0.9266,0.9181,STRONG_UP,-3.77,-19.7,-7.12,-37.72,49.8,41.23,2.4748,HIGH,PROGRESS,83.963,93.7698,97.2242,0,-23.7967,WEAK,8.7734
1469,17,ARE,Alexandria Real Estate Equities,Real Estate,Office REITs,mid,43.23,0.432,0.9222,0.8784,0.9316,FLAT,-46.76,-43.28,-60.46,-48.23,55.02,40.39,1.5997,HIGH,EARLY,47.3967,51.1882,62.1179,0,-58.9622,WEAK,3.359
1491,3,PBH,PRESTIGE CONSUMER HEALTHCARE INC,Health Care,,mid,52.48,0.4825,0.8568,0.8004,0.8905,FLAT,-16.49,-36.66,,-41.09,46.99,32.09,3.5802,HIGH,EARLY,61.2705,64.6648,65.9194,0,-53.677,WEAK,2.1064
