rank,delta_rank,ticker,name,sector,industry,cap_band,close,rs_ratio,rs_5,rs_21,rs_63,rs_trend,ret_6m,ret_12m,ret_24m,max_dd,persist_frac,vol_63,rel_vol,vol_label,acc_watch,sma20,sma50,sma200,pass_trend,mqs,regime_label,score_final
232,110,GH,GUARDANT HEALTH INC,Health Care,,large,78.6,1.3653,0.8502,0.9145,0.7268,FLAT,20.44,74.05,330.45,-32.98,52.42,51.46,3.1767,HIGH,EARLY,87.7955,95.1468,80.8033,0,75.4292,WEAK,33.1081
267,2,SEZL,SEZZLE INC,Financials,,mid,59.705,1.1878,0.8415,0.894,0.7882,FLAT,-26.91,51.42,449.85,-72.02,52.02,105.64,2.5079,HIGH,EARLY,66.3958,66.8949,84.9479,0,25.3207,WEAK,31.2356
279,-22,EXTR,EXTREME NETWORKS INC,Information Technology,,mid,17.37,1.1499,1.0896,1.1908,1.1329,FLAT,-16.97,46.58,62.34,-39.87,54.03,35.47,1.6672,HIGH,SHIFT,15.448,14.8344,17.7097,0,70.9569,WEAK,30.6669
339,-21,PLTR,Palantir Technologies,Information Technology,Application Software,large,128.06,1.0846,0.8395,0.8156,0.735,STRONG_UP,-30.95,38.26,464.89,-38.19,54.84,55.63,2.2767,HIGH,EARLY,147.7585,144.3344,164.1583,0,37.7205,WEAK,28.0737
436,36,ADPT,ADAPTIVE BIOTECHNOLOGIES CORP,Health Care,,mid,12.79,1.283,0.8809,1.0043,0.8267,FLAT,-18.27,63.55,,-39.35,50.0,70.9,1.6277,HIGH,EARLY,13.6555,15.0744,14.7092,0,44.8202,WEAK,24.7756
534,12,ZS,Zscaler,Technology,EDP Services,large,118.05,0.4643,0.8205,0.7612,0.5549,STRONG_UP,-62.55,-40.81,-34.93,-64.89,51.21,60.8,1.9211,HIGH,EARLY,142.207,157.3274,246.5983,0,-34.3724,WEAK,22.4734
581,16,AXON,Axon Enterprise,Industrials,Aerospace & Defense,large,345.94,0.4721,0.8122,0.6772,0.5579,STRONG_UP,-52.87,-39.82,11.3,-60.28,52.42,69.39,1.606,HIGH,EARLY,442.728,467.428,629.6141,0,-30.0807,WEAK,21.4069
740,18,NOW,ServiceNow,Information Technology,Systems Software,large,83.0,0.407,0.7859,0.7183,0.5963,STRONG_UP,-54.79,-48.11,-46.01,-60.28,47.98,53.12,2.8773,HIGH,EARLY,104.655,107.7774,158.0091,0,-43.4578,WEAK,18.3786
753,28,CRWD,CrowdStrike,Information Technology,Systems Software,large,379.02,0.7852,0.9221,0.8392,0.8205,STRONG_UP,-25.56,0.1,22.64,-37.18,52.02,54.53,2.1914,HIGH,EARLY,405.556,407.5012,461.8679,0,0.0907,WEAK,18.0518
755,24,INTU,Intuit,Information Technology,Application Software,large,350.94,0.4676,0.818,0.7909,0.5544,STRONG_UP,-45.32,-40.39,-42.67,-56.24,48.79,53.09,1.8809,HIGH,EARLY,424.4963,424.628,613.6865,0,-37.1217,WEAK,18.0378
823,23,FICO,Fair Isaac,Information Technology,Application Software,large,922.37,0.3744,0.8174,0.8245,0.5642,FLAT,-46.02,-52.28,-21.54,-58.19,50.81,62.32,3.1219,HIGH,EARLY,1080.994,1251.6742,1524.2532,0,-42.6215,WEAK,16.5558
