rank,delta_rank,ticker,name,sector,cap_band,close,rs_ratio,rs_5,rs_21,rs_63,rs_trend,ret_6m,ret_12m,ret_24m,max_dd,persist_frac,vol_63,rel_vol,vol_label,acc_watch,sma20,sma50,sma200,pass_trend,mqs,regime_label,score_final
4,0,DTR.AX,Dateline Resources Limited,Gold,mid,0.22,3.6084,0.9102,0.5704,0.7742,FLAT,-24.14,658.62,1900.0,-71.54,47.83,108.29,0.9313,LOW,EARLY,0.2627,0.3653,0.317,0,290.9025,WEAK,75.3798
5,0,DGR.AX,DGR Global Limited,Gold,small,0.027,3.2106,0.9516,0.9033,0.9818,FLAT,50.0,575.0,80.0,-40.0,26.48,83.01,1.7944,HIGH,-,0.0296,0.0309,0.0261,1,183.4237,TREND+LEAD,54.1745
10,10,BCM.AX,Brazilian Critical Minerals Limited,Gold,small,0.039,2.0611,1.1972,1.4981,1.2513,FLAT,34.48,333.33,62.5,-50.0,36.76,117.52,2.4606,HIGH,-,0.0322,0.0314,0.0281,1,104.2659,TREND+LEAD,38.0095
11,-1,ERM.AX,Emmerson Resources Limited,Gold,small,0.415,1.41,1.0531,1.0248,1.5091,FLAT,38.33,196.43,683.02,-23.81,44.66,69.13,1.6893,HIGH,-,0.4012,0.388,0.2929,1,126.8986,TREND+LEAD,36.7114
20,7,SX2.AX,Southern Cross Gold Consolidated Ltd,Gold,mid,9.95,0.87,1.0105,1.0,0.9868,STRONG_UP,22.84,82.9,161.84,-34.88,52.96,63.41,1.7349,HIGH,-,10.447,9.9884,8.8681,1,69.2417,TREND_ONLY,29.8909
43,17,RMS.AX,Ramelius Resources Limited,Gold,large,3.58,0.6903,0.9961,0.9771,0.8353,STRONG_UP,2.75,45.12,87.01,-33.84,48.22,57.78,1.2129,MED,EARLY,3.6815,3.836,3.7531,0,37.6571,WEAK,22.7301
44,20,SMI.AX,Santana Minerals Limited,Gold,mid,0.645,0.5734,1.0145,0.9985,0.6733,STRONG_UP,-26.7,20.56,78.34,-52.14,47.83,57.81,1.7332,HIGH,PROGRESS,0.6368,0.7173,0.803,0,17.0112,WEAK,22.6653
49,-15,TOK.AX,Tolu Minerals Limited,Gold,small,1.47,0.8527,0.9921,1.0443,1.1879,STRONG_DOWN,9.7,79.27,188.24,-33.13,44.66,59.58,1.5325,HIGH,-,1.482,1.4503,1.2793,1,59.418,TREND_ONLY,21.2006
52,0,NST.AX,Northern Star Resources Limited,Gold,large,21.42,0.5695,0.9805,0.9268,0.8336,STRONG_UP,-14.27,19.73,53.32,-45.32,53.75,66.28,0.8792,LOW,EARLY,22.135,22.7012,23.6399,0,16.0021,WEAK,20.6504
65,5,PNR.AX,Pantoro Gold Limited,Gold,mid,3.43,0.5512,1.0043,0.9512,0.7605,STRONG_UP,-32.61,15.88,134.61,-52.82,51.78,82.05,0.5022,LOW,EARLY,3.5355,3.765,4.7477,0,10.0205,WEAK,17.4883
72,19,GMN.AX,Gold Mountain Limited,Gold,small,0.12,0.5708,0.9516,1.1315,1.5584,STRONG_DOWN,84.62,20.0,-40.0,-70.0,32.81,143.73,3.846,HIGH,-,0.123,0.1145,0.0861,1,4.5655,TREND_ONLY,16.8533
73,-1,STK.AX,Strickland Metals Limited,Gold,mid,0.15,0.6486,1.0196,0.6914,0.7115,FLAT,-14.29,36.36,50.0,-42.86,35.97,75.12,1.1425,MED,EARLY,0.1758,0.1953,0.1853,0,17.4121,WEAK,16.8456
75,2,TCG.AX,Turaco Gold Limited,Gold,mid,0.57,0.6613,0.9516,0.9166,0.9078,STRONG_UP,28.09,39.02,171.43,-37.36,47.04,74.72,0.9945,LOW,EARLY,0.602,0.6357,0.5988,0,24.5678,WEAK,15.9733
81,5,RTG.AX,RTG Mining Inc.,Gold,small,0.046,0.7058,1.0063,1.4457,1.2545,FLAT,84.0,48.39,17.95,-40.54,31.23,71.07,2.2385,HIGH,-,0.0425,0.0384,0.0333,1,21.2625,TREND_ONLY,15.253
88,2,CYL.AX,Catalyst Metals Limited,Gold,mid,5.55,0.4251,1.0255,0.854,0.7616,STRONG_UP,-24.69,-10.63,560.71,-47.72,48.62,75.09,1.1243,MED,EARLY,5.906,6.3706,7.1595,0,-6.8815,WEAK,14.3834
119,-3,ATM.AX,Aneka Tambang (Persero) Tbk,Gold,large,0.975,0.4904,0.9565,1.0266,1.0583,STRONG_DOWN,3.17,3.1,-1.88,-26.41,20.95,8.04,0.0,LOW,PROGRESS,0.973,0.9858,1.0022,0,8.084,WEAK,10.2624
