rank,delta_rank,ticker,name,sector,cap_band,close,rs_ratio,rs_5,rs_21,rs_63,rs_trend,ret_6m,ret_12m,ret_24m,max_dd,persist_frac,vol_63,rel_vol,vol_label,acc_watch,sma20,sma50,sma200,pass_trend,mqs,regime_label,score_final
1,0,DTR.AX,Dateline Resources Limited,Gold,mid,0.255,19.3075,0.9146,0.4633,0.6615,FLAT,-31.08,3542.86,2025.0,-71.54,47.43,117.66,0.7466,LOW,EARLY,0.373,0.3857,0.3115,0,1428.1634,WEAK,290.4664
27,8,CTO.AX,Citigold Corporation Limited,Gold,small,0.017,2.2525,0.7114,0.9266,1.0561,STRONG_DOWN,54.55,325.0,240.0,-43.48,26.09,140.42,1.759,HIGH,-,0.02,0.0184,0.0124,1,60.3849,TREND+LEAD,25.6673
32,20,HAW.AX,Hawthorn Resources Limited,Gold,small,0.105,1.2648,0.9587,1.1313,0.9181,FLAT,38.16,138.64,32.91,-40.69,27.27,68.12,2.8032,HIGH,-,0.0978,0.1026,0.0864,1,55.4993,TREND+LEAD,24.2716
42,32,PRX.AX,Prodigy Gold NL,Gold,small,0.065,0.8613,1.1657,1.0566,1.1283,FLAT,18.18,62.5,46.25,-66.67,25.69,63.37,5.6195,HIGH,-,0.0571,0.0605,0.057,1,25.3373,TREND_ONLY,21.8992
43,0,TRE.AX,Toubani Resources Inc,Gold,small,0.505,1.01,0.8383,1.0882,1.229,STRONG_DOWN,14.77,90.57,320.83,-44.79,43.08,85.41,2.727,HIGH,-,0.5445,0.4891,0.4043,1,45.6807,TREND+LEAD,21.8759
54,-5,PNR.AX,Pantoro Gold Limited,Gold,mid,3.81,0.7424,0.9811,1.0896,0.8074,FLAT,-28.38,40.07,151.82,-52.82,52.57,82.83,0.5645,LOW,PROGRESS,3.692,4.1806,4.7521,0,25.4336,WEAK,19.4568
60,-1,NST.AX,Northern Star Resources Limited,Gold,large,22.14,0.5755,0.9398,1.0935,0.9512,FLAT,-5.82,8.58,55.21,-45.32,53.75,69.69,0.6227,LOW,EARLY,22.7665,24.3717,23.3544,0,6.6148,WEAK,18.0205
66,6,STK.AX,Strickland Metals Limited,Gold,mid,0.185,1.0214,0.9063,0.9022,1.0652,FLAT,-11.9,92.71,54.17,-31.25,37.55,85.19,0.3534,LOW,EARLY,0.2067,0.212,0.1853,0,40.8639,WEAK,17.3647
69,2,SMI.AX,Santana Minerals Limited,Gold,mid,0.675,0.6564,0.9754,0.8935,0.7481,STRONG_UP,-16.67,23.85,77.63,-44.44,46.64,59.6,0.3607,LOW,EARLY,0.6803,0.7851,0.8022,0,18.6663,WEAK,16.7644
77,-8,CMM.AX,Capricorn Metals Ltd,Gold,mid,11.45,0.6697,0.9672,1.0046,0.865,FLAT,-10.52,26.36,128.14,-41.12,54.55,64.94,0.3769,LOW,EARLY,11.5935,12.2771,12.5233,0,22.1384,WEAK,15.6731
82,32,AVW.AX,Avira Resources Limited,Gold,small,0.011,0.7288,1.2275,0.9266,1.082,FLAT,-21.43,37.5,-45.0,-55.56,16.21,124.68,3.0439,HIGH,-,0.0092,0.0112,0.0109,1,4.8755,TREND_ONLY,14.7391
86,23,HMG.AX,Hamelin Gold Limited,Gold,small,0.115,0.6772,1.05,0.888,1.8344,FLAT,22.34,27.78,55.41,-48.48,30.04,153.9,1.8892,HIGH,-,0.1132,0.1234,0.0828,1,5.422,TREND_ONLY,13.4111
91,41,ALY.AX,Alchemy Resources Limited,Gold,small,0.009,0.795,1.0634,0.9266,1.0623,FLAT,-10.0,50.0,12.5,-38.46,22.92,98.25,1.707,HIGH,-,0.0082,0.0092,0.0086,1,11.6641,TREND_ONLY,12.5994
103,-9,CYL.AX,Catalyst Metals Limited,Gold,mid,6.29,0.5177,0.963,0.9713,0.7799,FLAT,-8.31,-2.33,569.15,-41.6,47.83,75.8,0.9762,LOW,EARLY,6.507,6.9472,7.1317,0,-1.4697,WEAK,11.3895
110,-9,ATM.AX,Aneka Tambang (Persero) Tbk,Gold,large,0.95,0.5605,0.9686,0.8847,1.0241,FLAT,-14.03,5.75,-4.4,-26.41,20.16,18.83,0.3567,LOW,EARLY,0.9873,0.994,1.0098,0,6.1519,WEAK,10.8171
126,10,R8R.AX,Regener8 Resources NL,Gold,small,0.13,0.689,0.8704,0.8604,1.2276,FLAT,-13.33,30.0,4.0,-37.14,10.67,164.31,2.7711,HIGH,-,0.1428,0.1404,0.125,1,1.9481,TREND_ONLY,9.9488
