rank,delta_rank,ticker,name,sector,industry,cap_band,close,rs_ratio,rs_5,rs_21,rs_63,rs_trend,ret_6m,ret_12m,ret_24m,max_dd,persist_frac,vol_63,rel_vol,vol_label,acc_watch,sma20,sma50,sma200,pass_trend,mqs,regime_label,score_final
87,23,OKLO,OKLO INC CLASS A,Utilities,,mid,63.35,2.1817,1.2887,1.0003,0.6493,STRONG_UP,-63.62,193.83,398.03,-73.83,50.6,89.62,2.257,HIGH,SHIFT,52.2345,59.9104,85.5295,0,109.4383,WEAK,52.0498
94,29,QBTS,D WAVE QUANTUM INC,Information Technology,,mid,20.81,2.3993,1.4574,1.1385,0.6789,STRONG_UP,-51.67,223.14,1102.89,-71.01,48.59,102.82,3.4902,HIGH,SHIFT,15.1865,17.4742,22.4319,0,105.4484,WEAK,50.3482
122,65,HOOD,Robinhood Markets,Financials,Investment Banking & Brokerage,large,87.32,1.5946,1.2097,1.0789,0.7177,STRONG_UP,-35.29,114.76,404.45,-57.26,53.41,76.26,2.2623,HIGH,SHIFT,71.6275,75.3364,107.3925,0,80.3717,WEAK,46.1686
129,23,RGTI,RIGETTI COMPUTING INC,Information Technology,,mid,19.11,1.7199,1.2972,1.126,0.7308,STRONG_UP,-65.95,131.64,1479.34,-77.1,49.4,90.69,2.582,HIGH,SHIFT,14.8805,16.0153,22.5761,0,71.704,WEAK,44.5405
163,29,IONQ,IONQ INC,Information Technology,,large,43.25,1.307,1.4962,1.2409,0.8361,STRONG_UP,-44.23,76.03,475.13,-67.61,46.99,106.44,3.7113,HIGH,SHIFT,30.7735,33.0724,46.4468,0,33.5639,WEAK,40.1839
243,232,TSLA,"Tesla, Inc.",Consumer Discretionary,Automobile Manufacturers,large,391.95,1.2048,1.1016,0.9382,0.8778,STRONG_UP,-8.69,62.26,149.47,-29.93,53.41,39.99,1.7891,HIGH,SHIFT,366.9775,391.1016,398.0117,0,83.1595,WEAK,34.5258
318,33,FSLR,First Solar,Information Technology,Semiconductors,large,195.2,1.1653,0.9613,0.9309,0.812,STRONG_UP,-13.02,56.94,12.78,-35.1,51.0,52.96,1.5268,HIGH,EARLY,195.246,207.0506,220.3142,0,54.8312,WEAK,30.5184
386,112,SGHC,SUPER GROUP LTD,Consumer Discretionary,,mid,11.22,1.1281,1.0301,1.005,1.1166,FLAT,-13.29,51.94,283.08,-39.53,51.41,46.63,1.855,HIGH,SHIFT,10.6665,10.2824,11.27,0,57.261,WEAK,27.5364
409,48,SMR,NUSCALE POWER CORP CLASS A,Industrials,,mid,11.71,0.5996,1.2231,0.8997,0.5809,STRONG_UP,-74.43,-19.24,135.61,-82.86,48.19,92.03,2.1763,HIGH,PROGRESS,10.6155,12.51,27.241,0,-10.0754,WEAK,26.6726
444,248,SOUN,SOUNDHOUND AI INC CLASS A,Information Technology,,mid,7.85,0.7511,1.1642,0.9594,0.6845,STRONG_UP,-62.37,1.16,93.35,-72.43,44.18,79.15,1.6266,HIGH,SHIFT,6.6847,7.4869,11.8785,0,0.6474,WEAK,25.6354
465,-249,PII,POLARIS INC,Consumer Discretionary,,mid,47.88,1.1556,0.8238,0.8561,0.6749,FLAT,-30.02,55.63,-40.51,-34.21,49.4,51.78,4.8894,HIGH,EARLY,54.439,58.1816,59.3289,0,53.0749,WEAK,24.854
476,101,TEAM,Atlassian,Technology,Computer Software,large,66.0,0.2387,1.0874,0.8421,0.492,STRONG_UP,-57.79,-67.85,-66.13,-75.13,45.38,70.3,1.562,HIGH,EARLY,66.827,76.0336,142.3713,0,-43.8007,WEAK,24.7217
544,277,UPST,UPSTART HOLDINGS INC,Financials,,mid,33.36,0.6284,1.1822,1.1457,0.7064,STRONG_UP,-33.8,-15.37,48.0,-71.21,53.41,75.35,1.8738,HIGH,SHIFT,26.819,29.0852,49.6865,0,-10.8967,WEAK,22.7219
603,-31,WFC,Wells Fargo,Financials,Diversified Banks,large,80.29,0.952,0.9067,1.0066,0.8892,FLAT,-4.08,28.22,48.96,-22.75,55.42,32.62,1.7471,HIGH,EARLY,80.5215,83.0523,83.8953,0,47.9386,WEAK,21.2903
708,76,SLNO,SOLENO THERAPEUTICS INC,Health Care,,mid,52.57,0.5582,0.9725,1.4945,1.2178,FLAT,-17.32,-24.82,39.11,-66.04,47.39,87.62,1.5598,HIGH,SHIFT,40.8505,39.6895,56.1299,0,-13.4267,WEAK,19.2514
762,108,BULL,WEBULL CORP CLASS A,Financials,,mid,6.47,0.1326,1.262,1.1305,0.7585,STRONG_UP,-44.84,-82.14,-41.55,-87.22,42.97,66.41,3.2417,HIGH,SHIFT,5.1275,5.5966,10.0757,0,-53.146,WEAK,18.3017
