rank,delta_rank,ticker,name,sector,cap_band,close,rs_ratio,rs_5,rs_21,rs_63,rs_trend,ret_6m,ret_12m,ret_24m,max_dd,persist_frac,vol_63,rel_vol,vol_label,acc_watch,sma20,sma50,sma200,pass_trend,mqs,regime_label,score_final
1,0,DTR.AX,Dateline Resources Limited,Gold,mid,0.295,21.8037,0.7496,0.4967,0.7843,FLAT,-26.25,4114.29,2169.23,-71.54,47.41,118.73,1.364,MED,EARLY,0.433,0.3896,0.3072,0,1642.8727,WEAK,367.9678
3,0,A1G.AX,African Gold Limited,Gold,small,1.04,4.4839,1.0414,0.9831,1.6338,FLAT,205.88,766.67,2788.89,-37.36,48.21,79.2,5.5913,HIGH,-,0.9477,0.9353,0.5341,1,466.6793,TREND+LEAD,116.9923
4,0,TM1.AX,Terra Metals Limited,Gold,small,0.345,6.8652,1.2091,0.9784,1.9872,FLAT,122.58,1226.92,538.89,-46.49,43.43,167.91,1.5163,HIGH,-,0.2935,0.3305,0.1819,1,317.3442,TREND+LEAD,88.1197
5,3,VTM.AX,Victory Metals Limited,Gold,small,1.88,2.2106,1.0734,1.0892,1.4767,STRONG_DOWN,50.4,327.27,717.39,-46.36,46.53,82.29,2.8838,HIGH,-,1.6012,1.4271,1.2892,1,185.0529,TREND+LEAD,53.9627
12,4,ERM.AX,Emmerson Resources Limited,Gold,small,0.425,1.5164,1.0284,0.9284,1.4937,FLAT,57.41,193.1,844.44,-23.81,43.82,73.76,2.1695,HIGH,-,0.387,0.3631,0.2722,1,114.7206,TREND+LEAD,34.0084
19,17,GML.AX,Gateway Mining Limited,Gold,small,0.074,1.2762,1.1225,0.9345,1.051,FLAT,-16.85,146.67,289.47,-44.76,37.45,69.12,3.572,HIGH,-,0.0647,0.0701,0.0644,1,79.4657,TREND+LEAD,30.5869
44,13,PNR.AX,Pantoro Gold Limited,Gold,mid,3.82,0.6544,1.0381,0.8949,0.7281,STRONG_UP,-36.75,26.49,155.35,-52.82,52.19,86.94,1.0172,MED,PROGRESS,3.5415,4.2742,4.7325,0,15.902,WEAK,20.6543
50,4,AAJ.AX,Aruma Resources Limited,Gold,small,0.014,0.7243,1.1857,1.0287,0.764,STRONG_UP,-17.65,40.0,-12.5,-68.97,29.08,160.26,2.9291,HIGH,-,0.0125,0.014,0.0138,1,7.2582,TREND_ONLY,19.4661
55,31,STN.AX,Saturn Metals Limited,Gold,small,0.575,0.875,1.0253,1.1618,1.1356,FLAT,-0.86,69.12,173.81,-45.65,47.01,102.5,1.7212,HIGH,-,0.491,0.5048,0.4991,1,31.6997,TREND_ONLY,18.9382
78,5,CMM.AX,Capricorn Metals Ltd,Gold,mid,11.8,0.6028,1.0121,0.91,0.7994,STRONG_UP,-18.67,16.52,127.44,-41.12,54.58,66.52,0.5621,LOW,PROGRESS,11.2,12.4647,12.4637,0,13.5524,WEAK,14.9925
79,5,SMI.AX,Santana Minerals Limited,Gold,mid,0.685,0.5907,1.0391,0.719,0.6341,STRONG_UP,-28.27,14.17,61.81,-43.16,46.22,59.8,0.8759,LOW,EARLY,0.7045,0.8206,0.7992,0,10.9496,WEAK,14.9911
93,-12,CYL.AX,Catalyst Metals Limited,Gold,mid,6.63,0.5135,0.9998,0.8828,0.7131,STRONG_UP,-19.34,-0.75,636.67,-41.6,47.81,77.7,0.7684,LOW,PROGRESS,6.411,7.0672,7.1012,0,-0.4606,WEAK,12.4767
112,-1,ATM.AX,Aneka Tambang (Persero) Tbk,Gold,large,0.985,0.5471,1.0163,0.8001,1.0694,FLAT,-7.08,5.75,-0.88,-26.41,20.32,22.74,0.0142,LOW,EARLY,0.992,0.9974,1.0135,0,5.1346,WEAK,10.6354
