rank,delta_rank,ticker,name,sector,cap_band,close,rs_ratio,rs_5,rs_21,rs_63,rs_trend,ret_6m,ret_12m,ret_24m,max_dd,persist_frac,vol_63,rel_vol,vol_label,acc_watch,sma20,sma50,sma200,pass_trend,mqs,regime_label,score_final
1,5,AQI.AX,Alicanto Minerals Limited,Gold,small,1.52,2.8278,1.2035,0.969,1.1247,FLAT,-18.28,322.22,503.17,-47.46,42.29,91.43,1.952,HIGH,-,1.445,1.5276,1.3304,1,149.0405,TREND+LEAD,47.3131
7,11,WGX.AX,Westgold Resources Limited,Gold,large,4.75,1.1292,0.9655,0.9806,0.9532,FLAT,-26.36,68.6,98.02,-44.22,52.17,55.33,0.7874,LOW,EARLY,4.896,5.2192,5.8898,0,64.6843,WEAK,29.1789
9,15,NEM.AX,Newmont Corporation,Gold,large,135.43,1.0086,0.9753,0.9692,1.0268,FLAT,-10.1,50.6,120.7,-29.94,56.52,47.5,1.6786,HIGH,EARLY,141.6245,149.7066,149.5215,0,60.2084,WEAK,28.3638
12,-8,DTR.AX,Dateline Resources Limited,Gold,mid,0.13,0.9674,0.9116,0.8288,0.3871,STRONG_UP,-40.91,44.44,1344.44,-82.31,43.87,105.5,0.3754,LOW,EARLY,0.1463,0.1854,0.31,0,18.4813,WEAK,27.0052
13,-2,KCN.AX,Kingsgate Consolidated Limited,Gold,mid,4.91,1.3988,0.8943,0.9764,1.3551,STRONG_DOWN,-13.49,108.85,214.92,-43.14,54.15,75.81,0.4995,LOW,EARLY,5.2905,5.879,5.2188,0,77.7514,WEAK,26.5223
16,22,HRN.AX,Horizon Gold Limited,Gold,small,0.985,1.178,0.9435,1.0071,0.9281,FLAT,20.86,75.89,228.33,-36.25,41.5,48.47,5.7713,HIGH,-,1.0592,1.0735,0.9752,1,64.9794,TREND+LEAD,25.2609
21,5,ALK.AX,Alkane Resources Limited,Gold,mid,1.35,1.301,0.9141,0.9501,1.0927,STRONG_DOWN,-2.17,94.24,175.51,-29.6,49.41,55.23,0.9087,LOW,EARLY,1.481,1.5028,1.386,0,84.3133,WEAK,23.9524
23,-9,EVN.AX,Evolution Mining Limited,Gold,large,11.78,1.0273,0.9456,1.023,1.0912,STRONG_DOWN,-6.03,53.38,257.51,-38.58,53.36,60.83,0.7375,LOW,EARLY,12.166,12.3576,12.5433,0,46.8233,WEAK,22.9894
25,-4,RSG.AX,Resolute Mining Limited,Gold,mid,0.97,0.9918,0.9429,0.8617,0.8386,STRONG_UP,-21.46,48.09,73.21,-43.6,50.59,65.11,1.0933,MED,EARLY,1.063,1.1888,1.2186,0,37.3668,WEAK,22.2516
27,8,SBM.AX,St Barbara Limited,Gold,mid,0.48,1.0898,0.9921,0.867,0.9117,FLAT,-18.64,62.71,140.0,-47.09,43.48,64.99,0.7064,LOW,EARLY,0.5397,0.5863,0.6084,0,41.9559,WEAK,21.7834
28,-18,VAU.AX,Vault Minerals Limited,Gold,mid,4.22,1.0886,0.9106,1.0371,1.2353,STRONG_DOWN,-21.92,62.54,77.91,-41.81,52.96,62.55,0.9308,LOW,EARLY,4.42,4.4892,4.8298,0,52.9509,WEAK,21.5216
31,28,AS1.AX,Asara Resources Limited,Gold,small,0.135,1.6744,1.0195,1.009,1.4801,FLAT,36.36,150.0,1250.0,-35.48,37.94,121.31,5.2624,HIGH,-,0.1361,0.1369,0.1107,1,46.9129,TREND+LEAD,21.4038
32,25,OBM.AX,Ora Banda Mining Ltd,Gold,mid,1.105,1.0138,0.96,0.8838,1.1899,FLAT,-28.25,51.37,234.85,-39.1,50.59,89.49,2.6129,HIGH,EARLY,1.1887,1.2985,1.3029,0,29.0401,WEAK,21.1743
