rank,delta_rank,ticker,name,sector,cap_band,close,rs_ratio,rs_5,rs_21,rs_63,rs_trend,ret_6m,ret_12m,ret_24m,max_dd,persist_frac,vol_63,rel_vol,vol_label,acc_watch,sma20,sma50,sma200,pass_trend,mqs,regime_label,score_final
9,9,RSG.AX,Resolute Mining Limited,Gold,mid,1.285,1.1461,0.9111,1.0698,1.0099,FLAT,15.25,103.97,140.19,-31.25,51.38,71.24,1.5197,HIGH,-,1.2789,1.329,1.1779,1,74.9844,TREND+LEAD,30.0317
11,-1,DTR.AX,Dateline Resources Limited,Gold,mid,0.18,1.0427,0.855,0.7721,0.559,STRONG_UP,-36.84,85.57,1465.22,-73.08,46.25,99.01,0.5453,LOW,EARLY,0.206,0.3104,0.3207,0,39.9705,WEAK,29.4506
15,12,PDI.AX,Predictive Discovery Limited,Gold,mid,0.74,1.08,0.9631,0.8023,0.949,FLAT,23.33,92.21,300.0,-31.07,47.83,70.54,1.6289,HIGH,-,0.8567,0.8673,0.7117,1,62.522,TREND+LEAD,27.1398
17,24,GPR.AX,Geopacific Resources Limited,Gold,small,0.046,1.436,0.8919,0.9656,1.1401,STRONG_DOWN,21.05,155.56,100.0,-37.7,39.13,85.51,2.0438,HIGH,-,0.0487,0.0478,0.0434,1,71.1834,TREND+LEAD,26.1692
19,0,ALK.AX,Alkane Resources Limited,Gold,mid,1.48,1.08,0.925,0.9899,1.0686,STRONG_DOWN,51.02,92.21,166.67,-26.23,48.62,66.64,1.5113,HIGH,-,1.4983,1.5568,1.3337,1,67.2741,TREND+LEAD,25.4967
20,3,SBM.AX,St Barbara Limited,Gold,mid,0.575,0.9791,0.9259,0.9224,0.8617,STRONG_UP,2.68,74.24,144.68,-39.53,43.87,68.02,1.9132,HIGH,EARLY,0.6112,0.6304,0.5878,0,47.8832,WEAK,25.4884
22,-7,WGX.AX,Westgold Resources Limited,Gold,large,5.13,0.9559,0.9301,0.9443,0.8213,FLAT,-15.35,70.11,130.98,-39.5,51.38,65.82,0.8328,LOW,EARLY,5.311,5.7244,5.7241,0,54.7295,WEAK,24.7861
27,2,EVN.AX,Evolution Mining Limited,Gold,large,12.14,0.7908,0.9096,0.9858,0.8956,FLAT,3.1,40.74,232.84,-34.92,52.96,65.52,2.0914,HIGH,-,12.4525,12.7668,12.1277,1,32.9309,TREND_ONLY,24.4714
38,30,PGO.AX,Pacgold Limited,Gold,small,0.1225,1.059,0.931,1.0509,0.9287,FLAT,85.61,88.46,-18.33,-51.67,39.13,112.61,1.7745,HIGH,-,0.1206,0.1118,0.0964,1,30.7388,TREND+LEAD,21.1496
41,19,NST.AX,Northern Star Resources Limited,Gold,large,18.81,0.5156,0.8976,0.8766,0.7703,STRONG_UP,-29.66,-8.24,42.26,-45.32,51.78,67.94,1.8819,HIGH,EARLY,20.213,21.093,23.8531,0,-6.2783,WEAK,20.1929
43,5,VAU.AX,Vault Minerals Limited,Gold,mid,4.2,0.8181,0.8847,0.9167,0.9209,STRONG_DOWN,-12.56,45.59,50.61,-41.81,50.59,61.41,1.1272,MED,EARLY,4.506,4.4444,4.7268,0,37.559,WEAK,19.7431
49,4,GMD.AX,Genesis Minerals Limited,Gold,large,5.86,0.6976,0.8699,1.0072,0.9371,FLAT,-13.31,24.15,225.56,-36.46,51.38,70.83,1.3528,MED,EARLY,6.0985,6.1494,6.3312,0,17.5202,WEAK,18.6985
50,2,RMS.AX,Ramelius Resources Limited,Gold,large,3.22,0.6418,0.8971,0.9344,0.8728,FLAT,-10.64,14.21,83.58,-38.63,47.04,60.09,1.0994,MED,EARLY,3.353,3.5868,3.7955,0,11.1266,WEAK,18.2046
53,14,GMN.AX,Gold Mountain Limited,Gold,small,0.12,0.6743,1.0364,1.0295,1.406,FLAT,100.0,20.0,-40.0,-70.0,33.99,124.22,2.4668,HIGH,-,0.1155,0.1135,0.0892,1,5.4725,TREND_ONLY,18.1658
55,4,RRL.AX,Regis Resources Limited,Gold,mid,6.12,0.6989,0.889,0.8552,0.8231,STRONG_UP,-14.5,24.39,250.64,-39.58,53.36,59.9,1.331,MED,EARLY,6.5355,6.8122,6.786,0,21.7247,WEAK,17.8501
65,35,A8G.AX,Australasian Metals Limited,Gold,small,0.094,0.7883,0.9501,1.189,1.4253,STRONG_DOWN,6.82,40.3,-6.0,-58.71,19.37,52.3,6.4243,HIGH,-,0.0853,0.0777,0.0876,1,14.9251,TREND_ONLY,16.5901
66,-24,PRU.AX,Perseus Mining Limited,Gold,large,5.17,0.7622,0.9079,0.9446,1.0702,STRONG_DOWN,-6.72,35.65,135.95,-28.47,48.62,46.8,0.9489,LOW,EARLY,5.387,5.3662,5.1788,0,37.0325,WEAK,16.581
67,-35,BC8.AX,Black Cat Syndicate Limited,Gold,mid,1.15,0.7929,0.9419,1.0176,0.9322,FLAT,12.2,41.1,233.33,-41.51,50.59,81.14,0.5425,LOW,SHIFT,1.1368,1.1291,1.195,0,25.6281,WEAK,16.424
71,4,TCG.AX,Turaco Gold Limited,Gold,mid,0.48,0.5394,0.8217,0.7827,0.7782,STRONG_UP,-3.03,-4.0,128.57,-44.83,46.25,75.19,2.5907,HIGH,EARLY,0.5493,0.5903,0.603,0,-2.4604,WEAK,15.8438
73,-19,SMI.AX,Santana Minerals Limited,Gold,mid,0.56,0.5721,0.9017,0.9693,0.7975,FLAT,-30.86,1.82,,-55.56,47.04,60.49,0.6828,LOW,EARLY,0.595,0.6494,0.8017,0,1.4139,WEAK,15.6856
74,-3,PNR.AX,Pantoro Gold Limited,Gold,mid,3.0,0.4958,0.8743,0.922,0.6565,FLAT,-41.29,-11.76,98.28,-55.57,51.38,81.95,1.3822,MED,EARLY,3.215,3.4154,4.6956,0,-7.3761,WEAK,15.6625
75,-25,STK.AX,Strickland Metals Limited,Gold,mid,0.115,0.4456,1.0926,0.6674,0.6176,STRONG_UP,-39.47,-20.69,4.55,-59.18,34.78,86.85,0.6407,LOW,EARLY,0.1253,0.1688,0.1836,0,-8.2854,WEAK,15.6258
81,5,HMX.AX,Hammer Metals Limited,Gold,small,0.043,0.6712,1.0213,1.2856,1.2316,FLAT,59.26,19.44,16.22,-50.0,32.02,98.34,2.2292,HIGH,-,0.0356,0.0339,0.0344,1,6.3312,TREND_ONLY,13.9306
104,-12,CYL.AX,Catalyst Metals Limited,Gold,mid,5.2,0.453,0.8934,0.9847,0.7677,FLAT,-23.64,-19.38,352.17,-48.55,48.62,78.24,0.9025,LOW,EARLY,5.4055,5.9344,7.1309,0,-12.043,WEAK,11.3086
