rank,delta_rank,ticker,name,sector,industry,cap_band,close,rs_ratio,rs_5,rs_21,rs_63,rs_trend,ret_6m,ret_12m,ret_24m,max_dd,persist_frac,vol_63,rel_vol,vol_label,acc_watch,sma20,sma50,sma200,pass_trend,mqs,regime_label,score_final
276,70,MLYS,MINERALYS THERAPEUTICS INC,Health Care,,mid,28.43,1.3266,1.0523,0.9429,0.9459,FLAT,-34.48,70.65,120.22,-51.66,45.6,65.42,3.449,HIGH,SHIFT,27.982,27.1424,31.9351,0,49.2443,WEAK,29.794
288,98,AAP,ADVANCE AUTO PARTS INC,Consumer Discretionary,,mid,51.24,1.2974,1.0404,0.8248,0.8545,FLAT,4.05,66.88,-24.32,-41.44,46.8,49.8,1.8022,HIGH,EARLY,54.635,53.8734,52.4642,0,62.8528,WEAK,29.4119
591,126,PCVX,VAXCYTE INC,Health Care,,mid,47.17,1.0795,0.8894,0.7443,0.7478,FLAT,-4.76,38.86,-35.95,-25.17,48.4,43.44,2.9239,HIGH,EARLY,54.925,56.8256,47.3222,0,43.2946,WEAK,19.6343
660,220,CCL,Carnival,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",large,26.03,0.928,1.049,0.9327,0.7594,STRONG_UP,2.14,19.38,62.41,-29.3,50.4,60.49,1.7017,HIGH,SHIFT,25.7636,25.9142,28.3323,0,16.1441,WEAK,18.1834
676,82,DASH,DoorDash,Consumer Discretionary,Specialized Consumer Services,large,160.73,0.6102,1.0555,0.8461,0.8457,STRONG_UP,-24.21,-21.51,42.47,-47.97,49.6,49.31,1.6238,HIGH,EARLY,165.4065,163.8025,211.6289,0,-21.6335,WEAK,17.8984
706,111,VST,Vistra Corp.,Utilities,Electric Utilities,large,144.0,0.7399,1.0243,0.8869,0.7803,STRONG_UP,-17.21,-4.82,54.87,-38.01,49.6,48.24,1.6832,HIGH,EARLY,151.7785,154.8177,174.2701,0,-4.9587,WEAK,17.2579
754,67,INTU,Intuit,Information Technology,Application Software,large,383.93,0.4559,1.0244,0.9014,0.9387,FLAT,-40.62,-41.35,-41.67,-56.24,47.6,49.95,1.6785,HIGH,EARLY,392.9975,406.9488,561.1451,0,-39.4081,WEAK,16.4175
766,159,HUBB,Hubbell Incorporated,Industrials,Industrial Machinery & Supplies & Components,large,463.32,0.9548,0.9702,0.8086,0.8181,FLAT,11.71,22.82,17.59,-17.27,52.8,34.43,1.5839,HIGH,EARLY,505.1445,504.7092,465.2317,0,34.9978,WEAK,15.9795
795,117,STNE,STONECO LTD CLASS A,Financials,,mid,11.05,0.8055,1.1498,0.851,0.6998,STRONG_UP,-16.4,3.61,-11.83,-40.22,49.2,61.45,1.6331,HIGH,PROGRESS,10.863,11.4163,13.0489,0,2.889,WEAK,15.5653
796,-75,HCA,HCA Healthcare,Health Care,Health Care Facilities,large,396.67,0.8131,0.9253,0.8075,0.6922,STRONG_UP,-16.79,4.59,25.35,-27.13,55.2,29.66,1.56,HIGH,EARLY,429.979,467.832,461.0733,0,8.5435,WEAK,15.5442
801,99,RL,Ralph Lauren Corporation,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",large,329.24,0.9455,0.9948,0.8417,0.7953,STRONG_UP,0.83,21.62,101.49,-17.67,49.6,39.95,1.9729,HIGH,EARLY,350.3455,352.767,339.5393,0,26.8419,WEAK,15.4207
849,169,WSM,"Williams-Sonoma, Inc.",Consumer Discretionary,Homefurnishing Retail,large,180.25,0.8467,1.0477,0.8766,0.7812,STRONG_UP,0.44,8.91,18.17,-23.27,49.2,34.89,1.882,HIGH,PROGRESS,179.9865,183.2057,191.8447,0,12.5708,WEAK,14.6848
907,129,GEHC,GE HealthCare,Health Care,Health Care Equipment,large,64.26,0.7193,1.0349,0.8638,0.708,STRONG_UP,-9.44,-7.48,-21.31,-32.47,52.4,42.05,1.9234,HIGH,PROGRESS,63.215,68.3556,75.5518,0,-9.3213,WEAK,13.8796
1036,146,PPG,PPG Industries,Materials,Specialty Chemicals,large,104.39,0.749,0.9948,0.9028,0.7702,STRONG_UP,11.45,-3.66,-17.98,-25.68,49.2,38.85,1.5462,HIGH,EARLY,106.4507,105.7997,106.0937,0,-4.6321,WEAK,11.9052
1047,56,LOW,Lowe's,Consumer Discretionary,Home Improvement Retail,large,221.05,0.7707,0.9978,0.865,0.7348,STRONG_UP,1.61,-0.87,2.13,-23.77,50.0,31.37,2.2019,HIGH,EARLY,229.619,234.8658,247.1617,0,-1.3824,WEAK,11.8009
1048,-8,OPCH,OPTION CARE HEALTH INC,Health Care,,mid,22.23,0.5283,1.1247,0.7516,0.5777,STRONG_UP,-21.39,-32.04,-23.69,-46.65,44.0,61.11,1.8059,HIGH,EARLY,22.2735,25.9772,29.2959,0,-23.0686,WEAK,11.7624
1092,0,BOOT,BOOT BARN HOLDINGS INC,Consumer Discretionary,,mid,142.27,0.7026,0.9811,0.8289,0.6606,STRONG_UP,-16.84,-9.62,25.29,-35.01,48.0,46.42,1.6684,HIGH,EARLY,158.5575,157.272,177.3117,0,-9.9456,WEAK,10.9509
1198,67,USLM,UNITED STATES LIME AND MINERALS IN,Materials,,mid,104.12,0.7778,0.9773,0.7567,0.8871,FLAT,-10.2,0.05,44.46,-26.55,52.0,52.3,2.1254,HIGH,EARLY,112.907,122.366,122.0836,0,0.0538,WEAK,9.3456
1228,47,AZO,AutoZone,Consumer Discretionary,Automotive Retail,large,3419.3601,0.6864,1.0212,0.9139,0.8461,STRONG_UP,-10.67,-11.7,21.22,-25.48,48.8,30.95,1.85,HIGH,EARLY,3488.78,3471.8794,3746.215,0,-18.4538,WEAK,8.7367
1273,122,SKY,CHAMPION HOMES INC,Consumer Discretionary,,mid,69.75,0.6196,1.0117,0.8162,0.6647,STRONG_UP,-10.0,-20.29,-10.21,-33.07,45.2,46.33,3.6365,HIGH,EARLY,73.073,75.2882,79.4179,0,-19.7998,WEAK,8.065
1322,93,BXMT,BLACKSTONE MORTGAGE TRUST REIT CLA,Financials,,mid,17.96,0.8304,0.9841,0.8607,0.8748,FLAT,2.04,6.82,23.55,-12.02,50.4,26.18,2.0312,HIGH,EARLY,18.9235,18.9547,18.4447,0,13.122,WEAK,7.4378
1346,156,CRVL,CORVEL CORP,Health Care,,mid,64.26,0.4448,1.1282,1.0741,1.2066,FLAT,-12.08,-42.78,-30.28,-59.86,46.0,33.01,1.82,HIGH,SHIFT,57.9605,55.6784,67.8203,0,-59.6123,WEAK,6.9569
1425,37,COO,Cooper Companies (The),Health Care,Health Care Supplies,large,61.75,0.6048,1.0322,0.8853,0.6813,STRONG_UP,-14.47,-22.2,-36.18,-30.05,46.8,24.14,1.6801,HIGH,PROGRESS,61.5465,66.9604,73.3905,0,-43.0386,WEAK,5.2706
1503,-6,CPRT,Copart,Industrials,Diversified Support Services,large,33.04,0.4205,1.0214,0.9412,0.8401,STRONG_UP,-20.04,-45.92,-39.85,-47.13,46.8,24.28,1.6803,HIGH,EARLY,33.252,33.2926,39.9952,0,-88.5034,WEAK,2.6792
1520,-2,MGEE,MGE ENERGY INC,Utilities,,mid,75.82,0.6659,1.0104,0.9251,0.8744,STRONG_UP,-6.65,-14.34,-3.9,-19.07,49.6,26.34,1.6563,HIGH,EARLY,77.646,77.3272,80.3379,0,-27.008,WEAK,1.9338
