rank,delta_rank,ticker,name,sector,industry,cap_band,close,rs_ratio,rs_5,rs_21,rs_63,rs_trend,ret_6m,ret_12m,ret_24m,max_dd,persist_frac,vol_63,rel_vol,vol_label,acc_watch,sma20,sma50,sma200,pass_trend,mqs,regime_label,score_final
88,8,OKLO,OKLO INC CLASS A,Utilities,,mid,75.93,2.361,1.1939,1.3403,0.8636,FLAT,-44.19,210.04,426.56,-73.83,50.8,97.5,1.6522,HIGH,SHIFT,58.418,59.9788,86.1592,0,109.4388,WEAK,51.0234
294,187,JOBY,JOBY AVIATION INC CLASS A,Industrials,,mid,9.04,1.0673,0.9922,0.9895,0.6509,STRONG_UP,-43.96,40.16,74.18,-61.06,49.6,63.68,1.6637,HIGH,PROGRESS,8.6735,9.2726,13.6115,0,31.2765,WEAK,29.9529
536,119,DLTR,Dollar Tree,Consumer Staples,Consumer Staples Merchandise Retail,large,98.0,0.9309,0.9292,0.8121,0.7801,STRONG_UP,-1.06,22.24,-17.52,-30.6,51.2,38.59,1.7938,HIGH,EARLY,104.2355,112.3136,111.5011,0,29.5077,WEAK,21.7168
547,19,RRR,RED ROCK RESORTS ORS CLASS A INC,Consumer Discretionary,,mid,54.43,1.0212,0.9596,0.8955,0.8914,STRONG_UP,-5.61,34.1,6.57,-20.3,53.2,33.73,1.745,HIGH,EARLY,55.636,57.955,58.152,0,53.7797,WEAK,21.4658
552,105,CRSP,CRISPR THERAPEUTICS AG,Health Care,,mid,50.99,1.0251,0.9038,0.9882,0.9114,FLAT,-24.58,34.61,-7.0,-42.25,48.8,65.88,1.5368,HIGH,EARLY,52.5273,52.6223,56.5289,0,25.6365,WEAK,21.3716
693,-2,PATK,PATRICK INDUSTRIES INC,Consumer Discretionary,,mid,96.32,0.9461,0.9152,0.7952,0.7214,STRONG_UP,-6.08,24.24,39.4,-33.69,45.2,43.05,2.6889,HIGH,EARLY,108.0845,115.5948,110.6158,0,25.4508,WEAK,18.4207
738,14,QCOM,Qualcomm,Information Technology,Semiconductors,large,150.26,0.7933,1.0913,1.0481,0.9583,STRONG_UP,-10.03,4.17,,-33.13,53.2,35.6,3.411,HIGH,SHIFT,132.653,134.5672,155.0823,0,6.2366,WEAK,17.6528
741,72,CHTR,Charter Communications,Communication Services,Cable & Satellite,large,174.61,0.3528,0.7105,0.7065,0.9254,FLAT,-28.5,-53.67,-32.78,-59.13,49.6,67.2,2.8087,HIGH,EARLY,222.037,223.731,240.4166,0,-39.6124,WEAK,17.6119
857,138,UHS,Universal Health Services,Health Care,Health Care Facilities,large,179.51,0.7937,0.9898,0.8648,0.86,STRONG_UP,-14.64,4.23,6.99,-28.47,52.4,38.61,1.6702,HIGH,EARLY,180.677,194.192,200.5142,0,5.7373,WEAK,15.484
982,16,TSCO,Tractor Supply,Consumer Discretionary,Other Specialty Retail,large,35.67,0.5639,0.8875,0.7048,0.6235,STRONG_UP,-36.06,-25.95,-33.66,-42.56,48.0,40.08,1.7683,HIGH,EARLY,43.1405,47.0318,53.1837,0,-31.073,WEAK,13.4042
1033,127,GEHC,GE HealthCare,Health Care,Health Care Equipment,large,70.48,0.7899,0.9602,0.9031,0.8514,STRONG_UP,-9.72,3.73,-20.48,-21.96,51.6,31.88,1.5127,HIGH,EARLY,71.9503,74.6266,76.6302,0,6.0312,WEAK,12.6733
1059,-10,AZO,AutoZone,Consumer Discretionary,Automotive Retail,large,3562.26,0.7498,0.9725,0.9523,0.9092,STRONG_UP,-6.39,-1.54,18.79,-25.48,49.6,29.36,1.8824,HIGH,PROGRESS,3497.666,3562.2858,3772.3557,0,-2.5986,WEAK,12.2783
1133,-3,SKYW,SKYWEST INC,Industrials,,mid,83.53,0.7246,0.8718,0.826,0.825,STRONG_UP,-16.76,-4.85,11.39,-32.48,46.8,41.7,1.7583,HIGH,EARLY,93.167,95.3968,102.5125,0,-5.446,WEAK,11.1137
1240,69,VLTO,Veralto,Industrials,Environmental & Facilities Services,large,87.15,0.7244,0.9567,0.9101,0.8418,STRONG_UP,-16.49,-4.88,-7.34,-22.34,45.2,25.64,1.503,HIGH,EARLY,89.406,90.8945,99.339,0,-8.5953,WEAK,9.5144
1258,113,ITRI,ITRON INC,Information Technology,,mid,86.92,0.6067,0.9088,0.9003,0.8515,STRONG_UP,-36.06,-20.33,-8.48,-39.4,52.8,43.49,1.8873,HIGH,EARLY,92.2655,92.963,108.5011,0,-24.6821,WEAK,9.1633
1345,13,ABG,ASBURY AUTOMOTIVE GROUP INC,Consumer Discretionary,,mid,200.03,0.6787,0.9468,0.9069,0.8045,STRONG_UP,-16.42,-10.88,-8.44,-30.41,49.2,28.98,1.7275,HIGH,EARLY,201.677,204.308,230.2791,0,-18.4711,WEAK,7.565
1420,29,DPZ,Domino's,Consumer Discretionary,Restaurants,large,335.3,0.5292,0.8941,0.8539,0.7897,STRONG_UP,-18.44,-30.5,-34.41,-31.46,45.6,32.51,4.0564,HIGH,EARLY,366.787,379.292,413.0336,0,-42.7849,WEAK,5.8971
1488,-1,AIG,American International Group,Financials,Multi-line Insurance,large,74.13,0.7045,0.9365,0.901,0.979,FLAT,-5.12,-7.49,2.22,-16.98,51.6,21.67,2.3736,HIGH,EARLY,76.5925,77.0572,77.7845,0,-17.8272,WEAK,4.0839
1516,-14,MCD,McDonald's,Consumer Discretionary,Restaurants,large,290.21,0.7137,0.9466,0.8412,0.901,FLAT,-3.99,-6.28,11.18,-14.43,48.8,17.63,1.5125,HIGH,EARLY,305.193,316.3546,307.0987,0,-17.375,WEAK,3.0359
