rank,delta_rank,ticker,name,sector,industry,cap_band,close,rs_ratio,rs_5,rs_21,rs_63,rs_trend,ret_6m,ret_12m,ret_24m,max_dd,persist_frac,vol_63,rel_vol,vol_label,acc_watch,sma20,sma50,sma200,pass_trend,mqs,regime_label,score_final
83,-2,OKLO,OKLO INC CLASS A,Utilities,,mid,66.81,2.3442,1.1967,1.1319,0.6835,STRONG_UP,-58.79,227.66,427.31,-73.83,51.0,89.72,2.4542,HIGH,SHIFT,53.216,59.6062,85.646,0,129.4103,WEAK,56.5969
96,-2,QBTS,D WAVE QUANTUM INC,Information Technology,,mid,21.69,2.4868,1.4304,1.2483,0.7308,STRONG_UP,-46.39,247.6,1198.8,-71.01,49.4,102.24,1.6046,HIGH,SHIFT,15.7175,17.5082,22.5007,0,119.6327,WEAK,53.5853
181,2,IONQ,IONQ INC,Information Technology,,large,46.09,1.3722,1.4963,1.3388,0.8813,STRONG_UP,-29.73,91.8,525.37,-67.61,47.39,105.69,1.9764,HIGH,SHIFT,32.098,33.4116,46.4853,0,41.1628,WEAK,41.9294
240,0,ORCL,Oracle Corporation,Information Technology,Application Software,large,175.06,1.03,1.0868,1.0466,0.893,STRONG_UP,-43.73,43.96,54.13,-58.25,52.61,59.4,1.515,HIGH,SHIFT,150.0347,151.1193,214.053,0,38.9383,WEAK,37.1686
351,-1,RUN,SUNRUN INC,Industrials,,mid,12.4,1.3503,0.9389,0.8784,0.6607,STRONG_UP,-38.43,88.74,22.65,-55.02,51.41,102.02,1.68,HIGH,EARLY,12.8725,14.77,16.2331,0,44.7163,WEAK,31.1501
386,-1,MSTR,MicroStrategy,Technology,Computer Software,large,166.52,0.3749,1.2155,1.1161,0.9311,STRONG_UP,-41.33,-47.6,37.83,-76.53,46.59,94.27,2.3969,HIGH,SHIFT,133.1515,133.6008,242.1715,0,-23.5227,WEAK,29.9013
425,0,HIMS,HIMS HERS HEALTH INC CLASS A,Health Care,,mid,28.82,0.7979,1.3165,1.1053,0.8921,STRONG_UP,-51.28,11.53,133.55,-78.06,44.98,123.26,1.6103,HIGH,SHIFT,21.3215,19.9284,38.3684,0,4.2084,WEAK,28.3312
434,0,SMR,NUSCALE POWER CORP CLASS A,Industrials,,mid,12.65,0.6635,1.2758,0.9776,0.6086,STRONG_UP,-73.45,-7.26,158.69,-82.86,48.19,94.29,2.399,HIGH,SHIFT,10.6175,12.3096,26.9829,0,-3.7095,WEAK,28.1259
490,1,RCL,Royal Caribbean Group,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",large,285.48,1.0936,0.9767,0.9725,1.01,FLAT,-3.53,52.86,128.8,-32.36,52.21,61.75,1.966,HIGH,PROGRESS,274.8095,291.9993,300.8715,0,44.6902,WEAK,25.9771
512,1,ACAD,ACADIA PHARMACEUTICALS INC,Health Care,,mid,22.17,1.103,0.9981,0.9914,0.8286,STRONG_UP,7.52,54.17,29.88,-27.58,48.19,43.14,3.0503,HIGH,PROGRESS,21.7355,22.3456,23.7191,0,60.5139,WEAK,25.3829
529,0,TEAM,Atlassian,Technology,Computer Software,large,66.94,0.2483,1.055,0.8314,0.5485,STRONG_UP,-55.41,-65.29,-65.43,-75.13,45.78,70.74,3.2972,HIGH,PROGRESS,66.207,74.5462,140.9956,0,-42.2512,WEAK,25.0783
556,-1,DLTR,Dollar Tree,Consumer Staples,Consumer Staples Merchandise Retail,large,105.93,0.9515,1.0021,0.9298,0.7352,STRONG_UP,12.66,32.99,-13.34,-29.5,51.0,38.58,1.9713,HIGH,PROGRESS,105.4005,114.8116,111.5492,0,43.6162,WEAK,24.3817
683,0,PATK,PATRICK INDUSTRIES INC,Consumer Discretionary,,mid,106.93,0.9962,0.9223,0.895,0.8133,STRONG_UP,8.87,39.25,61.59,-31.66,46.18,43.74,1.9498,HIGH,EARLY,110.949,120.5456,110.5373,0,41.4412,WEAK,21.3456
