rank,delta_rank,ticker,name,sector,cap_band,close,rs_ratio,rs_5,rs_21,rs_63,rs_trend,ret_6m,ret_12m,ret_24m,max_dd,persist_frac,vol_63,rel_vol,vol_label,acc_watch,sma20,sma50,sma200,pass_trend,mqs,regime_label,score_final
2,-1,EFR.TO,ENERGY FUELS INC,Uranium,large,19.08,2.0787,0.9399,0.8514,0.8475,STRONG_UP,-10.55,157.14,137.91,-51.09,51.2,84.29,0.794,LOW,EARLY,24.159,26.436,25.13,0,95.4528,WEAK,38.4004
3,0,UEC,URANIUM ENERGY CORP,Uranium,large,9.42,1.2126,0.7909,0.7799,0.8015,FLAT,-32.52,50.0,69.12,-53.23,50.0,88.67,2.3509,HIGH,EARLY,13.2335,14.0104,13.9175,0,28.1944,WEAK,31.494
5,11,SLX.AX,SILEX SYSTEMS LTD,Uranium,mid,5.21,1.2572,0.9787,1.1219,1.0586,FLAT,-39.21,55.52,-6.8,-53.38,52.96,75.32,1.8297,HIGH,EARLY,5.872,5.8504,6.7391,0,39.0396,WEAK,28.131
6,3,1164.HK,CGN MINING CO LTD,Uranium,large,2.74,1.0193,1.0528,0.888,0.7482,STRONG_UP,-11.33,26.09,2.77,-47.91,48.16,61.77,1.2301,MED,EARLY,3.2495,3.7582,3.6156,0,20.3395,WEAK,25.8178
7,6,SSW.JO,SIBANYE STILLWATER LTD,Uranium,large,3966.0,1.0385,1.0109,0.9285,0.8365,STRONG_UP,-23.42,28.46,93.51,-51.76,51.0,62.6,0.9839,LOW,EARLY,4791.25,5079.62,5359.7771,0,23.1882,WEAK,25.1689
8,-2,OKLO,OKLO INC,Uranium,large,54.02,0.6419,0.9808,0.9416,1.0868,FLAT,-48.02,-20.59,471.64,-73.83,49.6,102.31,0.5572,LOW,EARLY,63.8545,63.7908,85.4914,0,-9.9839,WEAK,25.154
9,6,PDN.AX,PALADIN ENERGY LTD,Uranium,large,9.38,1.1793,0.9398,0.9479,0.9068,FLAT,11.27,45.88,-35.27,-35.49,51.78,74.85,1.8091,HIGH,EARLY,10.842,11.8546,10.3954,0,31.7381,WEAK,24.4694
10,-3,DML.TO,DENISON MINES CORP,Uranium,mid,3.94,1.4283,0.989,0.9954,0.8635,FLAT,3.14,76.68,42.24,-34.0,51.6,57.48,0.9565,LOW,EARLY,4.5485,4.9046,4.439,0,68.8374,WEAK,23.2112
11,-3,NXE.TO,NEXGEN ENERGY LTD,Uranium,large,12.92,1.1503,0.9659,0.9823,0.9138,FLAT,-0.92,42.29,40.89,-31.42,51.6,56.45,1.0431,MED,EARLY,15.2135,16.0984,14.3533,0,38.6573,WEAK,21.9846
12,-7,CCO.TO,CAMECO CORP,Uranium,large,132.44,1.1834,0.9924,1.0618,1.0103,FLAT,2.41,46.38,90.29,-27.09,52.4,54.98,1.377,MED,EARLY,149.779,156.8928,141.065,0,44.2072,WEAK,21.387
13,-1,LEU,CENTRUS ENERGY CORP-CLASS A,Uranium,mid,146.61,0.7495,0.9324,0.9299,0.8181,STRONG_UP,-44.61,-7.29,249.24,-66.37,51.6,84.72,0.9254,LOW,EARLY,177.553,190.763,248.4794,0,-4.4371,WEAK,18.4594
14,-10,URG,UR-ENERGY INC,Uranium,mid,1.47,1.2379,0.9043,0.9724,1.1083,STRONG_DOWN,8.09,53.13,0.68,-45.71,47.6,88.05,0.9438,LOW,EARLY,1.671,1.672,1.582,0,28.7195,WEAK,18.1309
15,9,DYL.AX,DEEP YELLOW LTD,Uranium,mid,1.38,0.8451,1.0052,0.9922,0.8231,STRONG_UP,-18.34,4.55,-9.51,-52.58,48.62,69.47,1.2173,MED,EARLY,1.6015,1.7663,1.9377,0,3.1812,WEAK,17.9146
16,-5,URC.TO,URANIUM ROYALTY CORP,Uranium,mid,3.88,1.0217,0.9287,0.866,0.8776,FLAT,-26.1,26.38,22.01,-47.5,49.6,65.66,0.8219,LOW,EARLY,4.828,5.0488,5.3381,0,19.9309,WEAK,17.8539
17,6,8001.T,ITOCHU CORP,Uranium,large,1855.5,1.0273,1.1879,1.1399,1.1079,STRONG_UP,1.9,27.08,32.66,-17.89,53.72,29.55,0.865,LOW,EARLY,1922.0,1970.46,1889.6633,0,49.2264,WEAK,17.6821
19,0,SMR,NUSCALE POWER CORP,Uranium,mid,9.29,0.1805,0.9191,0.9935,0.947,FLAT,-56.43,-77.67,3.68,-82.86,45.2,102.0,0.7701,LOW,EARLY,11.486,11.5072,21.4911,0,-34.4177,WEAK,16.3042
20,6,BMN.AX,BANNERMAN ENERGY LTD,Uranium,mid,3.14,0.9652,0.9915,0.9829,0.9137,STRONG_UP,-2.79,19.39,-21.89,-35.92,47.83,75.76,1.5241,HIGH,EARLY,3.6255,3.9194,3.6758,0,12.2426,WEAK,16.2584
21,-1,NNE,NANO NUCLEAR ENERGY INC,Uranium,mid,22.115,0.522,1.0037,1.0477,1.1172,STRONG_DOWN,-38.89,-35.43,195.26,-66.45,47.6,108.26,1.1602,MED,EARLY,26.215,24.8515,31.3788,0,-15.5782,WEAK,16.1536
23,2,7011.T,MITSUBISHI HEAVY INDUSTRIES,Uranium,large,3578.0,0.8882,1.1478,1.0422,0.9392,STRONG_UP,-7.07,9.87,151.71,-32.13,46.28,43.06,0.7052,LOW,EARLY,3845.15,4299.24,4262.6132,0,10.6095,WEAK,14.8286
25,-7,ISO.TO,ISOENERGY LTD,Uranium,mid,13.01,1.0372,0.9453,0.9657,1.0468,STRONG_DOWN,2.36,28.3,-11.38,-29.99,54.4,83.66,1.0647,MED,EARLY,15.387,15.679,14.0396,0,18.4045,WEAK,13.3351
27,2,BOE.AX,BOSS ENERGY LTD,Uranium,mid,1.155,0.2432,1.0158,1.0223,0.86,FLAT,-28.26,-69.92,-72.89,-75.27,42.29,68.09,0.8603,LOW,EARLY,1.2767,1.4417,1.6597,0,-43.4278,WEAK,12.6348
29,-7,U-U.TO,SPROTT PHYSICAL URANIUM TR,Uranium,large,18.43,0.89,1.1192,1.1886,1.097,FLAT,0.22,10.1,-1.07,-23.11,52.4,31.1,0.2099,LOW,EARLY,19.489,20.0494,19.5954,0,17.0099,WEAK,11.8893
37,-5,YCA.L,YELLOW CAKE PLC,Uranium,mid,525.5,0.8551,1.0888,1.111,1.0456,FLAT,-4.8,5.78,-10.86,-27.22,47.01,30.41,0.0057,LOW,EARLY,567.925,587.37,581.567,0,8.9305,WEAK,9.4008
