rank,delta_rank,ticker,name,sector,industry,cap_band,close,rs_ratio,rs_5,rs_21,rs_63,rs_trend,ret_6m,ret_12m,ret_24m,max_dd,persist_frac,vol_63,rel_vol,vol_label,acc_watch,sma20,sma50,sma200,pass_trend,mqs,regime_label,score_final
66,31,UUUU,ENERGY FUELS INC,Energy,,mid,17.62,2.7951,0.9476,0.7728,0.7544,STRONG_UP,22.36,261.81,158.36,-51.28,52.0,80.02,2.1544,HIGH,EARLY,19.464,19.3936,17.9787,0,170.132,WEAK,58.2754
239,-52,GRAL,GRAIL INC,Health Care,,mid,64.4,1.3267,0.9241,1.1318,1.0918,FLAT,-41.66,71.73,371.45,-62.92,50.0,73.83,3.1734,HIGH,SHIFT,63.7845,56.003,69.6416,0,48.5801,WEAK,33.4168
293,22,BBIO,BRIDGEBIO PHARMA INC,Health Care,,large,65.36,1.4239,0.9549,0.9057,0.906,FLAT,-9.23,84.32,,-20.25,50.4,48.63,2.9795,HIGH,EARLY,67.4455,70.88,66.4458,0,87.3894,WEAK,30.1611
296,0,HII,Huntington Ingalls Industries,Industrials,Aerospace & Defense,large,296.41,1.0451,0.9178,0.7843,0.6047,STRONG_UP,-4.78,35.29,23.46,-34.39,56.4,36.57,1.7376,HIGH,EARLY,322.076,359.6131,341.8889,0,54.4186,WEAK,30.0793
334,10,TEAM,Atlassian,Technology,Computer Software,large,115.95,0.4356,1.3511,1.2394,1.3232,FLAT,-22.45,-43.61,-27.27,-74.13,46.4,93.62,1.6736,HIGH,SHIFT,90.0128,76.9433,124.7713,0,-21.6152,WEAK,28.1804
407,-12,PLAB,PHOTRONICS INC,Information Technology,,mid,31.87,1.4389,0.5793,0.6036,0.8085,STRONG_DOWN,39.11,86.27,18.43,-42.01,52.0,98.69,3.1522,HIGH,EARLY,48.462,46.2516,33.0077,0,45.4534,WEAK,24.8146
419,18,VRRM,VERRA MOBILITY CORP CLASS A,Industrials,,mid,4.89,0.1599,0.3699,0.312,0.2605,STRONG_UP,-77.59,-79.31,-81.53,-84.99,42.0,146.39,3.7034,HIGH,EARLY,11.844,13.589,19.7817,0,-22.7533,WEAK,24.254
430,132,SOC,SABLE OFFSHORE CORP CLASS A,Energy,,mid,13.02,0.3447,0.937,0.8773,1.2469,FLAT,197.94,-55.38,-10.02,-87.0,46.0,114.25,2.0705,HIGH,EARLY,14.0585,14.4458,13.5287,0,-22.2976,WEAK,24.0669
455,40,ZS,Zscaler,Technology,EDP Services,large,155.71,0.4103,0.8347,1.0581,0.9005,FLAT,-38.09,-46.89,-7.87,-64.89,50.8,90.23,2.5757,HIGH,SHIFT,155.1895,143.587,220.9285,0,-26.3989,WEAK,23.0963
500,59,NOW,ServiceNow,Information Technology,Systems Software,large,135.86,0.5185,1.3454,1.4159,1.0736,FLAT,-16.38,-32.88,2.91,-60.28,49.6,74.12,2.6277,HIGH,SHIFT,99.614,98.09,141.2891,0,-22.0047,WEAK,22.0831
532,183,DG,Dollar General,Consumer Staples,Consumer Staples Merchandise Retail,large,109.93,0.8917,1.0499,0.9127,0.6455,STRONG_UP,1.31,15.43,-17.53,-34.57,50.0,38.28,1.6897,HIGH,PROGRESS,107.8935,115.1604,120.1846,0,20.1528,WEAK,21.3623
572,93,PH,Parker Hannifin,Industrials,Industrial Machinery & Supplies & Components,large,823.3,0.9716,0.9385,0.8886,0.7465,STRONG_UP,-4.06,25.77,63.53,-19.34,54.4,30.76,1.6096,HIGH,EARLY,866.4805,909.5619,863.3111,0,45.5739,WEAK,20.3476
583,32,INTU,Intuit,Information Technology,Application Software,large,353.76,0.3602,1.1502,0.8422,0.7324,STRONG_UP,-43.93,-53.38,-36.72,-62.05,47.2,64.91,1.5599,HIGH,EARLY,367.258,389.306,546.5535,0,-38.8158,WEAK,20.1469
591,223,CWK,CUSHMAN AND WAKEFIELD LTD,Real Estate,,mid,12.54,0.9756,0.9694,0.8443,0.8383,STRONG_UP,-25.13,26.28,16.54,-31.4,50.0,36.46,1.964,HIGH,EARLY,13.1765,13.2758,14.907,0,36.045,WEAK,20.0575
625,110,WDAY,"Workday, Inc.",Information Technology,Application Software,large,157.23,0.4903,1.2545,1.1766,0.9793,STRONG_UP,-27.08,-36.54,-25.42,-55.52,49.6,60.9,1.7858,HIGH,SHIFT,127.759,125.964,185.5646,0,-29.7574,WEAK,19.367
727,84,SIG,SIGNET JEWELERS LTD,Consumer Discretionary,,mid,84.82,0.9884,0.9986,0.9403,0.7841,STRONG_UP,-14.98,27.94,-19.77,-29.97,50.4,55.26,1.7102,HIGH,PROGRESS,81.893,86.2002,90.9078,0,25.4831,WEAK,17.2737
760,60,PDD,PDD Holdings,Technology,EDP Services,large,87.24,0.6988,0.8933,0.8311,0.7748,STRONG_UP,-24.84,-9.54,-40.62,-39.89,50.8,40.91,1.637,HIGH,EARLY,95.1705,98.2122,113.0854,0,-11.8458,WEAK,16.5623
786,86,INTA,INTAPP INC,Information Technology,,mid,26.03,0.361,1.2989,1.0523,0.8907,STRONG_UP,-39.73,-53.27,-24.2,-67.17,43.6,69.38,2.0232,HIGH,SHIFT,22.0625,22.8678,34.3288,0,-33.4745,WEAK,16.1469
796,30,ACHR,ARCHER AVIATION INC CLASS A,Industrials,,mid,6.84,0.5431,1.0397,1.107,0.9104,FLAT,-12.2,-29.7,,-63.78,48.4,57.74,1.6911,HIGH,SHIFT,6.315,5.906,7.9626,0,-24.8974,WEAK,15.9717
805,111,CEG,Constellation Energy,Utilities,Electric Utilities,large,265.7,0.6583,0.8718,0.8214,0.7337,STRONG_UP,-26.87,-14.78,29.11,-38.77,48.4,52.85,3.5624,HIGH,EARLY,289.9708,291.1426,321.9891,0,-13.5379,WEAK,15.6478
846,-22,ATO,Atmos Energy,Utilities,Gas Utilities,large,167.15,0.8537,0.9307,0.847,0.8084,STRONG_UP,-4.16,10.5,51.44,-12.58,57.2,17.0,1.6368,HIGH,EARLY,177.9711,182.2127,173.1013,0,35.3437,WEAK,15.0862
871,-12,HCA,HCA Healthcare,Health Care,Health Care Facilities,large,370.96,0.7549,0.9354,0.8138,0.6133,STRONG_UP,-26.8,-2.28,13.15,-31.85,54.0,28.59,1.7691,HIGH,EARLY,410.9085,449.2052,461.4187,0,-4.3026,WEAK,14.7514
