rank,delta_rank,ticker,name,sector,industry,cap_band,close,rs_ratio,rs_5,rs_21,rs_63,rs_trend,ret_6m,ret_12m,ret_24m,max_dd,persist_frac,vol_63,rel_vol,vol_label,acc_watch,sma20,sma50,sma200,pass_trend,mqs,regime_label,score_final
246,-5,EYE,NATIONAL VISION HOLDINGS INC,Consumer Discretionary,,mid,23.92,1.5819,0.8585,0.8589,0.9615,STRONG_DOWN,-17.8,85.71,14.29,-19.77,52.0,49.76,1.9473,HIGH,EARLY,26.9015,27.0744,26.0173,0,89.5728,WEAK,27.1793
314,-4,VRDN,VIRIDIAN THERAPEUTICS ORS INC,Health Care,,mid,19.15,1.248,0.6686,0.6571,0.6387,STRONG_UP,-9.97,46.52,14.74,-45.15,49.2,75.97,1.6847,HIGH,EARLY,26.8845,28.9864,24.4395,0,30.1267,WEAK,24.4733
401,-5,EL,Estée Lauder Companies (The),Consumer Staples,Personal Care Products,large,70.71,0.8899,0.9981,0.7432,0.703,STRONG_UP,-17.4,4.47,-51.92,-43.62,52.8,61.86,1.6907,HIGH,EARLY,82.2865,99.0238,94.3843,0,3.8191,WEAK,21.7335
422,65,CALX,CALIX NETWORKS INC,Information Technology,,mid,46.87,1.1319,0.9044,0.9004,0.9191,FLAT,-23.63,32.89,46.33,-34.71,53.2,49.58,1.5837,HIGH,EARLY,50.7735,51.857,55.7666,0,35.2905,WEAK,21.0481
444,-11,PII,POLARIS INC,Consumer Discretionary,,mid,54.7,1.1502,0.9476,1.0178,0.9077,FLAT,-9.4,35.03,-38.3,-30.71,48.8,43.19,1.8064,HIGH,PROGRESS,53.722,60.3196,58.6328,0,39.5796,WEAK,20.6327
487,-11,SXT,SENSIENT TECHNOLOGIES CORP,Materials,,mid,91.55,1.0479,1.036,0.9953,1.0158,FLAT,0.9,23.02,41.0,-30.7,49.2,32.74,1.9165,HIGH,PROGRESS,88.3145,92.8789,98.4201,0,34.6,WEAK,19.4855
554,-11,VMC,Vulcan Materials Company,Materials,Construction Materials,large,280.13,1.0008,1.0347,0.9888,1.0213,FLAT,-6.8,17.5,6.77,-22.05,56.4,33.81,1.5321,HIGH,PROGRESS,267.7678,291.8811,288.0115,0,29.1913,WEAK,17.9215
583,67,SCHW,Charles Schwab Corporation,Financials,Investment Banking & Brokerage,large,92.36,1.0133,0.9625,1.0028,0.9627,FLAT,0.74,18.97,32.68,-14.61,57.6,26.79,1.5149,HIGH,EARLY,93.8425,96.8833,95.1243,0,40.7807,WEAK,17.2172
668,-8,BBUC,BROOKFIELD BUSINESS CORP CLASS A,Industrials,,mid,33.45,1.0451,1.0034,1.0039,0.9696,FLAT,-0.47,22.7,45.41,-21.01,53.6,40.15,2.5865,HIGH,PROGRESS,31.7587,33.9476,33.61,0,30.3001,WEAK,15.3888
686,-8,ADMA,ADMA BIOLOGICS INC,Health Care,,mid,9.11,0.3836,1.0819,0.5743,0.5184,STRONG_UP,-39.47,-54.97,41.46,-66.18,48.0,71.42,1.6144,HIGH,EARLY,13.205,15.1272,16.6535,0,-36.9428,WEAK,15.0981
