rank,delta_rank,ticker,name,sector,cap_band,close,peer_rs_score,rs_5,rs_21,rs_63,rs_trend,ret_6m,ret_12m,ret_24m,max_dd,persist_frac,vol_63,rel_vol,vol_label,acc_watch,sma20,sma50,sma200,pass_trend,mqs,regime_label,score_final
5,12,DGR.AX,DGR Global Limited,Gold,small,0.034,97.39,0.0968,0.2372,0.0669,FLAT,78.95,385.71,161.54,-57.14,25.79,91.07,6.8255,HIGH,-,0.0314,0.0318,0.0223,1,109.23,LEADER,41.8248
31,-13,GMD.AX,Genesis Minerals Limited,Gold,large,5.85,54.9,0.0391,0.0183,-0.1541,STRONG_UP,3.72,57.26,224.1,-36.46,53.17,66.09,0.7834,LOW,EARLY,6.5355,7.0062,5.8767,0,46.0646,LAGGARD,23.9901
32,-7,RMS.AX,Ramelius Resources Limited,Gold,large,3.56,55.56,0.0201,-0.0185,-0.0844,STRONG_UP,-2.01,57.43,109.15,-33.84,50.79,57.84,0.6295,LOW,EARLY,4.0448,4.3838,3.5616,0,50.4312,LAGGARD,23.824
33,6,VAU.AX,Vault Minerals Limited,Gold,mid,3.99,47.06,0.0284,-0.1006,-0.1946,STRONG_UP,-4.98,39.87,70.52,-41.81,50.0,58.07,1.7365,HIGH,EARLY,4.7977,5.2968,4.3011,0,34.3262,WEAK,23.6598
49,7,PNR.AX,Pantoro Gold Limited,Gold,mid,3.24,32.03,-0.0357,-0.2347,-0.3042,STRONG_UP,-45.27,15.51,212.44,-52.82,51.98,82.15,1.2703,MED,EARLY,4.1885,4.7542,4.6978,0,9.8126,WEAK,19.531
53,17,MOH.AX,Moho Resources Limited,Gold,small,0.009,80.39,0.2857,0.4069,0.0669,FLAT,50.0,125.0,50.0,-57.14,16.67,172.79,5.6582,HIGH,-,0.0072,0.0084,0.007,1,12.0594,LEADER,18.8258
54,-4,NST.AX,Northern Star Resources Limited,Gold,large,18.76,24.84,0.0141,-0.1596,-0.238,STRONG_UP,-16.83,7.03,39.19,-45.32,55.56,69.79,0.8161,LOW,EARLY,23.8383,26.3015,22.9112,0,5.5938,WEAK,18.7445
57,-12,CMM.AX,Capricorn Metals Ltd,Gold,mid,10.56,43.14,0.0282,-0.0407,-0.2159,STRONG_UP,-15.23,32.72,106.31,-41.12,55.56,60.53,0.9228,LOW,EARLY,12.3262,13.4501,12.3404,0,30.0361,WEAK,18.3533
63,-1,BC8.AX,Black Cat Syndicate Limited,Gold,mid,0.95,37.25,-0.0995,-0.1584,-0.1659,STRONG_UP,-33.33,21.02,375.0,-41.51,49.6,67.3,1.0981,MED,EARLY,1.2402,1.3546,1.1252,0,15.491,WEAK,17.3763
64,0,AAU.AX,Antilles Gold Limited,Gold,small,0.011,86.27,-0.1538,-0.0648,0.1669,STRONG_DOWN,15.79,175.0,-45.0,-35.29,26.19,157.36,2.6236,HIGH,-,0.0145,0.0139,0.0091,1,29.1259,LEADER,17.1275
75,-3,SMI.AX,Santana Minerals Limited,Gold,mid,0.7,39.22,-0.1515,0.0069,-0.1733,FLAT,-10.83,22.81,69.35,-40.17,47.62,58.66,0.8807,LOW,EARLY,0.826,0.9464,0.7892,0,18.5147,WEAK,14.9452
76,-5,OBM.AX,Ora Banda Mining Ltd,Gold,mid,1.13,25.49,-0.0424,0.1219,-0.2139,FLAT,-0.88,7.11,318.52,-50.0,50.4,92.62,0.7217,LOW,EARLY,1.2962,1.33,1.1318,0,3.8684,WEAK,14.6843
83,-25,CYL.AX,Catalyst Metals Limited,Gold,mid,6.0,28.76,-0.0881,-0.0906,-0.156,STRONG_UP,-24.24,11.52,830.23,-41.6,49.21,75.67,0.856,LOW,EARLY,6.875,7.7516,7.0279,0,7.4944,WEAK,14.033
125,3,ATM.AX,Aneka Tambang (Persero) Tbk,Gold,large,0.995,23.53,0.0,0.2069,0.2375,STRONG_DOWN,-1.0,5.75,0.13,-26.41,20.24,27.74,0.0,LOW,PROGRESS,0.995,1.0134,1.0171,0,4.1925,WEAK,9.5386
