rank,delta_rank,ticker,name,sector,industry,cap_band,close,rs_ratio,rs_5,rs_21,rs_63,rs_trend,ret_6m,ret_12m,ret_24m,max_dd,persist_frac,vol_63,rel_vol,vol_label,acc_watch,sma20,sma50,sma200,pass_trend,mqs,regime_label,score_final
168,-19,UEC,URANIUM ENERGY CORP,Energy,,mid,11.91,1.8332,0.7839,0.7909,0.6878,FLAT,6.15,129.48,58.17,-40.86,50.0,75.08,1.6722,HIGH,EARLY,14.7005,14.0988,13.6865,0,86.2279,WEAK,34.6736
437,187,ARQT,ARCUTIS BIOTHERAPEUTICS INC,Health Care,,mid,19.5,1.0736,0.9095,0.7997,0.6491,STRONG_UP,-25.49,34.39,108.56,-37.5,48.8,61.73,2.5205,HIGH,EARLY,22.2235,22.9057,23.2524,0,27.1867,WEAK,21.2442
487,3,NOW,ServiceNow,Information Technology,Systems Software,large,101.83,0.398,1.1835,0.9758,0.8823,STRONG_UP,-39.08,-50.17,-34.23,-60.28,48.4,65.41,2.3682,HIGH,SHIFT,92.174,98.9158,143.9687,0,-37.1256,WEAK,19.7672
506,51,CHTR,Charter Communications,Communication Services,Cable & Satellite,large,142.5,0.2688,1.0077,0.5652,0.5726,FLAT,-29.4,-66.35,-48.15,-66.86,47.2,66.86,1.5282,HIGH,EARLY,165.684,199.139,224.8605,0,-46.8407,WEAK,19.3407
508,148,HWKN,HAWKINS INC,Materials,,mid,152.96,0.9705,0.9562,0.8929,0.9818,FLAT,21.03,21.49,,-34.79,54.4,36.33,1.5652,HIGH,EARLY,164.895,154.6232,153.9801,0,32.1765,WEAK,19.2525
554,159,TRI,Thomson Reuters,Technology,Computer Software,large,87.35,0.367,1.0773,0.88,0.969,FLAT,-34.55,-54.06,-46.71,-61.95,43.2,56.66,1.6783,HIGH,EARLY,89.5419,90.148,125.0842,0,-41.2186,WEAK,18.4272
721,143,HCA,HCA Healthcare,Health Care,Health Care Facilities,large,404.69,0.843,0.9576,0.8242,0.7132,STRONG_UP,-14.92,5.53,26.34,-25.65,55.2,29.53,1.9394,HIGH,EARLY,433.7125,470.6354,460.8973,0,10.3433,WEAK,15.2931
733,205,VRNS,VARONIS SYSTEMS INC,Information Technology,,mid,29.77,0.5111,1.1151,1.1617,1.0793,FLAT,-10.25,-36.02,-32.57,-68.11,54.0,54.9,1.5796,HIGH,SHIFT,27.03,24.6138,37.752,0,-35.4293,WEAK,15.1174
777,189,APTV,Aptiv,Consumer Discretionary,Automotive Parts & Equipment,large,52.57,0.6222,0.9811,0.8297,0.6079,STRONG_UP,-31.59,-22.11,-35.84,-40.71,46.4,44.65,1.5222,HIGH,EARLY,57.395,62.1302,75.2085,0,-22.9734,WEAK,14.3714
853,138,SHAK,SHAKE SHACK INC CLASS A,Consumer Discretionary,,mid,64.12,0.4369,1.015,0.6045,0.6402,FLAT,-26.39,-45.3,-35.62,-57.97,47.6,75.27,1.7254,HIGH,EARLY,83.5675,89.191,92.5992,0,-28.6499,WEAK,13.1514
869,-64,MTD,Mettler Toledo,Health Care,Life Sciences Tools & Services,large,1050.77,0.7078,1.0366,0.7614,0.7102,STRONG_UP,-24.35,-11.4,-30.79,-31.9,48.0,43.72,1.5335,HIGH,EARLY,1194.3655,1235.9822,1330.2973,0,-12.5184,WEAK,12.8598
876,122,CRK,COMSTOCK RESOURCES INC,Energy,,mid,15.15,0.5087,1.0534,0.8805,0.7101,STRONG_UP,-38.39,-36.32,33.48,-54.13,47.6,58.41,1.8575,HIGH,EARLY,16.0385,18.1804,19.778,0,-29.5964,WEAK,12.8155
908,164,PTC,PTC Inc.,Information Technology,Application Software,large,145.19,0.6695,1.0432,0.9886,0.8748,STRONG_UP,-16.66,-16.19,-21.09,-38.37,50.4,29.95,1.5766,HIGH,SHIFT,140.311,143.0584,174.2355,0,-27.247,WEAK,12.4716
913,-82,REGN,Regeneron Pharmaceuticals,Health Care,Biotechnology,large,630.3,0.8223,0.8858,0.8093,0.7504,STRONG_UP,-10.29,2.93,-35.73,-22.39,48.4,33.89,1.9061,HIGH,EARLY,710.945,736.7266,691.2999,0,4.1858,WEAK,12.4178
923,-9,BL,BLACKLINE INC,Information Technology,,mid,30.03,0.4328,1.2042,0.9131,0.7549,STRONG_UP,-42.79,-45.82,-48.12,-57.11,50.8,64.12,1.5382,HIGH,PROGRESS,30.019,33.1814,46.9344,0,-36.3044,WEAK,12.3165
931,-2,CTSH,Cognizant,Information Technology,IT Consulting & Other Services,large,50.88,0.5125,1.1276,0.8134,0.7335,STRONG_UP,-27.32,-35.85,-24.19,-46.71,49.2,39.49,1.5079,HIGH,EARLY,51.4676,56.8784,68.6661,0,-44.6653,WEAK,12.2095
961,38,DXCM,Dexcom,Health Care,Health Care Equipment,large,66.95,0.6123,1.1564,1.0263,0.8619,STRONG_UP,14.46,-23.35,-48.77,-38.75,48.8,36.9,2.3561,HIGH,SHIFT,60.94,63.1362,68.0172,0,-30.8743,WEAK,11.7917
994,105,PAGS,PAGSEGURO DIGITAL LTD CLASS A,Financials,,mid,8.95,0.8373,1.0492,0.793,0.7716,STRONG_UP,-2.19,4.82,-27.24,-26.36,48.8,52.53,1.6282,HIGH,EARLY,9.786,9.946,9.6822,0,4.476,WEAK,11.3415
1006,-23,EPAM,EPAM Systems,Information Technology,IT Consulting & Other Services,mid,100.51,0.4319,1.125,0.73,0.6719,STRONG_UP,-43.46,-45.93,-47.51,-59.49,50.8,52.13,1.6431,HIGH,EARLY,106.7785,122.8372,161.944,0,-44.7586,WEAK,11.2415
1010,74,FRSH,FRESHWORKS INC CLASS A,Information Technology,,mid,9.12,0.4943,1.1252,0.9911,1.112,FLAT,-22.58,-38.13,-35.5,-56.87,46.0,48.65,1.8564,HIGH,SHIFT,8.66,8.3285,10.6967,0,-36.0507,WEAK,11.1742
1040,165,OPCH,OPTION CARE HEALTH INC,Health Care,,mid,20.86,0.5039,1.0669,0.7136,0.5442,STRONG_UP,-25.79,-36.92,-28.22,-46.65,43.6,59.36,2.309,HIGH,EARLY,22.581,26.1248,29.326,0,-27.119,WEAK,10.8455
1245,86,HD,Home Depot (The),Consumer Discretionary,Home Improvement Retail,large,302.44,0.657,1.0113,0.8439,0.7482,STRONG_UP,-14.41,-17.76,-5.93,-28.81,46.0,27.78,2.0067,HIGH,EARLY,318.595,328.5554,363.8853,0,-29.4087,WEAK,7.7343
1518,-1,MGEE,MGE ENERGY INC,Utilities,,mid,75.6,0.6704,1.0211,0.9224,0.8834,STRONG_UP,-7.2,-16.08,-3.12,-19.58,49.2,26.33,1.7836,HIGH,EARLY,77.787,77.3462,80.3793,0,-30.0547,WEAK,1.4198
