rank,delta_rank,ticker,name,sector,cap_band,close,rs_ratio,rs_5,rs_21,rs_63,rs_trend,ret_6m,ret_12m,ret_24m,max_dd,persist_frac,vol_63,rel_vol,vol_label,acc_watch,sma20,sma50,sma200,pass_trend,mqs,regime_label,score_final
1,0,DTR.AX,Dateline Resources Limited,Gold,mid,0.25,18.5778,0.8905,0.3934,0.6781,FLAT,-32.43,3471.43,1983.33,-71.54,47.22,120.2,0.8206,LOW,EARLY,0.3858,0.3866,0.3107,0,1363.7342,WEAK,278.6101
2,0,G11.AX,G11 Resources Limited,Gold,small,0.325,11.2705,1.0672,0.9306,0.9744,FLAT,47.73,2066.67,1254.17,-32.05,34.58,70.94,2.1639,HIGH,-,0.3035,0.3129,0.2043,1,1007.4053,TREND+LEAD,240.3539
6,4,DGR.AX,DGR Global Limited,Gold,small,0.031,3.2251,1.0508,0.9024,1.0091,FLAT,82.35,520.0,106.67,-40.0,25.4,84.28,7.4468,HIGH,-,0.0321,0.0312,0.0248,1,156.7157,TREND+LEAD,48.0449
35,-14,CTO.AX,Citigold Corporation Limited,Gold,small,0.015,1.9507,0.7164,0.7706,0.8545,STRONG_DOWN,50.0,275.0,200.0,-43.48,25.79,138.25,7.9314,HIGH,-,0.02,0.0184,0.0123,1,51.3002,TREND+LEAD,23.4453
37,10,OBM.AX,Ora Banda Mining Ltd,Gold,mid,1.475,0.7522,0.9935,1.13,1.0636,FLAT,15.23,44.61,360.94,-50.0,51.59,104.9,1.8499,HIGH,-,1.3285,1.3035,1.1818,1,21.9382,TREND_ONLY,23.1902
49,9,PNR.AX,Pantoro Gold Limited,Gold,mid,3.77,0.721,1.037,1.0069,0.7954,STRONG_UP,-32.68,38.6,149.17,-52.82,52.38,83.45,0.5179,LOW,PROGRESS,3.6635,4.2008,4.7475,0,24.2303,WEAK,20.1332
59,-5,NST.AX,Northern Star Resources Limited,Gold,large,21.86,0.5576,0.9635,1.0155,0.9098,FLAT,-8.59,7.2,52.84,-45.32,53.57,70.54,0.9587,LOW,EARLY,22.5975,24.5119,23.323,0,5.4704,WEAK,17.8079
69,-2,CMM.AX,Capricorn Metals Ltd,Gold,mid,11.45,0.6573,1.0196,0.9302,0.8529,STRONG_UP,-11.62,26.36,133.71,-41.12,54.76,65.35,0.8918,LOW,EARLY,11.549,12.3281,12.512,0,22.0842,WEAK,16.5653
71,4,SMI.AX,Santana Minerals Limited,Gold,mid,0.66,0.6299,1.0124,0.7737,0.6427,STRONG_UP,-21.43,21.1,72.17,-44.44,46.43,59.37,0.4306,LOW,EARLY,0.6815,0.7919,0.8018,0,16.5019,WEAK,16.363
72,-22,STK.AX,Strickland Metals Limited,Gold,mid,0.18,0.9753,0.9007,0.786,0.9765,FLAT,-14.29,87.5,33.33,-31.25,37.3,85.11,0.8555,LOW,EARLY,0.207,0.2127,0.1851,0,38.3474,WEAK,15.9907
85,57,WSR.AX,Westar Resources Limited,Gold,small,0.007,0.7282,1.0508,1.0189,0.9969,STRONG_UP,7.69,40.0,-36.36,-45.0,11.11,113.4,2.6496,HIGH,-,0.0062,0.0065,0.0068,1,3.9189,TREND_ONLY,13.2604
94,-3,CYL.AX,Catalyst Metals Limited,Gold,mid,6.28,0.5073,0.9953,0.8761,0.7571,STRONG_UP,-10.16,-2.48,601.68,-41.6,47.62,76.24,0.9164,LOW,EARLY,6.4925,6.9752,7.1246,0,-1.5518,WEAK,12.2723
101,8,ATM.AX,Aneka Tambang (Persero) Tbk,Gold,large,0.98,0.5674,1.0454,0.8602,1.0583,FLAT,-12.5,9.09,-1.38,-26.41,20.24,17.92,0.0,LOW,EARLY,0.9895,0.9951,1.0106,0,10.2617,WEAK,11.5696
142,2,MAN.AX,Mandrake Resources Limited,Gold,small,0.023,0.5697,1.007,0.9565,1.0078,FLAT,4.55,9.52,-25.81,-23.08,25.0,66.28,1.8482,HIGH,-,0.0221,0.0228,0.0228,1,3.5923,TREND_ONLY,7.2848
