rank,delta_rank,ticker,name,sector,industry,cap_band,close,rs_ratio,rs_5,rs_21,rs_63,rs_trend,ret_6m,ret_12m,ret_24m,max_dd,persist_frac,vol_63,rel_vol,vol_label,acc_watch,sma20,sma50,sma200,pass_trend,mqs,regime_label,score_final
1076,31,CMG,Chipotle Mexican Grill,Consumer Discretionary,Restaurants,large,29.26,0.4534,0.8843,0.8649,0.717,STRONG_UP,-14.54,-41.56,-52.45,-49.76,44.8,34.06,1.5335,HIGH,EARLY,32.339,33.1058,36.5492,0,-54.6673,WEAK,11.2775
1098,-5,NUVL,NUVALENT INC CLASS A,Health Care,,mid,91.35,0.9066,0.8405,0.8415,0.8004,FLAT,-14.16,16.85,32.47,-18.43,50.8,44.32,2.6951,HIGH,EARLY,102.768,102.7584,97.4376,0,19.3087,WEAK,10.9627
1128,-9,STEP,STEPSTONE GROUP INC CLASS A,Financials,,mid,46.07,0.6425,0.8703,0.8065,0.8825,FLAT,-24.93,-17.19,7.72,-43.1,50.0,44.93,1.5791,HIGH,EARLY,52.958,51.3883,58.6691,0,-19.1327,WEAK,10.4882
1147,5,COO,Cooper Companies (The),Health Care,Health Care Supplies,large,59.49,0.6898,0.9667,0.9141,0.6528,STRONG_UP,-23.15,-11.09,-37.19,-30.05,47.6,24.59,1.7747,HIGH,EARLY,60.8085,65.3612,72.999,0,-21.4665,WEAK,10.0742
1182,-25,USLM,UNITED STATES LIME AND MINERALS IN,Materials,,mid,107.295,0.7796,0.9473,0.9531,0.7552,FLAT,-8.68,0.47,57.93,-26.55,52.8,49.13,1.993,HIGH,EARLY,107.9984,120.6374,121.8702,0,0.5097,WEAK,9.4565
1221,6,MDT,Medtronic,Health Care,Health Care Equipment,large,73.75,0.6902,0.959,0.8904,0.6996,STRONG_UP,-27.52,-11.04,-4.21,-28.9,47.6,21.72,1.5202,HIGH,EARLY,76.584,81.654,91.6106,0,-24.2007,WEAK,8.9669
1228,20,HURN,HURON CONSULTING GROUP INC,Industrials,,mid,106.61,0.5695,1.0056,0.7629,0.6469,STRONG_UP,-34.9,-26.6,18.6,-44.54,53.2,42.06,1.7784,HIGH,EARLY,110.4725,120.7374,146.4383,0,-33.6483,WEAK,8.8637
1313,52,CME,CME Group,Financials,Financial Exchanges & Data,large,250.53,0.7149,0.8869,0.8158,0.7211,STRONG_UP,-7.63,-7.86,34.9,-21.42,53.6,25.65,3.1562,HIGH,EARLY,285.215,290.7574,277.2525,0,-16.4252,WEAK,7.4663
1332,45,ISRG,Intuitive Surgical,Health Care,Health Care Equipment,large,402.3,0.5656,0.9496,0.8407,0.7221,STRONG_UP,-29.09,-27.1,-0.39,-32.14,47.2,32.77,1.6099,HIGH,EARLY,433.3245,451.0774,494.3163,0,-39.0329,WEAK,7.0543
1410,16,ROL,"Rollins, Inc.",Industrials,Environmental & Facilities Services,large,45.04,0.6065,0.8833,0.7889,0.7009,STRONG_UP,-25.91,-21.84,0.29,-30.9,49.6,23.83,2.0362,HIGH,EARLY,52.0662,53.4197,57.226,0,-45.4491,WEAK,5.1467
1491,11,ICE,Intercontinental Exchange,Financials,Financial Exchanges & Data,large,142.38,0.6232,0.9396,0.8603,0.7727,STRONG_UP,-8.71,-19.68,9.06,-23.76,47.6,22.06,2.3944,HIGH,EARLY,152.4605,156.7022,160.7882,0,-42.4565,WEAK,2.651
