rank,delta_rank,ticker,name,sector,industry,cap_band,close,rs_ratio,rs_5,rs_21,rs_63,rs_trend,ret_6m,ret_12m,ret_24m,max_dd,persist_frac,vol_63,rel_vol,vol_label,acc_watch,sma20,sma50,sma200,pass_trend,mqs,regime_label,score_final
18,-12,CELC,CELCUITY INC,Health Care,,mid,91.42,5.9406,0.6742,0.5961,0.7331,FLAT,-7.17,665.66,510.69,-36.94,54.4,84.98,5.5452,HIGH,EARLY,131.0365,123.3868,95.1024,0,426.1237,WEAK,110.5647
236,150,OKLO,OKLO INC CLASS A,Utilities,,mid,73.47,1.1453,1.0703,1.0124,1.0067,STRONG_UP,-15.9,47.62,690.85,-73.83,50.0,98.72,1.8708,HIGH,SHIFT,68.153,62.9104,85.7488,0,24.1182,WEAK,32.6294
267,69,LEU,CENTRUS ENERGY CORP CLASS A,Energy,,mid,199.13,1.1754,1.0922,0.9097,0.882,STRONG_UP,-20.78,51.49,322.87,-61.35,52.4,78.21,1.5942,HIGH,SHIFT,191.055,193.3816,248.8333,0,34.496,WEAK,30.8376
316,-23,BBIO,BRIDGEBIO PHARMA INC,Health Care,,large,63.88,1.321,0.9499,0.8753,0.8636,STRONG_UP,-11.01,70.26,120.43,-20.25,50.0,48.75,1.5505,HIGH,EARLY,67.19,70.7868,66.5093,0,72.0573,WEAK,27.8217
381,178,MSTR,MicroStrategy,Technology,Computer Software,large,136.08,0.2725,0.8719,0.6999,0.8359,FLAT,-20.62,-64.88,-16.38,-76.53,43.6,69.71,1.65,HIGH,EARLY,169.823,156.0196,205.3131,0,-40.5767,WEAK,24.9405
396,23,VRRM,VERRA MOBILITY CORP CLASS A,Industrials,,mid,4.16,0.1338,1.0676,0.2668,0.2268,STRONG_UP,-81.07,-82.75,-84.28,-84.99,41.6,148.93,3.4972,HIGH,EARLY,11.315,13.3854,19.6819,0,-23.115,WEAK,24.1549
458,0,SMR,NUSCALE POWER CORP CLASS A,Industrials,,mid,13.95,0.3405,1.1419,1.0827,1.0007,STRONG_UP,-22.84,-56.12,82.83,-82.86,46.0,94.5,1.9769,HIGH,SHIFT,12.0355,11.538,22.1941,0,-27.3168,WEAK,22.6932
491,168,APTV,Aptiv,Consumer Discretionary,Automotive Parts & Equipment,large,73.85,0.8566,1.1787,1.1727,0.9052,STRONG_UP,-4.02,10.41,-12.76,-40.71,48.4,50.88,1.7279,HIGH,SHIFT,58.5615,60.7016,74.9463,0,9.898,WEAK,21.7681
495,-34,MIAX,MIAMI INTERNATIONAL HOLDINGS INC,Financials,,mid,42.51,1.073,0.8365,0.8494,0.893,STRONG_DOWN,-4.47,38.29,,-26.79,55.0,38.24,2.9247,HIGH,EARLY,50.787,46.0248,42.8804,0,55.0703,WEAK,21.7296
496,4,NOW,ServiceNow,Information Technology,Systems Software,large,127.65,0.4899,1.235,1.312,1.0085,FLAT,-22.36,-36.86,-3.31,-60.28,49.6,74.99,1.5547,HIGH,SHIFT,101.398,98.4354,141.0765,0,-24.3813,WEAK,21.5427
558,108,NOC,Northrop Grumman,Industrials,Aerospace & Defense,large,536.59,0.8661,0.9658,0.8985,0.6431,STRONG_UP,-0.89,11.63,23.42,-29.83,50.8,24.8,1.5384,HIGH,EARLY,549.8284,607.3152,613.7728,0,23.824,WEAK,20.0765
577,6,INTU,Intuit,Information Technology,Application Software,large,322.14,0.3295,1.0343,0.7482,0.6604,STRONG_UP,-48.75,-57.53,-42.37,-62.05,47.2,66.81,1.7761,HIGH,EARLY,363.0155,386.6656,544.6349,0,-40.6429,WEAK,19.7266
707,97,ULTA,Ulta Beauty,Consumer Discretionary,Other Specialty Retail,large,494.87,0.8116,0.9637,0.9031,0.6731,STRONG_UP,-9.64,4.6,26.92,-32.11,49.6,39.91,2.299,HIGH,EARLY,506.965,524.2596,566.9997,0,5.7161,WEAK,17.0518
753,52,CEG,Constellation Energy,Utilities,Electric Utilities,large,272.65,0.6793,0.9331,0.804,0.7619,STRONG_UP,-23.84,-12.44,32.49,-38.77,48.8,53.15,2.1762,HIGH,EARLY,287.5757,290.9645,321.7298,0,-11.4235,WEAK,16.1277
772,-240,DG,Dollar General,Consumer Staples,Consumer Staples Merchandise Retail,large,106.27,0.7473,1.0064,0.8775,0.6336,STRONG_UP,-1.93,-3.68,-20.28,-34.57,49.6,38.67,2.1369,HIGH,EARLY,107.483,114.8072,120.151,0,-4.7195,WEAK,15.8019
809,-82,SIG,SIGNET JEWELERS LTD,Consumer Discretionary,,mid,88.0,0.9158,1.0455,1.027,0.8304,STRONG_UP,-7.69,18.04,-16.76,-29.97,50.4,55.76,1.9681,HIGH,SHIFT,82.243,86.1862,90.9354,0,16.3037,WEAK,15.2107
846,49,TSCO,Tractor Supply,Consumer Discretionary,Other Specialty Retail,large,30.01,0.4846,0.9667,0.8851,0.5379,STRONG_UP,-43.37,-37.54,-41.79,-52.01,48.0,40.87,1.7069,HIGH,EARLY,30.9294,37.4143,49.5414,0,-44.0905,WEAK,14.6473
873,-41,NDAQ,"Nasdaq, Inc.",Financials,Financial Exchanges & Data,large,87.91,0.8237,0.9594,0.9102,0.89,STRONG_UP,-1.02,6.17,53.56,-21.76,55.6,25.48,1.6428,HIGH,EARLY,90.397,88.4542,89.7615,0,13.4586,WEAK,14.274
915,207,SHAK,SHAKE SHACK INC CLASS A,Consumer Discretionary,,mid,57.01,0.3469,0.8749,0.5639,0.5265,STRONG_UP,-33.8,-55.29,-38.41,-59.86,46.0,75.79,3.4952,HIGH,EARLY,66.697,84.2958,90.4512,0,-33.5555,WEAK,13.7343
984,203,BDC,BELDEN INC,Information Technology,,mid,109.43,0.7848,1.0062,0.9238,0.7157,STRONG_UP,-2.98,1.14,15.43,-32.41,51.6,45.46,1.877,HIGH,PROGRESS,107.9675,116.8876,121.3994,0,1.2987,WEAK,12.6536
991,258,ARE,Alexandria Real Estate Equities,Real Estate,Office REITs,mid,52.74,0.6207,1.0436,1.2118,0.8994,FLAT,2.38,-20.0,-49.78,-51.61,55.6,49.08,1.8685,HIGH,SHIFT,47.4235,45.9877,56.6588,0,-22.6571,WEAK,12.5703
