rank,delta_rank,ticker,name,sector,cap_band,close,rs_ratio,rs_5,rs_21,rs_63,rs_trend,ret_6m,ret_12m,ret_24m,max_dd,persist_frac,vol_63,rel_vol,vol_label,acc_watch,sma20,sma50,sma200,pass_trend,mqs,regime_label,score_final
5,0,VTM.AX,Victory Metals Limited,Gold,small,1.55,1.905,0.9302,1.2253,1.1735,FLAT,22.53,302.6,507.84,-46.36,45.93,80.03,2.8825,HIGH,-,1.4037,1.3153,1.2403,1,173.6636,TREND+LEAD,52.4419
10,0,AQI.AX,Alicanto Minerals Limited,Gold,small,1.725,2.1256,0.955,0.9059,0.8285,STRONG_UP,205.85,349.22,460.06,-47.03,35.71,108.56,1.6838,HIGH,-,1.6158,1.8825,0.9529,1,114.8729,TREND+LEAD,40.848
14,0,EVN.AX,Evolution Mining Limited,Gold,large,13.65,0.932,0.9267,0.9367,0.9727,STRONG_DOWN,23.82,96.97,278.19,-34.17,54.76,62.12,1.5415,HIGH,-,13.2595,14.4077,11.0354,1,85.484,TREND_ONLY,34.8703
37,0,NST.AX,Northern Star Resources Limited,Gold,large,22.1,0.5923,1.0109,0.8143,0.8148,FLAT,-10.26,25.17,57.23,-45.32,55.95,73.25,1.3413,MED,PROGRESS,21.7695,25.7377,22.9102,0,19.2286,WEAK,22.6339
38,0,CMM.AX,Capricorn Metals Ltd,Gold,mid,11.7,0.6993,0.9508,0.882,0.7269,STRONG_UP,-13.22,47.79,120.85,-41.12,55.95,63.36,1.3165,MED,PROGRESS,11.4984,13.1198,12.3522,0,42.2016,WEAK,22.527
43,0,PNR.AX,Pantoro Gold Limited,Gold,mid,3.66,0.6367,0.9694,0.7312,0.6337,STRONG_UP,-40.58,34.56,207.56,-52.82,52.38,85.23,1.0521,MED,EARLY,3.712,4.5916,4.696,0,21.2389,WEAK,21.7558
63,2,GMN.AX,Gold Mountain Limited,Gold,small,0.105,0.4968,1.0124,0.965,1.5377,FLAT,11.7,5.0,-53.33,-70.0,29.76,133.46,1.5593,HIGH,-,0.1069,0.1062,0.0824,1,1.1149,TREND_ONLY,17.0946
77,3,CYL.AX,Catalyst Metals Limited,Gold,mid,6.72,0.5559,0.9611,0.9138,0.8135,STRONG_UP,-19.62,17.48,820.55,-41.6,48.81,77.46,0.881,LOW,PROGRESS,6.438,7.5356,7.0326,0,11.0163,WEAK,14.6172
82,3,BC8.AX,Black Cat Syndicate Limited,Gold,mid,1.06,0.5118,0.9575,0.7845,0.7456,STRONG_UP,-25.35,8.16,341.67,-41.51,49.6,69.45,0.8696,LOW,EARLY,1.1275,1.3143,1.1271,0,5.8301,WEAK,13.6329
109,4,ATM.AX,Aneka Tambang (Persero) Tbk,Gold,large,0.995,0.5004,0.8581,1.1028,1.0457,FLAT,-2.93,5.75,0.13,-26.41,20.24,25.25,0.0,LOW,PROGRESS,0.995,1.0166,1.0197,0,4.606,WEAK,10.5395
