rank,delta_rank,ticker,name,sector,cap_band,close,rs_ratio,rs_5,rs_21,rs_63,rs_trend,ret_6m,ret_12m,ret_24m,max_dd,persist_frac,vol_63,rel_vol,vol_label,acc_watch,sma20,sma50,sma200,pass_trend,mqs,regime_label,score_final
26,0,GMD.AX,Genesis Minerals Limited,Gold,large,5.57,0.7987,0.9478,0.9291,0.7742,STRONG_UP,-5.43,50.13,187.86,-36.46,53.17,66.38,1.1614,MED,EARLY,6.3205,6.9376,5.8854,0,40.1577,WEAK,24.3478
31,17,NST.AX,Northern Star Resources Limited,Gold,large,19.51,0.5798,1.0808,0.8335,0.749,STRONG_UP,-17.11,9.0,38.8,-45.32,55.56,70.64,1.9414,HIGH,EARLY,22.666,25.9927,22.898,0,7.076,WEAK,23.2483
35,9,AS1.AX,Asara Resources Limited,Gold,small,0.105,1.3964,0.8887,0.9736,1.0507,STRONG_DOWN,23.53,162.5,1212.5,-32.26,38.1,106.84,1.9388,HIGH,-,0.1299,0.1244,0.0856,1,57.9488,TREND+LEAD,22.08
45,11,RGL.AX,Riversgold Limited,Gold,small,0.011,1.4629,0.9733,0.7784,1.5725,FLAT,57.14,175.0,37.5,-47.62,25.79,168.33,1.5875,HIGH,-,0.014,0.0152,0.0081,1,26.8119,TREND+LEAD,19.6287
46,-7,VAU.AX,Vault Minerals Limited,Gold,mid,3.99,0.7441,1.0669,0.9126,0.7483,STRONG_UP,-5.7,39.87,57.57,-41.81,50.0,58.06,0.8946,LOW,EARLY,4.6113,5.2228,4.3136,0,34.3321,WEAK,18.962
54,1,CMM.AX,Capricorn Metals Ltd,Gold,mid,10.45,0.6909,1.0453,0.9085,0.7339,STRONG_UP,-20.68,29.88,97.26,-41.12,55.56,60.9,0.8589,LOW,EARLY,11.8536,13.2784,12.3408,0,27.2576,WEAK,17.5164
58,-1,PNR.AX,Pantoro Gold Limited,Gold,mid,3.18,0.5854,0.9952,0.7259,0.6481,STRONG_UP,-47.52,10.03,167.23,-52.82,51.59,82.08,0.6433,LOW,EARLY,3.9245,4.6712,4.6938,0,6.3071,WEAK,16.7971
66,28,RC1.AX,Redcastle Resources Limited,Gold,small,0.16,0.9457,1.3542,1.2654,1.6678,FLAT,60.0,77.78,45.45,-50.0,23.81,135.49,2.154,HIGH,-,0.1485,0.1651,0.1106,1,13.6681,TREND_ONLY,15.7111
67,-22,SMI.AX,Santana Minerals Limited,Gold,mid,0.665,0.6551,0.8352,0.9879,0.7273,FLAT,-16.35,23.15,51.14,-43.16,47.22,58.98,0.6853,LOW,EARLY,0.8013,0.9307,0.79,0,18.5326,WEAK,15.4974
77,-6,OBM.AX,Ora Banda Mining Ltd,Gold,mid,1.105,0.5393,1.0243,1.0688,0.7396,FLAT,-6.36,1.38,268.33,-50.0,50.0,92.63,0.5381,LOW,EARLY,1.2732,1.3101,1.1332,0,0.7428,WEAK,14.0887
83,-1,CYL.AX,Catalyst Metals Limited,Gold,mid,5.95,0.5476,0.9883,0.9163,0.8156,STRONG_UP,-24.68,2.94,715.07,-41.6,48.41,75.67,0.8578,LOW,EARLY,6.6105,7.6536,7.0253,0,1.8816,WEAK,12.917
91,0,BC8.AX,Black Cat Syndicate Limited,Gold,mid,0.945,0.521,0.9837,0.7991,0.7783,STRONG_UP,-32.74,-2.07,,-41.51,49.21,67.39,0.6365,LOW,EARLY,1.177,1.3336,1.1255,0,-1.5134,WEAK,12.2707
107,14,R8R.AX,Regener8 Resources NL,Gold,small,0.145,0.9523,0.8553,1.7722,1.0364,FLAT,45.0,79.01,16.0,-37.14,10.32,159.59,1.693,HIGH,-,0.159,0.1325,0.1248,1,5.1094,TREND_ONLY,10.856
116,-3,ATM.AX,Aneka Tambang (Persero) Tbk,Gold,large,0.995,0.5625,0.9733,1.3444,1.1714,FLAT,-1.97,5.75,0.13,-26.41,20.24,26.62,0.0,LOW,PROGRESS,0.995,1.015,1.0192,0,4.3689,WEAK,10.4968
