rank,delta_rank,ticker,name,sector,cap_band,close,rs_ratio,rs_5,rs_21,rs_63,rs_trend,ret_6m,ret_12m,ret_24m,max_dd,persist_frac,vol_63,rel_vol,vol_label,acc_watch,sma20,sma50,sma200,pass_trend,mqs,regime_label,score_final
1,1,EFR.TO,ENERGY FUELS INC,Uranium,large,22.25,2.0626,0.8738,0.8631,0.8702,FLAT,5.9,264.16,142.64,-51.09,51.6,84.03,1.1563,MED,EARLY,28.589,26.9672,24.2756,0,162.21,WEAK,55.4506
3,1,UEC,URANIUM ENERGY CORP,Uranium,large,11.91,1.2998,0.8752,0.9384,0.8445,FLAT,6.15,129.48,58.17,-40.86,50.0,75.08,1.6722,HIGH,EARLY,14.7005,14.0988,13.6865,0,86.2279,WEAK,39.1682
4,2,OKLO,OKLO INC,Uranium,large,55.88,0.8424,0.906,1.0162,0.9438,FLAT,-41.4,48.74,620.1,-73.83,48.8,96.29,1.0294,MED,EARLY,69.9515,61.356,86.22,0,24.6994,WEAK,35.1548
5,-2,1164.HK,CGN MINING CO LTD,Uranium,large,3.24,1.2032,0.9707,0.8619,0.7403,STRONG_UP,-6.63,112.44,17.58,-38.4,49.19,56.83,0.8247,LOW,EARLY,3.887,4.0468,3.5408,0,97.3219,WEAK,33.9894
6,-1,SSW.JO,SIBANYE STILLWATER LTD,Uranium,large,4756.0,1.1208,0.9615,0.9449,0.8229,STRONG_UP,-4.05,97.88,84.31,-43.75,53.2,67.22,0.8479,LOW,EARLY,5259.75,5291.2821,5294.1714,0,77.4674,WEAK,32.3253
9,-2,URG,UR-ENERGY INC,Uranium,mid,1.5,1.2137,0.906,1.0046,1.0643,STRONG_DOWN,31.58,114.29,-18.48,-45.71,48.4,68.67,1.1783,MED,EARLY,1.7565,1.6136,1.5493,0,80.5509,WEAK,30.7643
11,-1,LEU,CENTRUS ENERGY CORP-CLASS A,Uranium,mid,169.0,1.0066,0.9925,1.0045,0.9243,FLAT,-31.2,77.73,232.48,-61.35,51.2,77.82,1.1419,MED,EARLY,203.1045,197.5228,250.2431,0,51.1384,WEAK,30.4556
12,2,SLX.AX,SILEX SYSTEMS LTD,Uranium,mid,5.54,1.0188,1.0678,1.0076,0.9132,STRONG_UP,-35.28,79.87,-15.81,-53.38,52.17,75.98,0.4439,LOW,EARLY,5.9305,5.6856,6.5879,0,54.8411,WEAK,26.8411
15,-2,URC.TO,URANIUM ROYALTY CORP,Uranium,mid,4.71,0.988,0.9252,1.0747,0.9423,FLAT,-5.8,74.44,23.95,-38.43,49.6,61.98,1.4676,MED,EARLY,5.2805,5.1016,5.2531,0,59.5748,WEAK,24.2377
18,4,NNE,NANO NUCLEAR ENERGY INC,Uranium,mid,22.295,0.4874,0.9309,1.0675,0.9926,FLAT,-28.03,-13.95,482.11,-66.45,46.4,97.59,1.0735,MED,EARLY,25.33,23.4482,31.9579,0,-6.6337,WEAK,19.0165
21,-1,DYL.AX,DEEP YELLOW LTD,Uranium,mid,1.65,0.7853,1.0649,0.93,0.7854,STRONG_UP,0.61,38.66,-3.79,-44.5,47.83,71.62,0.8857,LOW,EARLY,1.8267,1.8372,1.934,0,25.8153,WEAK,18.1314
22,-3,SMR,NUSCALE POWER CORP,Uranium,mid,10.06,0.2427,0.95,0.9815,0.785,FLAT,-52.23,-57.16,38.76,-82.86,44.8,93.64,0.9911,LOW,EARLY,12.121,11.5126,23.4891,0,-27.3446,WEAK,17.6476
23,2,7011.T,MITSUBISHI HEAVY INDUSTRIES,Uranium,large,4126.0,0.8051,1.0577,1.03,0.9463,STRONG_UP,-7.0,42.15,211.05,-21.24,47.52,45.7,0.8076,LOW,EARLY,4462.7,4587.3766,4248.6905,0,43.8243,WEAK,17.0142
29,0,BOE.AX,BOSS ENERGY LTD,Uranium,mid,1.255,0.198,1.0089,0.8505,0.8689,FLAT,-26.61,-65.04,-78.55,-74.73,41.9,74.23,0.5741,LOW,EARLY,1.4413,1.5275,1.694,0,-36.7136,WEAK,13.7116
33,-3,YCA.L,YELLOW CAKE PLC,Uranium,mid,555.0,0.6668,1.0761,1.0233,1.0177,STRONG_UP,6.12,17.73,-20.37,-23.13,46.61,31.5,0.0026,LOW,EARLY,594.05,596.36,576.158,0,26.2413,WEAK,12.3519
