rank,delta_rank,ticker,name,commodity,type,cap_band,close,rs_ratio,rs_5,rs_21,rs_63,rs_trend,ret_6m,ret_12m,ret_24m,max_dd,persist_frac,vol_63,rel_vol,vol_label,acc_watch,sma20,sma50,sma200,pass_trend,mqs,regime_label,score_final
2,0,5802.T,Sumitomo Electric Industries,lithium,producer,large,9926.0,2.2098,0.9952,0.8466,1.3873,FLAT,129.36,395.79,325.91,-22.31,58.44,75.26,1.5513,HIGH,-,9620.2678,9283.4775,5931.2824,1,307.3351,TREND+LEAD,82.0144
21,6,002738.SZ,SINOMINE RESOURCE GROUP CO-A,lithium,producer,large,82.92,1.2704,1.0253,0.9491,0.828,STRONG_UP,73.51,185.02,123.28,-34.96,51.45,61.98,1.7594,HIGH,-,72.4485,79.9418,58.8191,1,153.5835,TREND+LEAD,53.8508
28,18,LGD.TO,Liberty Gold Corp,gold,producer,mid,1.53,2.4037,1.2057,1.2242,1.6848,STRONG_DOWN,121.74,378.13,378.13,-41.21,38.15,87.98,2.5202,HIGH,-,1.163,1.2822,0.8057,1,163.963,TREND+LEAD,52.8546
48,54,WGX.TO,Westgold Resources,gold,producer,mid,6.39,1.2261,1.0291,1.0492,1.0252,FLAT,30.67,143.89,166.25,-37.45,57.03,65.2,1.7718,HIGH,-,5.667,6.3532,4.8469,1,125.8624,TREND+LEAD,43.5087
50,11,OKLO,Oklo Inc.,uranium,producer,large,53.94,0.9993,1.0639,0.8729,0.522,STRONG_UP,-63.35,139.2,331.52,-73.83,50.2,86.37,0.7598,LOW,PROGRESS,52.149,60.5366,85.4754,0,80.9069,WEAK,42.995
61,53,SQM,QUIMICA Y MINERA CHIL-SP ADR,lithium,producer,large,87.63,1.0913,1.0284,1.0355,0.9858,FLAT,114.94,144.84,87.48,-19.47,51.81,56.61,1.6143,HIGH,-,79.3065,76.0202,58.006,1,132.5634,TREND+LEAD,41.138
66,3,29M.AX,29Metals,copper,producer,mid,0.395,1.3696,0.9921,0.9356,0.6506,STRONG_UP,-23.3,229.17,-20.2,-51.91,49.2,85.89,0.3485,LOW,SHIFT,0.3595,0.3949,0.4117,0,131.2726,WEAK,40.7126
72,7,LEU,Centrus Energy -A,uranium,producer,mid,191.99,1.2364,1.017,0.8651,0.6158,STRONG_UP,-47.21,195.96,358.65,-61.35,52.21,90.16,0.4118,LOW,PROGRESS,190.033,207.6696,250.9712,0,113.4775,WEAK,39.9658
74,-27,CXU.AX,Cauldron Energy,uranium,producer,small,0.056,2.9244,0.8872,1.9592,2.1365,STRONG_DOWN,166.67,600.0,27.27,-44.44,34.0,172.47,4.0165,HIGH,-,0.034,0.0317,0.0205,1,118.2814,TREND+LEAD,39.9127
84,61,WRN,Western Copper and Gold Ord Shs,gold,producer,mid,2.85,1.2679,1.083,0.9714,0.8147,STRONG_UP,29.55,152.21,100.7,-42.72,51.41,86.27,1.7381,HIGH,-,2.561,2.9242,2.2725,1,90.7064,TREND+LEAD,38.5883
