rank,delta_rank,ticker,name,sector,industry,cap_band,close,rs_ratio,rs_5,rs_21,rs_63,rs_trend,ret_6m,ret_12m,ret_24m,max_dd,persist_frac,vol_63,rel_vol,vol_label,acc_watch,sma20,sma50,sma200,pass_trend,mqs,regime_label,score_final
147,137,RGTI,RIGETTI COMPUTING INC,Information Technology,,mid,19.07,1.5194,0.9436,1.0635,1.085,STRONG_DOWN,-42.35,93.31,1401.57,-77.1,48.8,80.93,1.7042,HIGH,SHIFT,18.268,16.5738,22.9526,0,56.2648,WEAK,38.7686
150,85,QBTS,D WAVE QUANTUM INC,Information Technology,,mid,22.35,1.6371,0.9324,1.239,1.0638,FLAT,-23.9,108.29,1531.39,-71.01,49.6,93.38,1.7458,HIGH,SHIFT,20.913,18.0554,22.7986,0,57.522,WEAK,38.2102
151,48,INSM,Insmed Incorporated,Health Care,Biotechnology,large,116.0,1.3875,0.8412,0.7114,0.7306,FLAT,-39.56,76.53,349.09,-52.06,54.8,69.76,3.0483,HIGH,EARLY,132.9805,142.6248,155.8975,0,60.1207,WEAK,38.1725
231,105,HII,Huntington Ingalls Industries,Industrials,Aerospace & Defense,large,333.56,1.1831,1.0377,0.7883,0.7965,FLAT,5.47,50.53,37.11,-30.64,56.4,38.84,1.5222,HIGH,EARLY,357.7015,387.6992,339.6104,0,73.3711,WEAK,31.566
280,-21,APH,Amphenol,Information Technology,Electronic Components,large,127.87,1.1799,0.918,0.8089,0.8315,FLAT,-10.76,50.12,104.37,-28.19,57.2,44.24,1.5568,HIGH,EARLY,143.0625,136.3158,131.8496,0,64.806,WEAK,28.6107
364,89,PRIM,PRIMORIS SERVICES CORP,Industrials,,mid,113.3,1.1669,1.1126,0.6412,0.6399,STRONG_UP,-12.05,48.47,131.45,-50.11,54.8,116.68,1.8981,HIGH,EARLY,156.501,149.4131,135.5841,0,22.7628,WEAK,24.5602
403,41,ARQT,ARCUTIS BIOTHERAPEUTICS INC,Health Care,,mid,20.69,1.1767,0.851,0.7758,0.7274,STRONG_UP,-12.88,49.71,158.95,-33.78,49.6,60.24,1.5811,HIGH,EARLY,23.0765,23.2337,23.0989,0,40.9304,WEAK,23.1164
409,128,DG,Dollar General,Consumer Staples,Consumer Staples Merchandise Retail,large,102.98,0.9509,0.8797,0.8101,0.6573,STRONG_UP,3.5,20.98,-21.83,-33.78,49.6,35.99,1.6854,HIGH,EARLY,117.5545,123.8871,120.435,0,28.9139,WEAK,22.9622
432,104,ENSG,ENSIGN GROUP INC,Health Care,,large,176.04,0.9652,0.9947,0.8345,0.7768,STRONG_UP,-2.95,22.81,50.02,-21.48,49.6,23.3,1.5009,HIGH,EARLY,185.496,196.7358,182.6995,0,48.5465,WEAK,21.8774
563,257,TRI,Thomson Reuters,Technology,Computer Software,large,87.265,0.3792,0.9455,0.9331,0.9215,STRONG_UP,-34.87,-51.75,-46.21,-61.67,44.4,52.05,1.5856,HIGH,EARLY,92.5503,93.6417,129.7653,0,-44.1459,WEAK,18.7834
595,-55,IBP,INSTALLED BUILDING PRODUCTS INC,Consumer Discretionary,,mid,202.65,0.9425,0.6727,0.6597,0.5717,STRONG_UP,-20.56,19.92,-8.48,-40.64,48.4,72.0,1.8732,HIGH,EARLY,278.2845,279.79,270.8038,0,13.3894,WEAK,18.0769
670,20,LIF,LIFE360 INC,Information Technology,,mid,38.62,0.5091,0.885,0.9133,0.6847,FLAT,-58.61,-35.22,43.04,-65.64,51.2,75.19,1.591,HIGH,EARLY,44.626,42.8094,69.3694,0,-23.9849,WEAK,16.7927
731,270,BCO,BRINKS,Industrials,,mid,105.73,0.934,0.9642,0.9326,0.7561,STRONG_UP,-6.88,18.83,10.6,-27.95,48.0,43.57,1.5038,HIGH,EARLY,108.616,107.5768,113.5885,0,20.744,WEAK,15.498
739,318,ZBRA,Zebra Technologies,Information Technology,Electronic Equipment & Instruments,large,241.79,0.6285,1.0462,1.0034,0.8952,STRONG_UP,-7.23,-20.04,-23.48,-41.62,48.4,48.15,3.4161,HIGH,SHIFT,228.058,218.689,262.6769,0,-20.1417,WEAK,15.4259
748,183,TYL,Tyler Technologies,Information Technology,Application Software,large,309.65,0.4286,0.96,0.9038,0.8533,STRONG_UP,-33.33,-45.46,-35.64,-53.08,46.0,48.63,5.003,HIGH,EARLY,334.7795,340.197,442.7151,0,-43.0061,WEAK,15.2998
770,119,ZTS,Zoetis,Health Care,Pharmaceuticals,large,76.94,0.3828,0.6877,0.6003,0.5614,STRONG_UP,-35.22,-51.29,-52.95,-54.28,48.0,52.39,2.9971,HIGH,EARLY,109.4816,114.6759,129.1768,0,-46.9924,WEAK,14.9472
790,-80,RL,Ralph Lauren Corporation,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",large,337.14,0.9937,0.9006,0.8503,0.8791,FLAT,1.26,26.43,109.3,-14.94,50.0,39.61,1.5272,HIGH,EARLY,365.8075,355.3415,338.6371,0,33.3576,WEAK,14.5785
853,6,BOOT,BOOT BARN HOLDINGS INC,Consumer Discretionary,,mid,144.8,0.8424,0.8374,0.8557,0.7138,FLAT,-22.6,7.18,35.5,-35.01,48.0,47.78,2.1655,HIGH,EARLY,164.271,161.6852,178.2394,0,7.2129,WEAK,13.6997
857,-133,ACHR,ARCHER AVIATION INC CLASS A,Industrials,,mid,6.39,0.45,0.991,1.0602,0.857,FLAT,-24.38,-42.74,70.4,-63.78,47.6,57.92,1.7672,HIGH,SHIFT,6.0245,5.8958,8.2042,0,-35.1263,WEAK,13.6551
871,-202,HUBG,HUB GROUP INC CLASS A,Industrials,,mid,36.62,0.8214,0.8421,0.8645,0.8078,FLAT,4.09,4.51,-14.0,-35.62,52.4,45.99,2.7751,HIGH,EARLY,42.442,39.247,39.0861,0,5.1373,WEAK,13.481
919,43,TSCO,Tractor Supply,Consumer Discretionary,Other Specialty Retail,large,30.59,0.4676,0.9348,0.6392,0.5268,STRONG_UP,-44.35,-40.51,-41.81,-51.29,46.8,36.73,2.0917,HIGH,EARLY,36.4175,42.6728,51.847,0,-51.6177,WEAK,12.6483
932,25,FLR,FLUOR CORP,Industrials,,mid,44.73,0.9068,0.8204,0.8541,0.8833,STRONG_DOWN,-1.89,15.37,15.4,-30.19,48.8,55.12,1.5459,HIGH,EARLY,49.3385,47.687,45.4078,0,13.6101,WEAK,12.4614
933,72,SHAK,SHAKE SHACK INC CLASS A,Consumer Discretionary,,mid,66.03,0.4555,0.6801,0.6045,0.6361,FLAT,-29.7,-42.05,-35.32,-54.59,48.4,75.65,1.6153,HIGH,EARLY,93.623,92.5784,94.2911,0,-26.9021,WEAK,12.4436
934,157,CDW,CDW Corporation,Information Technology,Technology Distributors,large,99.3,0.4162,0.9056,0.7184,0.6912,STRONG_UP,-30.05,-47.05,-53.97,-47.05,48.8,52.11,2.1886,HIGH,EARLY,128.089,124.29,141.5073,0,-44.0607,WEAK,12.4384
998,-121,RDNT,RADNET INC,Health Care,,mid,56.0,0.7272,0.9494,0.9121,0.7536,STRONG_UP,-30.74,-7.48,0.5,-35.39,50.0,46.06,2.2346,HIGH,EARLY,57.72,59.1268,69.4808,0,-8.1241,WEAK,11.5085
1065,29,OPCH,OPTION CARE HEALTH INC,Health Care,,mid,19.59,0.4879,0.9523,0.6606,0.5282,STRONG_UP,-30.51,-37.93,-34.9,-46.46,43.2,58.98,2.3036,HIGH,EARLY,24.7065,27.1666,29.5678,0,-27.7802,WEAK,10.6285
1069,48,AZO,AutoZone,Consumer Discretionary,Automotive Retail,large,3409.8101,0.7353,0.9571,0.9143,0.8532,STRONG_UP,-8.54,-6.45,16.06,-25.48,49.6,31.41,2.0362,HIGH,EARLY,3547.626,3510.6062,3760.7584,0,-10.1789,WEAK,10.5891
1074,38,MELI,Mercado Libre,Consumer Discretionary,Catalog/Specialty Distribution,large,1578.78,0.4934,0.8524,0.8069,0.7313,STRONG_UP,-24.53,-37.23,-5.88,-40.42,49.2,46.18,2.0176,HIGH,EARLY,1796.565,1749.253,2069.9022,0,-39.663,WEAK,10.5363
1095,197,BRSL,BRIGHTSTAR LOTTERY PLC,Consumer Discretionary,,mid,11.55,0.7117,0.9069,0.8631,0.7716,STRONG_UP,-29.54,-9.45,-23.65,-34.93,48.0,34.08,2.3097,HIGH,EARLY,12.7795,12.7741,14.6527,0,-13.3128,WEAK,10.1845
1109,260,PEG,Public Service Enterprise Group,Utilities,Electric Utilities,large,78.62,0.8221,0.985,0.9014,0.8804,STRONG_UP,-4.03,4.6,13.85,-12.73,53.6,20.4,2.0035,HIGH,EARLY,79.8165,81.2682,81.202,0,12.0768,WEAK,9.9679
1125,179,CALM,CAL MAINE FOODS INC,Consumer Staples,,mid,78.88,0.6944,1.0311,0.9866,0.8906,STRONG_UP,-9.85,-11.65,55.15,-37.0,51.2,31.62,1.5711,HIGH,PROGRESS,76.1704,79.4563,87.5975,0,-18.8625,WEAK,9.6722
1167,190,STE,Steris,Health Care,Health Care Equipment,large,210.85,0.7223,0.9774,0.8823,0.8116,STRONG_UP,-19.93,-8.1,-7.75,-24.67,48.0,25.6,2.0059,HIGH,EARLY,217.0695,220.7356,242.0561,0,-15.1802,WEAK,9.1075
1172,44,OSIS,OSI SYSTEMS INC,Information Technology,,mid,227.41,0.7763,0.9409,0.7207,0.7956,FLAT,-20.36,-1.23,66.98,-26.57,52.0,51.33,1.9417,HIGH,EARLY,275.661,277.6374,261.2858,0,-1.2495,WEAK,9.0598
