rank,delta_rank,ticker,name,sector,cap_band,close,rs_ratio,rs_5,rs_21,rs_63,rs_trend,ret_6m,ret_12m,ret_24m,max_dd,persist_frac,vol_63,rel_vol,vol_label,acc_watch,sma20,sma50,sma200,pass_trend,mqs,regime_label,score_final
4,0,AQI.AX,Alicanto Minerals Limited,Gold,small,1.42,2.7557,0.9778,1.2585,1.0354,FLAT,123.27,294.44,617.17,-47.03,41.11,100.01,2.0036,HIGH,-,1.6175,1.6243,1.2568,1,121.034,TREND+LEAD,40.9218
5,10,DTR.AX,Dateline Resources Limited,Gold,mid,0.135,1.1939,0.9296,0.8076,0.4657,STRONG_UP,-44.9,70.89,1250.0,-79.23,45.45,90.1,1.2507,MED,EARLY,0.1818,0.2633,0.3188,0,35.7577,WEAK,33.6586
13,-2,KCN.AX,Kingsgate Consolidated Limited,Gold,mid,4.75,1.5691,1.0202,0.9443,0.9725,FLAT,8.03,124.6,191.78,-43.14,53.75,86.9,0.8362,LOW,EARLY,5.9165,5.8186,5.0261,0,77.0686,WEAK,27.3525
16,-4,NEM.AX,Newmont Corporation,Gold,large,137.3,1.1958,1.0613,1.0917,1.1167,STRONG_DOWN,2.07,71.16,128.04,-29.94,56.92,51.21,0.8284,LOW,EARLY,151.8814,156.0278,147.3856,0,79.0939,WEAK,25.7838
19,4,WGX.AX,Westgold Resources Limited,Gold,large,4.52,1.0506,1.0078,1.0492,0.9502,FLAT,-21.39,50.38,99.96,-43.85,51.38,62.06,0.9035,LOW,EARLY,5.1105,5.673,5.788,0,41.7083,WEAK,24.8373
22,-8,RSG.AX,Resolute Mining Limited,Gold,mid,1.02,1.2725,0.9787,0.9834,0.9399,FLAT,-5.56,82.14,88.89,-37.8,51.38,65.7,0.9008,LOW,EARLY,1.2391,1.3122,1.1937,0,64.239,WEAK,23.4272
31,13,EVN.AX,Evolution Mining Limited,Gold,large,10.73,0.9027,1.0064,1.0602,1.0202,FLAT,-7.64,29.21,199.66,-38.58,52.96,62.66,1.0923,MED,EARLY,12.162,12.7102,12.2689,0,24.6903,WEAK,21.0165
34,36,GMD.AX,Genesis Minerals Limited,Gold,large,4.88,0.761,0.9682,0.985,0.9655,FLAT,-20.91,8.93,168.87,-42.04,51.38,67.03,1.5723,HIGH,EARLY,5.9095,6.13,6.3758,0,6.844,WEAK,20.6077
37,30,AS1.AX,Asara Resources Limited,Gold,small,0.135,1.6261,1.0898,1.1845,1.1718,FLAT,66.67,132.76,1127.27,-35.48,35.97,124.93,1.8488,HIGH,-,0.1413,0.1351,0.1055,1,38.224,TREND+LEAD,19.3947
39,-11,ATM.AX,Aneka Tambang (Persero) Tbk,Gold,large,0.99,0.8812,1.1143,1.3363,1.3386,STRONG_DOWN,4.76,26.13,-2.16,-26.41,21.74,15.22,12.4534,HIGH,EARLY,1.018,0.995,0.9931,0,37.3249,WEAK,19.086
40,3,RMS.AX,Ramelius Resources Limited,Gold,large,2.82,0.7345,1.0064,1.0367,0.8847,FLAT,-18.83,5.14,61.21,-43.63,47.43,58.94,1.3913,MED,EARLY,3.2295,3.5306,3.8064,0,4.1331,WEAK,18.7735
42,-5,SBM.AX,St Barbara Limited,Gold,mid,0.505,1.0377,0.9852,0.992,0.8881,FLAT,-3.81,48.53,119.57,-41.28,43.48,66.99,0.9803,LOW,EARLY,0.5887,0.6321,0.5958,0,31.4981,WEAK,18.2813
43,-7,VAU.AX,Vault Minerals Limited,Gold,mid,3.8,0.9979,1.0087,1.0529,0.9888,FLAT,-19.9,42.84,34.72,-41.81,50.99,61.88,0.8669,LOW,EARLY,4.342,4.4844,4.7718,0,35.2971,WEAK,18.2553
45,12,A8G.AX,Australasian Metals Limited,Gold,small,0.1,1.0125,1.1824,1.5483,1.6407,STRONG_DOWN,25.0,44.93,25.0,-58.71,19.76,53.91,5.9738,HIGH,-,0.0906,0.0806,0.088,1,16.4676,TREND+LEAD,18.0541
47,17,PRU.AX,Perseus Mining Limited,Gold,large,4.67,0.9199,1.0635,1.1114,1.1423,STRONG_DOWN,-11.13,31.67,109.47,-28.47,49.01,44.86,1.3869,MED,EARLY,5.2235,5.391,5.2308,0,34.596,WEAK,17.924
52,13,PNR.AX,Pantoro Gold Limited,Gold,mid,2.4,0.4777,0.9211,0.9209,0.8343,STRONG_UP,-49.69,-31.62,56.86,-63.36,50.99,71.21,1.6337,HIGH,EARLY,3.026,3.3514,4.6431,0,-22.6443,WEAK,17.4488
58,10,BGL.AX,Bellevue Gold Limited,Gold,mid,1.25,0.9492,0.969,0.9763,0.9693,FLAT,-10.39,35.87,-33.51,-37.19,49.8,73.26,1.1569,MED,EARLY,1.509,1.5898,1.4585,0,24.3831,WEAK,16.6751
64,7,BC8.AX,Black Cat Syndicate Limited,Gold,mid,0.915,0.7702,0.9194,0.983,0.9469,FLAT,-9.85,10.24,210.17,-42.45,49.41,83.03,2.3596,HIGH,EARLY,1.1172,1.1471,1.2032,0,6.0943,WEAK,15.9378
69,4,STK.AX,Strickland Metals Limited,Gold,mid,0.096,0.4968,0.9772,0.8423,0.574,STRONG_UP,-46.67,-28.89,-16.52,-60.82,34.39,86.97,0.6607,LOW,EARLY,0.1128,0.1579,0.1826,0,-11.4234,WEAK,15.4707
70,-8,RRL.AX,Regis Resources Limited,Gold,mid,5.58,0.8494,1.0352,1.0977,0.9222,FLAT,-19.39,21.58,225.14,-41.77,53.36,57.29,0.9466,LOW,EARLY,6.2765,6.791,6.8475,0,20.1011,WEAK,15.454
71,-16,NST.AX,Northern Star Resources Limited,Gold,large,18.54,0.6262,0.9997,1.1391,0.9324,FLAT,-28.02,-10.37,41.64,-45.32,51.38,71.7,0.7542,LOW,EARLY,19.79,21.3116,23.9242,0,-7.4287,WEAK,15.4031
78,-18,CMM.AX,Capricorn Metals Ltd,Gold,mid,11.5,0.8847,0.9755,1.0826,1.1887,STRONG_DOWN,-12.97,26.63,160.1,-41.12,54.55,66.22,0.9416,LOW,EARLY,13.422,12.5808,13.0961,0,21.9358,WEAK,14.7377
81,-6,SMI.AX,Santana Minerals Limited,Gold,mid,0.52,0.6055,1.0495,1.061,0.7905,FLAT,-34.59,-13.33,46.48,-55.56,46.25,61.71,0.3873,LOW,EARLY,0.5755,0.6222,0.8003,0,-9.993,WEAK,13.5707
82,4,TCG.AX,Turaco Gold Limited,Gold,mid,0.45,0.6416,1.0535,1.039,0.835,STRONG_UP,-40.4,-8.16,119.51,-48.28,45.85,75.62,0.9797,LOW,EARLY,0.5205,0.575,0.6024,0,-4.9496,WEAK,13.4279
88,-29,SX2.AX,Southern Cross Gold Consolidated Ltd,Gold,mid,9.15,0.8866,0.9512,1.2103,1.2372,STRONG_DOWN,11.45,26.91,140.79,-34.88,51.38,67.66,0.8215,LOW,EARLY,10.071,10.1148,9.2975,0,20.4328,WEAK,12.7548
94,13,CYL.AX,Catalyst Metals Limited,Gold,mid,4.72,0.5177,1.0251,1.1193,0.9421,FLAT,-28.48,-25.9,374.37,-51.04,48.62,75.45,1.1592,MED,EARLY,5.3545,5.8126,7.0753,0,-16.6917,WEAK,12.3562
115,-22,OBM.AX,Ora Banda Mining Ltd,Gold,mid,1.09,0.7429,0.9416,1.0247,1.0363,STRONG_DOWN,-9.92,6.34,220.59,-38.76,49.41,97.55,0.9383,LOW,EARLY,1.3325,1.3472,1.2871,0,3.212,WEAK,10.6109
125,10,R8R.AX,Regener8 Resources NL,Gold,small,0.135,0.6737,1.0535,1.4214,1.0684,FLAT,-3.57,-3.57,22.73,-37.14,10.28,95.36,3.2146,HIGH,-,0.1355,0.136,0.1307,1,-0.385,TREND_ONLY,9.2835
