rank,delta_rank,ticker,name,sector,cap_band,close,rs_ratio,rs_5,rs_21,rs_63,rs_trend,ret_6m,ret_12m,ret_24m,max_dd,persist_frac,vol_63,rel_vol,vol_label,acc_watch,sma20,sma50,sma200,pass_trend,mqs,regime_label,score_final
2,1,TM1.AX,Terra Metals Limited,Gold,small,0.355,7.4809,1.3231,1.0942,1.0387,STRONG_UP,195.83,1167.86,655.32,-46.49,43.87,106.55,2.0916,HIGH,-,0.3067,0.3048,0.2129,1,480.8436,TREND+LEAD,124.9345
6,-1,DTR.AX,Dateline Resources Limited,Gold,mid,0.195,2.092,0.9993,0.8655,0.8325,STRONG_UP,-30.36,254.55,1525.0,-71.54,46.64,109.43,0.3601,LOW,EARLY,0.2187,0.3365,0.32,0,108.4894,WEAK,41.98
7,15,BCM.AX,Brazilian Critical Minerals Limited,Gold,small,0.04,2.6224,1.2058,1.3054,1.4467,STRONG_DOWN,48.15,344.44,81.82,-50.0,36.76,114.8,1.5903,HIGH,-,0.0345,0.0314,0.029,1,110.2942,TREND+LEAD,38.2846
10,1,FXG.AX,Felix Gold Limited,Gold,small,0.39,1.6437,1.2113,1.633,1.5158,FLAT,-13.33,178.57,550.0,-71.15,44.27,102.24,2.6261,HIGH,-,0.2992,0.2822,0.3638,1,77.3216,TREND+LEAD,36.1364
15,-5,WGX.AX,Westgold Resources Limited,Gold,large,4.96,1.0315,0.989,0.9067,0.8531,STRONG_UP,-15.21,74.83,128.4,-38.51,51.38,63.52,0.7262,LOW,EARLY,5.472,5.8268,5.6704,0,60.5245,WEAK,27.2898
28,9,GMD.AX,Genesis Minerals Limited,Gold,large,5.9,0.8021,1.0012,1.0359,1.0611,STRONG_DOWN,-10.61,35.94,229.61,-36.46,52.17,65.98,1.5057,HIGH,EARLY,6.1135,6.1694,6.2823,0,28.4213,WEAK,21.9271
29,27,STN.AX,Saturn Metals Limited,Gold,small,0.55,1.0469,1.1744,1.1625,1.3386,FLAT,8.91,77.42,100.0,-45.65,46.64,94.03,2.1538,HIGH,-,0.5115,0.4969,0.5112,1,38.4009,TREND+LEAD,21.5449
30,-10,SBM.AX,St Barbara Limited,Gold,mid,0.555,1.0396,0.8958,0.9402,0.9206,FLAT,5.71,76.19,94.74,-38.37,43.87,63.26,0.5043,LOW,EARLY,0.6295,0.6386,0.5824,0,52.8371,WEAK,21.4397
33,-7,PDI.AX,Predictive Discovery Limited,Gold,mid,0.72,0.988,0.8154,0.8366,0.9973,STRONG_DOWN,26.32,67.44,289.19,-30.85,47.43,71.02,1.5141,HIGH,-,0.913,0.8775,0.7048,1,45.0404,TREND_ONLY,20.9079
39,-3,VAU.AX,Vault Minerals Limited,Gold,mid,4.4,0.9,1.0296,1.03,1.0191,FLAT,-2.59,52.52,50.85,-41.81,50.59,59.82,0.5992,LOW,EARLY,4.587,4.4926,4.687,0,44.4205,WEAK,19.9288
51,2,NST.AX,Northern Star Resources Limited,Gold,large,18.83,0.5588,0.965,0.9558,0.8436,STRONG_UP,-28.52,-5.3,40.0,-45.32,51.78,66.0,1.3151,MED,EARLY,20.7695,21.3818,23.8074,0,-4.1552,WEAK,18.7936
56,3,RMS.AX,Ramelius Resources Limited,Gold,large,3.2,0.6864,1.0217,0.9545,0.8601,STRONG_UP,-8.68,16.33,69.67,-38.63,47.83,58.89,0.8544,LOW,EARLY,3.4155,3.6628,3.7812,0,13.2643,WEAK,17.6836
59,-18,RRL.AX,Regis Resources Limited,Gold,mid,6.35,0.78,1.0169,0.9587,0.9461,STRONG_UP,-7.75,32.2,233.19,-39.58,53.75,59.15,0.8958,LOW,EARLY,6.756,6.9212,6.7352,0,29.2578,WEAK,17.4527
63,8,STK.AX,Strickland Metals Limited,Gold,mid,0.1,0.4917,0.9318,0.6165,0.5314,STRONG_UP,-44.44,-16.67,0.0,-59.18,35.18,86.33,0.5491,LOW,EARLY,0.142,0.1789,0.1842,0,-6.7918,WEAK,15.9127
66,6,BC8.AX,Black Cat Syndicate Limited,Gold,mid,1.045,0.7384,1.0152,0.9869,0.9824,STRONG_UP,3.98,25.15,226.56,-41.51,50.2,76.33,0.4783,LOW,EARLY,1.131,1.1304,1.1881,0,16.5402,WEAK,15.6273
68,-5,SMI.AX,Santana Minerals Limited,Gold,mid,0.58,0.6166,0.9666,0.9751,0.8034,FLAT,-31.36,4.5,51.3,-52.14,47.04,57.22,0.4499,LOW,EARLY,0.6108,0.6758,0.8033,0,3.7031,WEAK,15.1839
69,-11,TCG.AX,Turaco Gold Limited,Gold,mid,0.545,0.7146,1.0344,1.0164,0.9721,STRONG_UP,15.96,21.11,147.73,-42.53,46.64,77.62,0.9575,LOW,EARLY,0.5683,0.6038,0.6025,0,12.6852,WEAK,15.1622
72,1,PNR.AX,Pantoro Gold Limited,Gold,mid,3.13,0.5384,1.0315,0.9213,0.7675,STRONG_UP,-37.27,-8.75,104.58,-54.05,51.38,83.08,0.6122,LOW,EARLY,3.2845,3.47,4.7229,0,-5.4091,WEAK,14.9508
95,3,CYL.AX,Catalyst Metals Limited,Gold,mid,5.31,0.4934,0.9968,0.9382,0.835,STRONG_UP,-28.92,-16.38,400.94,-47.72,49.41,76.86,0.5223,LOW,EARLY,5.4985,6.0488,7.16,0,-10.5287,WEAK,12.275
100,20,WSR.AX,Westar Resources Limited,Gold,small,0.007,0.9178,1.0249,1.1096,1.1393,STRONG_DOWN,0.0,55.56,-30.0,-45.0,11.86,115.55,6.9625,HIGH,-,0.007,0.0065,0.0069,1,5.7022,TREND_ONLY,11.5294
