rank,delta_rank,ticker,name,sector,cap_band,close,rs_ratio,rs_5,rs_21,rs_63,rs_trend,ret_6m,ret_12m,ret_24m,max_dd,persist_frac,vol_63,rel_vol,vol_label,acc_watch,sma20,sma50,sma200,pass_trend,mqs,regime_label,score_final
5,4,1164.HK,CGN MINING CO LTD,Uranium,large,3.45,1.2304,1.0011,0.8596,0.7794,STRONG_UP,2.37,132.28,33.9,-34.41,49.59,60.07,1.1369,MED,EARLY,3.992,4.1034,3.5293,0,109.2015,WEAK,38.6293
10,3,LEU,CENTRUS ENERGY CORP-CLASS A,Uranium,mid,182.6,1.0101,0.9816,1.0032,0.9415,FLAT,-28.07,90.7,318.42,-61.35,51.2,77.37,1.0986,MED,EARLY,205.565,198.3786,250.652,0,60.0245,WEAK,32.2847
12,6,MGA.TO,MEGA URANIUM LTD,Uranium,small,0.69,1.4057,1.014,1.0432,1.1626,STRONG_DOWN,81.58,165.38,81.58,-31.58,40.8,81.63,1.9,HIGH,-,0.7255,0.6606,0.5081,1,82.6619,TREND+LEAD,27.4097
16,-1,SLX.AX,SILEX SYSTEMS LTD,Uranium,mid,5.58,0.8984,1.04,1.0474,0.8599,FLAT,-39.61,69.6,-15.84,-53.38,52.17,76.06,0.4601,LOW,EARLY,5.994,5.7104,6.5759,0,47.7424,WEAK,23.7263
23,-2,DYL.AX,DEEP YELLOW LTD,Uranium,mid,1.71,0.7246,1.0829,0.9424,0.7416,STRONG_UP,3.01,36.8,1.79,-44.5,47.83,71.66,0.469,LOW,EARLY,1.861,1.8637,1.9328,0,24.5624,WEAK,17.8992
24,1,SMR,NUSCALE POWER CORP,Uranium,mid,11.23,0.2461,0.9685,0.9932,0.8089,FLAT,-51.49,-53.54,84.4,-82.86,45.2,92.45,0.8699,LOW,EARLY,12.317,11.5784,23.8596,0,-26.1751,WEAK,17.8747
25,-8,7011.T,MITSUBISHI HEAVY INDUSTRIES,Uranium,large,4080.0,0.7682,1.0667,0.9587,0.8462,STRONG_UP,-8.16,45.03,207.93,-21.24,47.52,46.55,0.9945,LOW,EARLY,4516.8,4624.5819,4239.9916,0,45.9696,WEAK,17.4107
28,2,BOE.AX,BOSS ENERGY LTD,Uranium,mid,1.32,0.188,1.0223,0.8636,0.8223,STRONG_UP,-24.57,-64.52,-76.84,-74.73,42.29,74.19,0.5284,LOW,EARLY,1.4828,1.5442,1.6983,0,-36.7757,WEAK,14.6058
30,-1,YCA.L,YELLOW CAKE PLC,Uranium,mid,571.5,0.6499,1.1217,1.0464,0.9265,STRONG_UP,6.72,22.69,-16.45,-22.37,46.61,30.94,0.8497,LOW,EARLY,599.35,598.65,575.428,0,34.1849,WEAK,13.5944
37,5,GLO.TO,GLOBAL ATOMIC CORP,Uranium,small,0.71,0.4424,0.9805,0.9456,1.0576,FLAT,42.0,-16.47,-67.28,-56.6,41.2,66.04,2.0909,HIGH,-,0.7925,0.8098,0.6942,1,-10.2754,TREND_ONLY,11.6721
