rank,delta_rank,ticker,name,sector,cap_band,close,rs_ratio,rs_5,rs_21,rs_63,rs_trend,ret_6m,ret_12m,ret_24m,max_dd,persist_frac,vol_63,rel_vol,vol_label,acc_watch,sma20,sma50,sma200,pass_trend,mqs,regime_label,score_final
4,0,DTR.AX,Dateline Resources Limited,Gold,mid,0.21,3.1121,0.8392,0.5313,0.6926,FLAT,-16.0,556.25,1809.09,-71.54,47.43,108.03,1.5036,HIGH,EARLY,0.2718,0.3691,0.3165,0,244.2186,WEAK,81.4055
10,-1,ERM.AX,Emmerson Resources Limited,Gold,small,0.405,1.3719,0.9495,0.9997,1.4015,STRONG_DOWN,39.66,189.29,664.15,-23.81,44.27,69.06,3.1918,HIGH,-,0.4015,0.3871,0.2916,1,121.3391,TREND+LEAD,34.3526
34,33,TOK.AX,Tolu Minerals Limited,Gold,small,1.525,0.8661,0.9577,1.0429,1.2381,STRONG_DOWN,14.23,82.63,199.02,-33.13,44.66,59.51,1.5808,HIGH,-,1.4815,1.4466,1.2764,1,62.0142,TREND_ONLY,21.7866
40,1,GMD.AX,Genesis Minerals Limited,Gold,large,6.14,0.7084,0.9228,0.956,0.9179,FLAT,4.42,49.39,236.44,-36.46,52.17,66.77,0.656,LOW,EARLY,6.2995,6.3624,6.1762,0,38.5917,WEAK,20.7194
41,10,HAW.AX,Hawthorn Resources Limited,Gold,small,0.1,0.9298,0.8792,1.0121,0.7818,FLAT,19.05,96.08,49.25,-40.69,26.88,57.43,2.3797,HIGH,-,0.1017,0.0976,0.0886,1,44.9693,TREND_ONLY,20.6635
52,-9,NST.AX,Northern Star Resources Limited,Gold,large,20.75,0.5248,0.8762,0.875,0.7821,STRONG_UP,-14.05,10.67,48.52,-45.32,53.36,66.04,0.8583,LOW,EARLY,22.2625,22.8735,23.6105,0,8.6201,WEAK,19.2855
53,-18,RRL.AX,Regis Resources Limited,Gold,mid,6.62,0.6913,0.8623,0.9293,0.8553,FLAT,4.69,45.79,228.9,-39.58,53.75,57.75,0.7387,LOW,EARLY,7.205,7.3145,6.6242,0,42.6149,WEAK,19.0059
60,1,RMS.AX,Ramelius Resources Limited,Gold,large,3.45,0.6167,0.9054,0.9093,0.794,FLAT,2.22,30.05,80.22,-33.84,47.83,57.24,0.4838,LOW,EARLY,3.6925,3.8555,3.7479,0,25.1081,WEAK,17.2405
64,7,SMI.AX,Santana Minerals Limited,Gold,mid,0.63,0.5482,0.9309,0.9517,0.6393,FLAT,-23.64,15.6,74.19,-52.14,47.43,57.49,0.5892,LOW,EARLY,0.638,0.7228,0.8027,0,12.8672,WEAK,16.8769
69,9,GBR.AX,Great Boulder Resources Limited,Gold,small,0.11,0.8025,0.8792,1.1133,1.1727,STRONG_DOWN,50.68,69.23,69.23,-45.16,42.29,112.86,1.9423,HIGH,-,0.1025,0.1059,0.0874,1,25.9416,TREND_ONLY,16.4122
70,-1,PNR.AX,Pantoro Gold Limited,Gold,mid,3.41,0.493,0.9488,0.9277,0.7561,STRONG_UP,-29.69,3.96,133.24,-52.82,51.38,82.03,0.7014,LOW,EARLY,3.551,3.8114,4.7489,0,2.4825,WEAK,16.0849
72,11,STK.AX,Strickland Metals Limited,Gold,mid,0.15,0.6467,0.942,0.6747,0.6596,STRONG_UP,-9.09,36.36,50.0,-42.86,35.97,76.52,0.6666,LOW,EARLY,0.1795,0.1971,0.1854,0,17.0936,WEAK,16.0037
77,10,TCG.AX,Turaco Gold Limited,Gold,mid,0.56,0.6036,0.8952,0.8996,0.8822,FLAT,30.23,27.27,166.67,-37.36,46.64,74.62,1.2019,MED,EARLY,0.6057,0.6401,0.5982,0,17.0464,WEAK,15.1928
90,2,CYL.AX,Catalyst Metals Limited,Gold,mid,5.38,0.403,0.9385,0.8263,0.727,STRONG_UP,-23.47,-15.01,540.48,-47.72,48.22,74.9,1.046,MED,EARLY,5.9655,6.4298,7.1554,0,-9.662,WEAK,13.8058
98,16,TBR.AX,Tribune Resources Ltd,Gold,small,5.96,0.577,0.9906,1.0967,0.9251,FLAT,-0.17,21.68,50.29,-27.97,47.43,48.52,4.8808,HIGH,-,5.4575,5.6687,5.9146,1,21.1923,TREND_ONLY,12.5328
116,-16,ATM.AX,Aneka Tambang (Persero) Tbk,Gold,large,0.975,0.4889,0.8837,1.0018,1.0239,STRONG_DOWN,3.72,3.1,-1.88,-26.41,20.95,8.12,0.0,LOW,PROGRESS,0.9735,0.9862,1.0029,0,8.0044,WEAK,10.2481
123,12,GG8.AX,Gorilla Gold Mines Ltd,Gold,small,0.425,0.4156,0.9833,1.229,0.9751,FLAT,6.25,-12.37,907.2,-45.05,39.53,69.45,1.9181,HIGH,-,0.37,0.3727,0.4245,1,-7.0415,TREND_ONLY,9.8423
129,-2,GUL.AX,Gullewa Limited,Gold,small,0.098,0.5809,0.8616,1.0781,1.0888,STRONG_DOWN,16.67,22.5,95.29,-30.0,25.69,61.22,2.2662,HIGH,-,0.0949,0.0967,0.0869,1,9.4418,TREND_ONLY,9.0588
