rank,delta_rank,ticker,name,sector,cap_band,close,peer_rs_score,rs_5,rs_21,rs_63,rs_trend,ret_6m,ret_12m,ret_24m,max_dd,persist_frac,vol_63,rel_vol,vol_label,acc_watch,sma20,sma50,sma200,pass_trend,mqs,regime_label,score_final
1,0,DTR.AX,Dateline Resources Limited,Gold,mid,0.295,100.0,-0.2713,-0.4654,-0.1102,FLAT,-26.25,4114.29,2169.23,-71.54,47.41,118.73,1.364,MED,EARLY,0.433,0.3896,0.3072,0,1642.8727,LAGGARD,368.9678
3,0,A1G.AX,African Gold Limited,Gold,small,1.04,97.99,0.0159,0.1395,0.7115,STRONG_DOWN,205.88,766.67,2788.89,-37.36,48.21,79.2,5.5913,HIGH,-,0.9477,0.9353,0.5341,1,466.6793,LEADER,116.9481
4,0,TM1.AX,Terra Metals Limited,Gold,small,0.345,98.66,0.181,0.1336,1.0524,FLAT,122.58,1226.92,538.89,-46.49,43.43,167.91,1.5163,HIGH,-,0.2935,0.3305,0.1819,1,317.3442,LEADER,89.1902
5,2,VTM.AX,Victory Metals Limited,Gold,small,1.88,93.29,0.0475,0.2707,0.56,STRONG_DOWN,50.4,327.27,717.39,-46.36,46.53,82.29,2.8838,HIGH,-,1.6012,1.4271,1.2892,1,185.0529,LEADER,54.915
13,3,ERM.AX,Emmerson Resources Limited,Gold,small,0.425,86.58,0.0032,0.0717,0.5764,STRONG_DOWN,57.41,193.1,844.44,-23.81,43.82,73.76,2.1695,HIGH,-,0.387,0.3631,0.2722,1,114.7206,LEADER,33.7132
17,22,GML.AX,Gateway Mining Limited,Gold,small,0.074,79.19,0.0958,0.0793,0.1494,FLAT,-16.85,146.67,289.47,-44.76,37.45,69.12,3.572,HIGH,-,0.0647,0.0701,0.0644,1,79.4657,LEADER,31.2291
48,9,PNR.AX,Pantoro Gold Limited,Gold,mid,3.82,37.58,0.0127,0.0303,-0.1644,FLAT,-36.75,26.49,155.35,-52.82,52.19,86.94,1.0172,MED,PROGRESS,3.5415,4.2742,4.7325,0,15.902,WEAK,19.9059
49,27,STN.AX,Saturn Metals Limited,Gold,small,0.575,61.74,0.0001,0.3606,0.231,FLAT,-0.86,69.12,173.81,-45.65,47.01,102.5,1.7212,HIGH,-,0.491,0.5048,0.4991,1,31.6997,CONTENDER,19.7464
75,8,SMI.AX,Santana Minerals Limited,Gold,mid,0.685,29.53,0.0137,-0.1904,-0.255,STRONG_UP,-28.27,14.17,61.81,-43.16,46.22,59.8,0.8759,LOW,EARLY,0.7045,0.8206,0.7992,0,10.9496,WEAK,15.0726
84,3,CMM.AX,Capricorn Metals Ltd,Gold,mid,11.8,32.21,-0.013,0.049,-0.0956,FLAT,-18.67,16.52,127.44,-41.12,54.58,66.52,0.5621,LOW,PROGRESS,11.2,12.4647,12.4637,0,13.5524,WEAK,14.2223
96,-5,CYL.AX,Catalyst Metals Limited,Gold,mid,6.63,18.79,-0.0251,0.0153,-0.1788,FLAT,-19.34,-0.75,636.67,-41.6,47.81,77.7,0.7684,LOW,PROGRESS,6.411,7.0672,7.1012,0,-0.4606,WEAK,11.4649
108,16,ATM.AX,Aneka Tambang (Persero) Tbk,Gold,large,0.985,25.5,-0.0088,-0.0901,0.1672,FLAT,-7.08,5.75,-0.88,-26.41,20.32,22.74,0.0142,LOW,EARLY,0.992,0.9974,1.0135,0,5.1346,WEAK,10.6444
