rank,delta_rank,ticker,name,sector,industry,cap_band,close,rs_ratio,rs_5,rs_21,rs_63,rs_trend,ret_6m,ret_12m,ret_24m,max_dd,persist_frac,vol_63,rel_vol,vol_label,acc_watch,sma20,sma50,sma200,pass_trend,mqs,regime_label,score_final
110,54,OKLO,OKLO INC CLASS A,Utilities,,mid,79.62,2.2195,1.0755,1.4607,1.1799,FLAT,-29.06,193.58,455.23,-73.83,50.8,97.8,1.995,HIGH,SHIFT,66.25,60.6434,86.4147,0,100.5529,WEAK,48.9961
290,47,JOBY,JOBY AVIATION INC CLASS A,Industrials,,mid,10.52,1.2388,1.121,1.1229,1.024,FLAT,-28.73,63.86,95.9,-61.06,49.2,70.0,2.5374,HIGH,SHIFT,8.946,9.168,13.3957,0,44.8865,WEAK,31.947
310,137,SMCI,Supermicro,Information Technology,"Technology Hardware, Storage & Peripherals",large,34.66,0.8067,1.2388,1.3662,1.0346,FLAT,-26.88,6.71,-57.7,-66.18,48.0,108.39,3.3508,HIGH,SHIFT,27.7235,27.6678,37.4362,0,2.9723,WEAK,30.3306
370,144,ADPT,ADAPTIVE BIOTECHNOLOGIES CORP,Health Care,,mid,14.43,1.2382,1.0022,0.8957,0.8068,STRONG_UP,-14.72,63.79,363.99,-39.35,51.2,65.77,2.4752,HIGH,SHIFT,14.087,14.2584,14.957,0,49.6595,WEAK,26.9545
398,-7,HII,Huntington Ingalls Industries,Industrials,Aerospace & Defense,large,319.54,1.0689,0.859,0.7156,0.7991,FLAT,1.92,41.39,34.18,-29.57,55.6,45.86,1.5511,HIGH,EARLY,373.1015,397.5349,338.3724,0,50.1856,WEAK,25.9454
403,159,SMR,NUSCALE POWER CORP CLASS A,Industrials,,mid,13.52,0.6154,1.0626,1.2631,0.8389,FLAT,-62.05,-18.6,138.87,-82.86,47.2,100.09,1.5414,HIGH,SHIFT,11.739,11.6582,25.1586,0,-8.7728,WEAK,25.8511
481,19,ACAD,ACADIA PHARMACEUTICALS INC,Health Care,,mid,21.48,1.0965,0.937,0.8771,0.8431,STRONG_UP,-1.69,45.04,24.52,-27.58,48.0,40.98,1.8485,HIGH,EARLY,22.038,22.0446,23.7454,0,52.7521,WEAK,23.633
517,-439,PRIM,PRIMORIS SERVICES CORP,Industrials,,mid,101.23,1.1504,0.5472,0.5955,0.6304,STRONG_DOWN,-20.83,52.18,113.95,-50.11,55.2,115.63,12.7839,HIGH,EARLY,167.2265,152.7359,135.1752,0,24.9084,WEAK,22.8529
558,111,AXON,Axon Enterprise,Industrials,Aerospace & Defense,large,385.86,0.4847,0.9405,0.9078,0.8891,STRONG_UP,-45.36,-35.88,23.38,-60.28,52.8,66.69,1.788,HIGH,EARLY,390.5585,451.053,595.5125,0,-28.4106,WEAK,21.7958
561,106,PAX,PATRIA INVESTMENTS LTD CLASS A,Financials,,mid,12.92,0.9278,0.98,0.9606,0.8746,STRONG_UP,-12.16,22.73,10.19,-35.64,53.2,32.41,1.6088,HIGH,SHIFT,12.827,12.3756,13.9853,0,37.3025,WEAK,21.7529
