rank,delta_rank,ticker,name,sector,cap_band,close,rs_ratio,rs_5,rs_21,rs_63,rs_trend,ret_6m,ret_12m,ret_24m,max_dd,persist_frac,vol_63,rel_vol,vol_label,acc_watch,sma20,sma50,sma200,pass_trend,mqs,regime_label,score_final
6,1,KCN.AX,Kingsgate Consolidated Limited,Gold,mid,4.1,1.4684,0.9267,0.7983,0.7795,STRONG_UP,5.26,176.03,218.18,-43.14,55.38,77.14,0.5686,LOW,EARLY,5.866,5.9783,4.1929,0,126.3772,WEAK,37.3278
15,21,CTO.AX,Citigold Corporation Limited,Gold,small,0.02,2.6599,1.1434,1.5003,1.3301,FLAT,185.71,400.0,344.44,-43.48,23.51,125.57,5.0415,HIGH,-,0.0172,0.0174,0.0108,1,74.8905,TREND+LEAD,30.2601
26,9,GMD.AX,Genesis Minerals Limited,Gold,large,5.62,0.8059,1.021,1.0213,0.8092,FLAT,-3.93,51.48,190.44,-36.46,53.39,66.39,1.3159,MED,EARLY,6.445,6.9722,5.8809,0,41.4016,WEAK,23.6041
37,0,RMS.AX,Ramelius Resources Limited,Gold,large,3.52,0.8071,1.0336,1.0432,0.9049,FLAT,-6.19,51.72,106.23,-33.84,50.6,57.84,0.9519,LOW,EARLY,3.993,4.365,3.566,0,45.2476,WEAK,20.9686
39,-9,VAU.AX,Vault Minerals Limited,Gold,mid,3.96,0.7385,1.0661,0.922,0.7869,STRONG_UP,-7.8,38.81,56.39,-41.81,49.8,58.02,1.16,MED,EARLY,4.7057,5.2596,4.3073,0,33.3157,WEAK,20.8594
45,26,SMI.AX,Santana Minerals Limited,Gold,mid,0.665,0.6551,0.8233,0.976,0.765,FLAT,-19.88,23.15,51.14,-43.16,47.41,59.05,1.6839,HIGH,EARLY,0.8133,0.939,0.7896,0,18.5852,WEAK,18.9549
48,3,NST.AX,Northern Star Resources Limited,Gold,large,18.55,0.5513,1.0476,0.834,0.7423,STRONG_UP,-20.25,3.63,31.97,-45.32,55.38,69.73,0.8214,LOW,EARLY,23.2641,26.1347,22.903,0,2.8856,WEAK,18.2461
55,2,CMM.AX,Capricorn Metals Ltd,Gold,mid,10.22,0.6757,1.0556,0.9414,0.7574,STRONG_UP,-20.19,27.02,92.92,-41.12,55.38,60.71,0.9909,LOW,EARLY,12.1043,13.3634,12.3401,0,24.6467,WEAK,17.0345
57,-10,PNR.AX,Pantoro Gold Limited,Gold,mid,3.18,0.5854,1.0002,0.7468,0.6661,STRONG_UP,-51.0,10.03,167.23,-52.82,51.79,82.07,0.5992,LOW,EARLY,4.06,4.712,4.696,0,6.3323,WEAK,16.8034
71,1,OBM.AX,Ora Banda Mining Ltd,Gold,mid,1.115,0.5442,1.0321,1.1671,0.7679,FLAT,-3.04,2.29,271.67,-50.0,50.2,92.63,0.542,LOW,EARLY,1.2875,1.3204,1.1326,0,1.243,WEAK,14.1838
82,2,CYL.AX,Catalyst Metals Limited,Gold,mid,6.0,0.5522,1.0358,0.952,0.8401,STRONG_UP,-25.65,3.81,721.92,-41.6,48.61,75.67,,LOW,EARLY,6.7495,7.7146,7.0271,0,2.4451,WEAK,13.0233
91,-26,BC8.AX,Black Cat Syndicate Limited,Gold,mid,0.935,0.5154,0.9771,0.8119,0.8056,STRONG_UP,-34.62,-3.11,289.58,-41.51,49.0,67.34,0.5942,LOW,EARLY,1.2092,1.344,1.1255,0,-2.2621,WEAK,12.1303
113,-2,ATM.AX,Aneka Tambang (Persero) Tbk,Gold,large,0.995,0.5625,0.9719,1.3503,1.1964,FLAT,-1.97,5.75,0.13,-26.41,20.32,27.74,0.0,LOW,PROGRESS,0.995,1.0142,1.0181,0,4.2091,WEAK,10.4688
