rank,delta_rank,ticker,name,sector,industry,cap_band,close,rs_ratio,rs_5,rs_21,rs_63,rs_trend,ret_6m,ret_12m,ret_24m,max_dd,persist_frac,vol_63,rel_vol,vol_label,acc_watch,sma20,sma50,sma200,pass_trend,mqs,regime_label,score_final
211,136,MLYS,MINERALYS THERAPEUTICS INC,Health Care,,mid,29.26,1.4754,1.0759,0.9873,0.9122,STRONG_UP,-28.84,89.75,123.53,-51.66,46.0,66.21,1.694,HIGH,SHIFT,28.113,27.154,30.9898,0,62.3571,WEAK,33.8673
231,256,FSLR,First Solar,Information Technology,Semiconductors,large,211.71,1.261,1.0639,0.9864,0.8837,STRONG_UP,-9.36,62.18,17.28,-35.1,50.8,50.5,2.2131,HIGH,SHIFT,196.147,198.7922,221.9027,0,62.5496,WEAK,32.2373
300,291,TEAM,Atlassian,Technology,Computer Software,large,88.88,0.3315,1.2743,1.1844,0.7523,STRONG_UP,-44.68,-57.37,-51.58,-75.1,45.6,92.09,3.5614,HIGH,SHIFT,67.905,71.379,134.4424,0,-28.4066,WEAK,28.1437
389,299,SOUN,SOUNDHOUND AI INC CLASS A,Information Technology,,mid,9.56,0.7916,1.1627,1.2832,1.0926,FLAT,-43.33,1.81,112.92,-72.43,43.6,88.2,2.5038,HIGH,SHIFT,7.623,7.5421,11.672,0,0.895,WEAK,24.5864
488,184,NMRK,NEWMARK GROUP INC CLASS A,Real Estate,,mid,16.04,1.1298,0.9694,0.9978,0.8911,FLAT,-10.88,45.31,63.56,-29.08,50.4,48.6,1.6977,HIGH,SHIFT,15.8285,15.0644,16.6113,0,46.987,WEAK,21.7873
629,115,CHTR,Charter Communications,Communication Services,Cable & Satellite,large,171.74,0.3468,0.9761,0.7111,0.7737,FLAT,-25.63,-55.39,-34.45,-62.87,49.2,66.88,1.7211,HIGH,EARLY,211.8265,218.1688,235.9862,0,-40.7491,WEAK,18.9955
733,-299,IDCC,INTERDIGITAL INC,Information Technology,,mid,290.5,1.0805,0.7959,0.8467,0.8506,STRONG_DOWN,-26.38,38.97,188.45,-26.41,51.2,60.37,1.6592,HIGH,EARLY,349.8296,346.2969,328.1242,0,33.0478,WEAK,16.7205
741,245,GDDY,GoDaddy,Information Technology,Internet Services & Infrastructure,large,86.76,0.3827,1.0206,0.9668,0.8336,STRONG_UP,-31.54,-50.78,-30.22,-58.4,49.6,52.29,1.5031,HIGH,SHIFT,84.256,84.9264,119.319,0,-48.1677,WEAK,16.5213
743,-49,PATK,PATRICK INDUSTRIES INC,Consumer Discretionary,,mid,88.94,0.8483,0.9164,0.7067,0.6778,STRONG_UP,-11.1,9.1,25.03,-38.77,44.4,43.61,1.6494,HIGH,EARLY,104.3475,111.902,110.5162,0,9.2626,WEAK,16.4603
756,222,LULU,Lululemon Athletica,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",large,133.58,0.3745,0.9022,0.7807,0.7178,STRONG_UP,-20.5,-51.84,-61.92,-60.15,48.8,47.67,1.5308,HIGH,EARLY,154.8185,161.6942,180.803,0,-53.0676,WEAK,16.1998
844,204,IP,International Paper,Materials,Paper & Plastic Packaging Products & Materials,large,31.76,0.5616,0.9653,0.8308,0.7586,STRONG_UP,-15.94,-27.78,-4.0,-43.59,45.2,48.9,1.8174,HIGH,EARLY,34.856,37.1841,41.8703,0,-25.6758,WEAK,15.0059
880,230,DRVN,DRIVEN BRANDS HOLDINGS INC,Consumer Discretionary,,mid,14.03,0.6368,1.0946,1.0347,0.8583,STRONG_UP,-4.49,-18.1,20.02,-46.38,43.2,74.25,1.5493,HIGH,SHIFT,12.8285,12.248,15.0597,0,-10.5291,WEAK,14.4846
967,-153,IRTC,IRHYTHM HOLDINGS INC,Health Care,,mid,120.8,0.7163,0.9517,0.9412,0.7465,STRONG_UP,-34.39,-7.87,8.95,-40.29,50.8,46.04,2.194,HIGH,EARLY,121.871,123.0076,157.3519,0,-8.6844,WEAK,13.0093
983,79,TSCO,Tractor Supply,Consumer Discretionary,Other Specialty Retail,large,33.83,0.5263,0.9412,0.7026,0.6172,STRONG_UP,-36.94,-32.31,-34.44,-45.52,47.2,38.26,1.99,HIGH,EARLY,41.152,45.5921,52.7582,0,-39.8571,WEAK,12.7373
1005,146,GEHC,GE HealthCare,Health Care,Health Care Equipment,large,61.03,0.674,0.8593,0.7895,0.7335,STRONG_UP,-18.55,-13.31,,-32.47,51.2,41.7,2.8828,HIGH,EARLY,70.3343,73.0687,76.385,0,-16.3474,WEAK,12.295
1058,0,WK,WORKIVA INC CLASS A,Information Technology,,mid,54.76,0.6316,1.0082,0.8306,0.6885,STRONG_UP,-36.72,-18.77,-31.58,-44.07,48.0,43.73,2.188,HIGH,EARLY,55.5525,58.7642,76.0298,0,-20.5981,WEAK,11.5569
1059,-157,BDC,BELDEN INC,Information Technology,,mid,114.15,0.8486,0.8604,0.9029,0.8961,FLAT,-6.56,9.14,28.85,-26.52,51.6,47.83,1.9974,HIGH,EARLY,126.674,125.86,123.0936,0,9.8631,WEAK,11.5293
1093,-37,DXCM,Dexcom,Health Care,Health Care Equipment,large,61.35,0.5844,0.9914,0.8973,0.814,STRONG_UP,-10.04,-24.83,-51.56,-38.75,49.2,35.48,2.3103,HIGH,EARLY,62.4365,65.8514,69.494,0,-34.4381,WEAK,11.0055
1118,135,BLDR,Builders FirstSource,Industrials,Building Products,mid,75.72,0.5159,0.8361,0.8709,0.6433,FLAT,-32.21,-33.65,-59.88,-49.25,38.4,48.41,1.5158,HIGH,EARLY,85.775,89.1662,113.2707,0,-26.6957,WEAK,10.6538
1134,-350,USLM,UNITED STATES LIME AND MINERALS IN,Materials,,mid,110.0,0.8588,0.8496,0.7379,0.8569,FLAT,-10.18,10.45,69.11,-22.8,52.8,55.01,1.5802,HIGH,EARLY,131.0905,125.0198,122.0218,0,10.0292,WEAK,10.3572
