rank,delta_rank,ticker,name,sector,industry,cap_band,close,rs_ratio,rs_5,rs_21,rs_63,rs_trend,ret_6m,ret_12m,ret_24m,max_dd,persist_frac,vol_63,rel_vol,vol_label,acc_watch,sma20,sma50,sma200,pass_trend,mqs,regime_label,score_final
203,-35,INSM,Insmed Incorporated,Health Care,Biotechnology,large,101.35,1.178,0.7046,0.6031,0.6359,FLAT,-45.42,55.73,284.19,-52.06,54.4,65.12,3.4126,HIGH,EARLY,137.213,144.14,155.8354,0,46.5569,WEAK,35.0925
243,44,APH,Amphenol,Information Technology,Electronic Components,large,128.03,1.2058,0.8837,0.8379,0.8347,STRONG_UP,-6.94,59.42,103.9,-28.19,57.6,44.11,2.0428,HIGH,EARLY,145.245,136.9223,131.6398,0,77.5881,WEAK,32.568
344,113,EXPE,Expedia Group,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",large,229.98,1.1195,0.9082,0.9288,0.9145,FLAT,5.08,48.0,106.47,-37.44,50.8,57.07,1.665,HIGH,EARLY,252.1345,239.6439,236.4055,0,42.7242,WEAK,27.7429
359,85,TEAM,Atlassian,Technology,Computer Software,large,91.6,0.3339,0.9571,1.4764,0.942,FLAT,-41.33,-55.86,-49.07,-75.1,45.6,90.61,1.5907,HIGH,SHIFT,75.1865,73.1728,131.8295,0,-28.1117,WEAK,27.1152
421,-64,ARQT,ARCUTIS BIOTHERAPEUTICS INC,Health Care,,mid,21.17,1.1835,0.8773,0.8055,0.7389,STRONG_UP,-15.66,56.47,163.97,-33.78,49.6,60.11,1.9755,HIGH,EARLY,23.4405,23.4297,23.0386,0,46.5941,WEAK,24.3922
425,108,SOUN,SOUNDHOUND AI INC CLASS A,Information Technology,,mid,8.88,0.748,0.9128,1.2721,0.9457,FLAT,-37.6,-1.11,86.95,-72.43,43.6,81.82,1.7418,HIGH,SHIFT,8.289,7.6417,11.601,0,-0.5934,WEAK,24.2461
450,169,TTD,Trade Desk (The),Communication Services,Advertising,large,23.08,0.2457,0.9322,1.0582,0.8008,FLAT,-49.72,-67.51,-73.97,-77.62,47.6,63.67,2.027,HIGH,EARLY,23.2555,23.7409,40.151,0,-50.4717,WEAK,23.2756
461,56,PRIM,PRIMORIS SERVICES CORP,Industrials,,mid,104.8,1.1639,0.5498,0.5991,0.605,STRONG_DOWN,-17.1,53.88,110.38,-50.11,55.2,115.17,2.7991,HIGH,EARLY,161.623,150.8914,135.3577,0,25.8223,WEAK,23.0615
486,344,ENSG,ENSIGN GROUP INC,Health Care,,large,171.45,0.9502,0.9168,0.7935,0.8074,FLAT,-6.2,25.62,46.16,-20.54,50.0,22.36,1.7163,HIGH,EARLY,188.161,198.424,182.4099,0,57.2978,WEAK,22.3059
488,153,CAH,Cardinal Health,Health Care,Health Care Distributors,large,183.65,0.9478,0.9072,0.7849,0.7651,STRONG_UP,-6.79,25.3,92.78,-19.92,54.8,26.09,1.8012,HIGH,EARLY,202.132,209.6666,189.3491,0,53.1437,WEAK,22.2705
529,-7,GPGI,GPGI INC CLASS A,Information Technology,,mid,13.88,0.9068,0.8481,0.7897,0.5144,STRONG_UP,-34.49,19.88,158.58,-50.22,51.6,79.66,1.7618,HIGH,EARLY,15.899,17.4192,19.5395,0,12.875,WEAK,21.1602
577,-19,AXON,Axon Enterprise,Industrials,Aerospace & Defense,large,403.54,0.4459,0.9976,1.0745,0.8728,FLAT,-31.27,-41.05,30.56,-60.28,52.8,69.03,1.5445,HIGH,PROGRESS,397.2165,446.2542,592.5349,0,-31.4014,WEAK,20.0151
617,-90,CRNX,CRINETICS PHARMACEUTICALS INC,Health Care,,mid,37.48,0.9241,0.8845,0.8754,0.7643,STRONG_UP,-13.82,22.16,-24.16,-40.33,46.0,51.52,3.9088,HIGH,EARLY,39.549,38.2722,40.9223,0,19.7895,WEAK,19.3661
624,223,TMO,Thermo Fisher Scientific,Health Care,Life Sciences Tools & Services,large,465.0,0.8757,0.9785,0.8634,0.7987,STRONG_UP,-17.7,15.77,-19.01,-27.59,50.4,32.47,1.8048,HIGH,EARLY,490.558,490.6436,527.0703,0,24.4811,WEAK,19.2492
653,90,WYNN,Wynn Resorts,Consumer Discretionary,Casinos & Gaming,large,102.42,0.8891,0.9638,0.9072,0.8235,STRONG_UP,-16.06,17.54,7.55,-27.27,46.4,37.15,2.2747,HIGH,EARLY,106.0715,103.6004,115.1234,0,21.9119,WEAK,18.507
679,91,VST,Vistra Corp.,Utilities,Electric Utilities,large,147.72,0.8273,0.894,0.8794,0.9073,FLAT,-19.77,9.37,60.69,-34.51,50.4,47.3,1.7478,HIGH,EARLY,159.07,158.3906,176.6464,0,9.9883,WEAK,17.9775
748,16,APTV,Aptiv,Consumer Discretionary,Automotive Parts & Equipment,large,57.94,0.7072,0.9474,0.8947,0.652,STRONG_UP,-29.43,-6.5,-30.77,-38.16,48.0,41.93,1.6523,HIGH,EARLY,59.0755,64.6604,75.7006,0,-7.4446,WEAK,16.752
793,184,MCK,McKesson Corporation,Health Care,Health Care Distributors,large,736.09,0.8061,0.8869,0.7833,0.7183,STRONG_UP,-14.12,6.57,33.74,-26.07,53.6,26.87,2.1858,HIGH,EARLY,823.889,874.583,813.279,0,13.0996,WEAK,16.0712
846,303,GEN,Gen Digital,Information Technology,Systems Software,large,22.68,0.6044,1.1247,1.1678,0.8696,FLAT,-9.99,-20.1,15.7,-43.59,45.6,43.76,2.2561,HIGH,SHIFT,19.67,20.1048,25.2955,0,-20.9424,WEAK,14.9854
893,189,RDNT,RADNET INC,Health Care,,mid,58.19,0.7897,0.9722,0.967,0.7895,STRONG_UP,-26.26,4.4,8.62,-35.39,50.4,45.57,1.7266,HIGH,PROGRESS,57.8245,59.7894,69.4883,0,4.8613,WEAK,14.4219
913,73,WFC,Wells Fargo,Financials,Diversified Banks,large,75.64,0.8025,0.9299,0.8159,0.7501,STRONG_UP,-11.19,6.09,28.44,-22.75,54.8,31.31,1.5475,HIGH,EARLY,80.811,80.1276,83.9078,0,10.6543,WEAK,14.0835
922,199,COR,Cencora,Health Care,Health Care Distributors,large,261.08,0.7028,0.8369,0.7496,0.6755,STRONG_UP,-27.28,-7.08,18.13,-32.44,53.6,41.66,1.7601,HIGH,EARLY,304.722,324.1588,327.1661,0,-9.1143,WEAK,13.9269
926,-204,MTD,Mettler Toledo,Health Care,Life Sciences Tools & Services,large,1124.46,0.7868,0.8683,0.7817,0.764,STRONG_UP,-21.89,4.02,-12.86,-25.34,49.6,41.53,3.0752,HIGH,EARLY,1289.763,1268.7614,1337.1623,0,4.8039,WEAK,13.8698
929,-26,TMDX,TRANSMEDICS GROUP INC,Health Care,,mid,67.84,0.4602,0.6802,0.5482,0.4668,STRONG_UP,-45.72,-39.16,-47.32,-54.9,47.2,71.25,2.4015,HIGH,EARLY,102.2695,111.9899,121.9129,0,-25.9398,WEAK,13.8572
