rank,delta_rank,ticker,name,commodity,type,cap_band,close,rs_ratio,rs_5,rs_21,rs_63,rs_trend,ret_6m,ret_12m,ret_24m,max_dd,persist_frac,vol_63,rel_vol,vol_label,acc_watch,sma20,sma50,sma200,pass_trend,mqs,regime_label,score_final
4,2,FDY.TO,Faraday Copper,copper,explorer,mid,5.35,2.8979,1.1568,1.2269,1.7659,STRONG_DOWN,174.36,522.09,653.52,-33.95,49.6,93.03,1.7241,HIGH,-,4.6065,4.4568,2.5789,1,278.3598,TREND+LEAD,76.3855
13,2,OKLO,Oklo Inc.,uranium,producer,large,76.46,1.3066,1.1321,1.1992,0.8807,FLAT,-36.35,214.39,470.6,-73.83,50.8,96.47,3.1374,HIGH,SHIFT,56.1735,59.6432,85.9715,0,112.8961,WEAK,59.9245
15,8,002709.SZ,GUANGZHOU TINCI MATERIALS -A,lithium,producer,large,49.41,1.2962,1.026,1.0013,1.0251,FLAT,44.0,191.73,150.08,-21.71,52.7,48.08,1.5714,HIGH,-,47.203,44.7976,35.6545,1,210.1575,TREND+LEAD,59.4104
21,-4,CXO.AX,Core Lithium,lithium,producer,mid,0.34,2.0982,0.9065,1.454,1.0487,FLAT,209.09,372.22,142.86,-41.79,38.89,88.26,2.4815,HIGH,-,0.2957,0.253,0.1897,1,164.0123,TREND+LEAD,54.139
22,16,EUR.AX,EUROPEAN LITHIUM LTD,lithium,producer,small,0.285,2.3024,1.1786,1.1357,0.9262,STRONG_UP,14.0,418.18,458.82,-67.74,38.49,105.39,3.3842,HIGH,-,0.2347,0.2379,0.1855,1,152.7262,TREND+LEAD,54.066
24,87,SEDG,Solar Edge Technologies inc.,lithium,producer,mid,47.36,1.7963,1.2528,0.8097,1.2455,FLAT,26.29,304.27,-18.15,-37.26,53.6,98.56,1.5792,HIGH,-,44.4355,41.5746,34.9975,1,165.4704,TREND+LEAD,52.8277
30,40,LEU,Centrus Energy -A,uranium,producer,mid,219.58,1.3274,1.0667,0.9849,0.7483,STRONG_UP,-30.25,219.39,438.45,-61.35,52.4,92.36,1.8188,HIGH,SHIFT,190.7785,197.6734,252.0675,0,124.4693,WEAK,51.3705
43,1,APM.TO,Andean Precious Metals,gold,producer,mid,6.76,1.9581,1.0024,0.9738,0.6824,STRONG_UP,-8.89,265.41,651.11,-51.34,55.6,87.6,0.5066,LOW,EARLY,6.9955,7.9574,7.4774,0,168.4537,WEAK,47.4393
45,14,002466.SZ,TIANQI LITHIUM CORP-A,lithium,producer,large,67.97,1.0501,1.0332,1.1146,1.0531,FLAT,46.02,136.34,73.85,-23.05,55.19,48.94,1.618,HIGH,-,61.0415,55.8014,50.1435,1,153.7462,TREND+LEAD,47.3731
50,35,002812.SZ,YUNNAN ENERGY NEW MATERIAL-A,lithium,producer,large,70.16,1.1149,0.9918,0.9179,1.1658,FLAT,69.67,150.93,93.39,-27.66,51.45,55.72,1.571,HIGH,-,69.948,66.265,49.0946,1,139.3637,TREND+LEAD,46.2605
