rank,delta_rank,ticker,name,sector,cap_band,close,rs_ratio,rs_5,rs_21,rs_63,rs_trend,ret_6m,ret_12m,ret_24m,max_dd,persist_frac,vol_63,rel_vol,vol_label,acc_watch,sma20,sma50,sma200,pass_trend,mqs,regime_label,score_final
3,0,OKLO,OKLO INC,Uranium,large,79.62,1.2875,1.0635,1.399,1.0801,FLAT,-29.06,193.58,455.23,-73.83,50.8,97.8,1.995,HIGH,SHIFT,66.25,60.6434,86.4147,0,100.5529,WEAK,57.1174
4,3,SSW.JO,SIBANYE STILLWATER LTD,Uranium,large,5561.0,1.0465,1.1192,0.9397,0.6761,STRONG_UP,20.06,138.62,146.56,-43.75,54.0,67.29,1.6758,HIGH,-,5284.4,5489.1135,5242.3977,1,111.244,TREND+LEAD,48.2276
5,1,LEU,CENTRUS ENERGY CORP-CLASS A,Uranium,mid,231.32,1.3993,1.0619,1.0734,0.8054,FLAT,-29.3,219.06,422.17,-61.35,51.6,90.82,1.3994,MED,SHIFT,203.5405,198.9878,251.7566,0,124.4616,WEAK,45.6896
13,2,SLX.AX,SILEX SYSTEMS LTD,Uranium,mid,5.8,0.8536,1.0084,0.8717,0.7442,STRONG_UP,-38.1,94.63,-2.03,-53.38,53.36,79.75,0.4129,LOW,EARLY,5.938,5.8332,6.5274,0,63.3167,WEAK,27.5305
14,5,NNE,NANO NUCLEAR ENERGY INC,Uranium,mid,29.07,0.542,1.2041,1.1404,0.938,STRONG_UP,-30.09,23.6,460.12,-66.45,46.8,97.46,3.6172,HIGH,SHIFT,24.1158,23.4223,32.4342,0,11.3312,WEAK,26.14
20,3,SMR,NUSCALE POWER CORP,Uranium,mid,13.52,0.357,1.0508,1.2097,0.768,FLAT,-62.05,-18.6,138.87,-82.86,47.2,100.09,1.4263,MED,SHIFT,11.739,11.6582,25.1586,0,-8.7728,WEAK,23.501
21,-4,8001.T,ITOCHU CORP,Uranium,large,1987.0,0.6114,0.9919,0.86,0.8638,FLAT,14.77,39.41,40.89,-14.24,53.72,33.84,2.8062,HIGH,-,1991.375,2045.7534,1836.3677,1,62.5589,TREND_ONLY,21.8929
25,1,DYL.AX,DEEP YELLOW LTD,Uranium,mid,1.725,0.5933,0.9359,0.8074,0.5816,STRONG_UP,4.23,35.29,2.99,-44.5,48.22,77.78,1.2369,MED,EARLY,1.9167,1.9873,1.9295,0,21.8807,WEAK,19.3495
28,3,SYH.V,SKYHARBOUR RESOURCES LTD,Uranium,small,0.52,0.6911,1.0072,0.9761,0.9132,STRONG_UP,62.5,57.58,15.56,-40.0,34.4,90.68,1.8063,HIGH,-,0.502,0.479,0.4217,1,21.8417,TREND_ONLY,16.4369
31,2,BOE.AX,BOSS ENERGY LTD,Uranium,mid,1.335,0.1471,0.9301,0.7074,0.7078,FLAT,-30.1,-66.46,-76.25,-74.73,42.29,80.64,0.9276,LOW,EARLY,1.568,1.5899,1.7388,0,-34.8522,WEAK,14.0451
