rank,delta_rank,ticker,name,sector,cap_band,close,peer_rs_score,rs_5,rs_21,rs_63,rs_trend,ret_6m,ret_12m,ret_24m,max_dd,persist_frac,vol_63,rel_vol,vol_label,acc_watch,sma20,sma50,sma200,pass_trend,mqs,regime_label,score_final
20,5,GMD.AX,Genesis Minerals Limited,Gold,large,5.89,56.21,-0.036,-0.088,-0.0876,FLAT,-0.67,57.07,204.39,-36.46,53.17,67.34,1.5959,HIGH,EARLY,6.2085,6.904,5.8922,0,45.0584,LAGGARD,28.0278
28,10,RXR.AX,Robex Resources Inc.,Gold,mid,5.92,58.82,-0.01,-0.0486,0.1386,FLAT,48.0,63.99,63.99,-32.16,52.91,60.02,2.0665,HIGH,-,6.34,6.6284,4.9738,1,56.4088,CONTENDER,25.7303
34,7,TCG.AX,Turaco Gold Limited,Gold,mid,0.61,52.29,0.0083,-0.0304,-0.1695,STRONG_UP,38.64,52.5,238.89,-37.36,46.83,68.25,1.736,HIGH,-,0.654,0.6937,0.5788,1,36.0231,CONTENDER,23.8004
43,5,VAU.AX,Vault Minerals Limited,Gold,mid,4.17,49.67,0.0373,-0.0772,-0.1256,STRONG_UP,-2.18,44.55,64.68,-41.81,50.0,58.89,1.2051,MED,EARLY,4.5363,5.1867,4.3212,0,37.8265,WEAK,22.2799
44,-10,NST.AX,Northern Star Resources Limited,Gold,large,20.36,32.03,0.083,-0.1441,-0.1321,FLAT,-14.15,13.44,44.85,-45.32,55.56,71.19,1.2028,MED,EARLY,22.161,25.8508,22.8992,0,10.4858,WEAK,20.9751
45,11,CMM.AX,Capricorn Metals Ltd,Gold,mid,11.0,43.14,0.0233,-0.0877,-0.1318,STRONG_UP,-17.32,35.87,107.64,-41.12,55.56,61.95,1.2144,MED,EARLY,11.6448,13.1923,12.3449,0,32.1721,WEAK,20.8323
50,14,TOK.AX,Tolu Minerals Limited,Gold,small,1.555,62.09,-0.0281,0.2684,0.278,STRONG_DOWN,20.08,70.88,170.43,-33.13,43.25,61.74,8.4966,HIGH,-,1.4093,1.3739,1.1948,1,49.6521,CONTENDER,19.8157
58,19,MOH.AX,Moho Resources Limited,Gold,small,0.008,77.12,0.0667,0.1923,0.1,FLAT,33.33,100.0,33.33,-57.14,16.67,172.79,2.2379,HIGH,-,0.0073,0.0083,0.007,1,9.6475,LEADER,18.1133
63,-3,PNR.AX,Pantoro Gold Limited,Gold,mid,3.32,37.91,0.0153,-0.2311,-0.2211,FLAT,-45.57,18.36,178.99,-52.82,51.98,82.49,0.6422,LOW,EARLY,3.805,4.6288,4.6934,0,11.5694,WEAK,17.1102
74,-3,SMI.AX,Santana Minerals Limited,Gold,mid,0.67,39.22,-0.1007,-0.0511,-0.1717,FLAT,-16.77,21.82,52.27,-43.16,47.22,59.01,0.5474,LOW,EARLY,0.7908,0.9217,0.7905,0,17.459,WEAK,15.5553
90,-4,CYL.AX,Catalyst Metals Limited,Gold,mid,6.3,26.8,0.0064,-0.0589,-0.044,FLAT,-21.84,6.78,763.01,-41.6,48.41,76.28,0.8069,LOW,EARLY,6.5075,7.5868,7.0278,0,4.3026,WEAK,12.499
102,2,BC8.AX,Black Cat Syndicate Limited,Gold,mid,0.995,20.92,0.0,-0.1726,-0.0976,FLAT,-30.66,-4.78,314.58,-41.51,49.21,68.26,0.8279,LOW,EARLY,1.149,1.3231,1.126,0,-3.4494,WEAK,10.939
120,4,ATM.AX,Aneka Tambang (Persero) Tbk,Gold,large,0.995,26.14,0.0,0.1923,0.2706,STRONG_DOWN,-2.93,5.75,0.13,-26.41,20.24,25.25,0.0,LOW,PROGRESS,0.995,1.0158,1.0194,0,4.606,WEAK,9.66
