rank,delta_rank,ticker,name,sector,cap_band,close,peer_rs_score,rs_5,rs_21,rs_63,rs_trend,ret_6m,ret_12m,ret_24m,max_dd,persist_frac,vol_63,rel_vol,vol_label,acc_watch,sma20,sma50,sma200,pass_trend,mqs,regime_label,score_final
4,0,DTR.AX,Dateline Resources Limited,Gold,mid,0.21,97.39,-0.0692,-0.4628,-0.2119,FLAT,-16.0,556.25,1809.09,-71.54,47.43,108.03,1.5036,HIGH,EARLY,0.2718,0.3691,0.3165,0,244.2186,LAGGARD,82.4481
10,-1,ERM.AX,Emmerson Resources Limited,Gold,small,0.405,88.24,0.0576,0.0075,0.4612,FLAT,39.66,189.29,664.15,-23.81,44.27,69.06,3.1918,HIGH,-,0.4015,0.3871,0.2916,1,121.3391,LEADER,36.2939
32,37,TOK.AX,Tolu Minerals Limited,Gold,small,1.525,67.32,0.0669,0.0501,0.3064,FLAT,14.23,82.63,199.02,-33.13,44.66,59.51,1.5808,HIGH,-,1.4815,1.4466,1.2764,1,62.0142,CONTENDER,23.8176
43,1,GMD.AX,Genesis Minerals Limited,Gold,large,6.14,53.59,0.0272,-0.0432,0.003,FLAT,4.42,49.39,236.44,-36.46,52.17,66.77,0.656,LOW,EARLY,6.2995,6.3624,6.1762,0,38.5917,LAGGARD,21.6841
44,8,HAW.AX,Hawthorn Resources Limited,Gold,small,0.1,69.28,-0.0237,0.0197,-0.1274,FLAT,19.05,96.08,49.25,-40.69,26.88,57.43,2.3797,HIGH,-,0.1017,0.0976,0.0886,1,44.9693,CONTENDER,21.6376
54,-17,RRL.AX,Regis Resources Limited,Gold,mid,6.62,51.63,-0.043,-0.0696,-0.0578,FLAT,4.69,45.79,228.9,-39.58,53.75,57.75,0.7387,LOW,EARLY,7.205,7.3145,6.6242,0,42.6149,LAGGARD,19.9352
58,-16,NST.AX,Northern Star Resources Limited,Gold,large,20.75,30.72,-0.0271,-0.1232,-0.1271,STRONG_UP,-14.05,10.67,48.52,-45.32,53.36,66.04,0.8583,LOW,EARLY,22.2625,22.8735,23.6105,0,8.6201,WEAK,19.3884
61,2,RMS.AX,Ramelius Resources Limited,Gold,large,3.45,41.18,0.0075,-0.0894,-0.1159,STRONG_UP,2.22,30.05,80.22,-33.84,47.83,57.24,0.4838,LOW,EARLY,3.6925,3.8555,3.7479,0,25.1081,WEAK,18.4317
63,4,SMI.AX,Santana Minerals Limited,Gold,mid,0.63,33.33,0.0364,-0.0475,-0.2624,STRONG_UP,-23.64,15.6,74.19,-52.14,47.43,57.49,0.5892,LOW,EARLY,0.638,0.7228,0.8027,0,12.8672,WEAK,17.9269
69,10,GBR.AX,Great Boulder Resources Limited,Gold,small,0.11,64.05,-0.0237,0.1197,0.2444,STRONG_DOWN,50.68,69.23,69.23,-45.16,42.29,112.86,1.9423,HIGH,-,0.1025,0.1059,0.0874,1,25.9416,CONTENDER,17.2713
76,-1,PNR.AX,Pantoro Gold Limited,Gold,mid,3.41,26.8,0.0567,-0.0711,-0.1518,STRONG_UP,-29.69,3.96,133.24,-52.82,51.38,82.03,0.7014,LOW,EARLY,3.551,3.8114,4.7489,0,2.4825,WEAK,16.1173
79,6,STK.AX,Strickland Metals Limited,Gold,mid,0.15,47.71,0.049,-0.3211,-0.2432,FLAT,-9.09,36.36,50.0,-42.86,35.97,76.52,0.6666,LOW,EARLY,0.1795,0.1971,0.1854,0,17.0936,WEAK,15.5125
80,7,TCG.AX,Turaco Gold Limited,Gold,mid,0.56,39.22,-0.0055,-0.0989,-0.0324,FLAT,30.23,27.27,166.67,-37.36,46.64,74.62,1.2019,MED,EARLY,0.6057,0.6401,0.5982,0,17.0464,WEAK,15.4772
92,5,CYL.AX,Catalyst Metals Limited,Gold,mid,5.38,13.73,0.0451,-0.1714,-0.1793,STRONG_UP,-23.47,-15.01,540.48,-47.72,48.22,74.9,1.046,MED,EARLY,5.9655,6.4298,7.1554,0,-9.662,WEAK,13.5804
121,-20,ATM.AX,Aneka Tambang (Persero) Tbk,Gold,large,0.975,26.14,-0.0186,0.0095,0.1035,STRONG_DOWN,3.72,3.1,-1.88,-26.41,20.95,8.12,0.0,LOW,PROGRESS,0.9735,0.9862,1.0029,0,8.0044,WEAK,10.2686
