rank,delta_rank,ticker,name,sector,industry,cap_band,close,rs_ratio,rs_5,rs_21,rs_63,rs_trend,ret_6m,ret_12m,ret_24m,max_dd,persist_frac,vol_63,rel_vol,vol_label,acc_watch,sma20,sma50,sma200,pass_trend,mqs,regime_label,score_final
180,-170,VISN,VISTANCE NETWORKS INC,Information Technology,,mid,9.9,1.9648,0.5155,0.4992,0.5134,FLAT,-38.01,155.15,912.27,-51.82,54.4,103.91,4.0175,HIGH,EARLY,18.467,18.1446,16.6683,0,81.2281,WEAK,37.3519
317,-23,JOBY,JOBY AVIATION INC CLASS A,Industrials,,mid,8.93,1.0483,0.9764,0.9987,0.6509,FLAT,-45.21,36.13,72.06,-61.06,49.2,63.57,1.7872,HIGH,PROGRESS,8.723,9.2532,13.5959,0,27.9613,WEAK,28.1014
603,44,MIR,MIRION TECHNOLOGIES INC CLASS A,Information Technology,,mid,18.68,0.9209,0.9657,0.9577,0.7172,STRONG_UP,-23.88,19.59,69.51,-41.78,52.8,51.02,1.5348,HIGH,EARLY,19.3155,19.9214,22.795,0,20.2737,WEAK,20.0146
694,-1,PATK,PATRICK INDUSTRIES INC,Consumer Discretionary,,mid,94.32,0.9398,0.9298,0.7924,0.7113,STRONG_UP,-9.11,22.05,36.51,-35.06,45.2,43.1,1.547,HIGH,EARLY,107.5155,114.629,110.595,0,23.122,WEAK,18.3509
730,8,QCOM,Qualcomm,Information Technology,Semiconductors,large,150.0,0.8048,1.1016,1.0482,0.9634,STRONG_UP,-19.15,4.52,-7.45,-33.13,53.2,35.54,1.8223,HIGH,SHIFT,133.7995,134.7711,155.0584,0,6.7615,WEAK,17.7698
744,-3,CHTR,Charter Communications,Communication Services,Cable & Satellite,large,173.11,0.3451,0.7134,0.6958,0.9228,FLAT,-29.47,-55.19,-33.36,-59.48,49.2,66.29,2.0828,HIGH,EARLY,219.6455,222.4114,239.3212,0,-40.9625,WEAK,17.4578
756,162,CRNX,CRINETICS PHARMACEUTICALS INC,Health Care,,mid,38.15,0.8819,0.975,0.9885,0.7244,FLAT,-13.96,14.53,-13.3,-40.33,45.6,44.05,1.5134,HIGH,EARLY,38.766,38.854,40.5841,0,15.0414,WEAK,17.1835
889,238,EAT,BRINKER INTERNATIONAL INC,Consumer Discretionary,,mid,129.14,0.7265,0.8734,0.8389,0.8034,STRONG_UP,2.34,-5.66,160.05,-44.41,49.6,46.74,1.5044,HIGH,EARLY,148.595,145.7386,145.4931,0,-6.0079,WEAK,14.9543
890,-33,UHS,Universal Health Services,Health Care,Health Care Facilities,large,162.54,0.7311,0.8988,0.7926,0.7809,STRONG_UP,-23.92,-5.06,-3.12,-33.31,52.4,42.74,1.9726,HIGH,EARLY,179.699,192.7511,200.417,0,-6.2039,WEAK,14.9457
899,1,TMDX,TRANSMEDICS GROUP INC,Health Care,,mid,101.26,0.8436,0.8826,0.9534,0.6999,FLAT,-23.55,9.55,4.12,-37.3,48.4,54.81,2.1112,HIGH,EARLY,109.2768,119.3951,122.825,0,8.4359,WEAK,14.7393
920,122,SYY,Sysco,Consumer Staples,Food Distributors,large,73.37,0.8275,0.9707,0.9472,0.8626,STRONG_UP,-4.53,7.46,0.48,-23.98,50.0,37.31,1.64,HIGH,EARLY,74.1258,80.5341,78.0972,0,9.9968,WEAK,14.4333
1061,-91,ALLE,Allegion,Industrials,Building Products,large,137.86,0.7739,0.9506,0.8567,0.8178,STRONG_UP,-19.05,0.5,12.96,-23.02,50.8,32.58,2.919,HIGH,EARLY,144.0345,148.4376,162.0197,0,0.7815,WEAK,11.9617
1081,-49,CVLT,COMMVAULT SYSTEMS INC,Information Technology,,mid,97.98,0.4472,1.0244,1.1573,1.0627,FLAT,-43.74,-41.93,-1.46,-61.53,51.2,52.28,1.5998,HIGH,SHIFT,88.0025,85.3974,133.1855,0,-41.0647,WEAK,11.6494
1091,-32,AZO,AutoZone,Consumer Discretionary,Automotive Retail,large,3563.0901,0.7406,0.9918,0.9466,0.918,STRONG_UP,-6.58,-3.83,18.82,-25.48,49.6,29.35,2.0132,HIGH,SHIFT,3508.695,3556.3844,3771.643,0,-6.4707,WEAK,11.4164
1125,-91,PNR,Pentair,Industrials,Industrial Machinery & Supplies & Components,large,82.86,0.714,0.9242,0.8787,0.7701,STRONG_UP,-23.65,-7.28,5.04,-25.83,49.6,37.98,3.154,HIGH,EARLY,88.9382,91.3961,101.8749,0,-9.5102,WEAK,10.8865
1254,91,ABG,ASBURY AUTOMOTIVE GROUP INC,Consumer Discretionary,,mid,200.56,0.7141,0.99,0.9206,0.8013,STRONG_UP,-14.41,-7.26,-8.2,-30.41,49.6,28.87,2.4381,HIGH,EARLY,202.0325,203.7304,229.9658,0,-12.4726,WEAK,8.905
1260,-2,ITRI,ITRON INC,Information Technology,,mid,87.0,0.6042,0.9695,0.921,0.8545,STRONG_UP,-36.08,-21.54,-8.39,-39.4,52.8,43.46,2.9705,HIGH,EARLY,92.4215,92.9158,108.2634,0,-26.1653,WEAK,8.8317
1319,116,ARE,Alexandria Real Estate Equities,Real Estate,Office REITs,mid,40.41,0.4573,0.8657,0.7874,0.7325,STRONG_UP,-46.51,-40.62,-62.0,-51.61,55.2,46.45,2.2706,HIGH,EARLY,45.404,48.1754,59.9736,0,-48.2725,WEAK,7.9398
1395,44,SJM,J.M. Smucker Company (The),Consumer Staples,Packaged Foods & Meats,large,98.05,0.6813,1.0315,0.9149,0.9337,FLAT,-4.53,-11.52,-7.54,-22.82,48.4,29.02,1.6773,HIGH,PROGRESS,94.556,101.4056,103.2071,0,-19.2198,WEAK,6.2941
1404,16,DPZ,Domino's,Consumer Discretionary,Restaurants,large,340.46,0.5403,0.9298,0.8566,0.8226,STRONG_UP,-16.75,-29.83,-33.4,-31.46,45.6,32.71,1.6346,HIGH,EARLY,366.163,378.629,412.4433,0,-41.5885,WEAK,6.1633
1446,30,TMUS,T-Mobile US,Communication Services,Wireless Telecommunication Services,large,186.72,0.6053,0.9877,0.775,0.9816,FLAT,-14.56,-21.39,17.25,-28.51,50.0,29.25,1.7023,HIGH,EARLY,195.4565,207.0157,215.5089,0,-36.5667,WEAK,4.9556
1475,13,AIG,American International Group,Financials,Multi-line Insurance,large,74.16,0.7121,0.9747,0.8893,0.9905,FLAT,-5.45,-7.53,2.26,-16.98,51.6,21.67,1.9362,HIGH,EARLY,76.598,76.9842,77.7533,0,-17.9261,WEAK,4.0619
1486,-8,ZBH,Zimmer Biomet,Health Care,Health Care Equipment,large,82.8,0.6268,0.8893,0.8319,0.9439,FLAT,-19.27,-18.61,-30.65,-22.52,52.4,31.86,4.3703,HIGH,EARLY,92.491,93.2036,94.6284,0,-30.5999,WEAK,3.6714
