rank,delta_rank,ticker,name,sector,cap_band,close,rs_ratio,rs_5,rs_21,rs_63,rs_trend,ret_6m,ret_12m,ret_24m,max_dd,persist_frac,vol_63,rel_vol,vol_label,acc_watch,sma20,sma50,sma200,pass_trend,mqs,regime_label,score_final
15,22,ATM.AX,Aneka Tambang (Persero) Tbk,Gold,large,1.045,0.8507,1.0309,1.0939,1.2751,STRONG_DOWN,12.37,38.13,2.32,-26.41,22.53,11.62,3.682,HIGH,-,1.0005,0.9906,0.9943,1,73.9318,TREND_ONLY,28.301
16,6,WGX.AX,Westgold Resources Limited,Gold,large,5.17,1.0593,1.0151,0.9533,0.7866,STRONG_UP,-15.25,72.0,123.82,-39.5,51.78,65.26,0.4319,LOW,EARLY,5.297,5.7202,5.7346,0,57.1303,WEAK,27.0287
27,-16,DTR.AX,Dateline Resources Limited,Gold,mid,0.175,0.7433,0.9404,0.7484,0.5312,STRONG_UP,-42.62,20.69,1358.33,-73.08,45.85,98.95,0.3785,LOW,EARLY,0.203,0.3043,0.3206,0,9.5869,WEAK,22.8444
38,8,HAW.AX,Hawthorn Resources Limited,Gold,small,0.096,1.1155,1.0317,0.9648,1.0135,FLAT,15.66,81.13,37.14,-40.69,26.88,50.95,1.942,HIGH,-,0.0979,0.0969,0.092,1,42.8033,TREND+LEAD,21.2212
39,23,TGM.AX,Theta Gold Mines Limited,Gold,small,0.23,1.0492,1.1182,1.1557,1.1635,STRONG_DOWN,31.43,70.37,58.62,-42.59,35.18,56.74,3.0395,HIGH,-,0.2096,0.209,0.2047,1,43.6311,TREND+LEAD,20.7653
46,-3,VAU.AX,Vault Minerals Limited,Gold,mid,4.25,0.8973,0.9795,0.9491,0.9099,STRONG_UP,-13.81,45.71,55.99,-41.81,50.59,61.39,0.7435,LOW,EARLY,4.4935,4.4468,4.7342,0,37.6654,WEAK,19.5883
51,-1,RMS.AX,Ramelius Resources Limited,Gold,large,3.24,0.691,0.9758,0.9605,0.8787,STRONG_UP,-10.82,12.2,76.2,-38.63,47.04,59.32,1.0074,MED,EARLY,3.3455,3.5794,3.7979,0,9.6711,WEAK,18.9054
57,9,PRU.AX,Perseus Mining Limited,Gold,large,5.18,0.8392,0.983,0.9569,1.045,FLAT,-7.53,36.26,133.34,-28.47,49.01,45.76,0.5295,LOW,EARLY,5.374,5.3746,5.1871,0,38.8341,WEAK,17.811
64,-15,GMD.AX,Genesis Minerals Limited,Gold,large,5.91,0.7646,0.9639,1.0223,0.8826,FLAT,-11.26,24.16,225.62,-36.46,51.38,68.61,0.5144,LOW,EARLY,6.1035,6.1574,6.3391,0,18.0925,WEAK,16.9316
65,0,A8G.AX,Australasian Metals Limited,Gold,small,0.094,0.864,1.021,1.2111,1.3427,STRONG_DOWN,6.82,40.3,8.05,-58.71,19.37,52.3,3.1978,HIGH,-,0.0861,0.078,0.0876,1,14.9251,TREND_ONLY,16.5901
66,7,SMI.AX,Santana Minerals Limited,Gold,mid,0.55,0.6215,1.0595,0.9368,0.7588,STRONG_UP,-34.52,0.92,55.66,-55.56,47.04,60.5,0.2226,LOW,EARLY,0.593,0.645,0.8015,0,0.7133,WEAK,16.4563
67,-26,NST.AX,Northern Star Resources Limited,Gold,large,18.51,0.5588,0.9603,0.8816,0.7378,STRONG_UP,-31.29,-9.27,37.14,-45.32,51.78,67.05,0.5918,LOW,EARLY,20.0835,21.084,23.8561,0,-7.1579,WEAK,16.3594
68,7,STK.AX,Strickland Metals Limited,Gold,mid,0.12,0.5279,1.1669,0.8317,0.62,STRONG_UP,-40.0,-14.29,4.35,-59.18,35.18,87.49,0.8303,LOW,EARLY,0.124,0.1676,0.1836,0,-5.7443,WEAK,16.1098
70,-3,BC8.AX,Black Cat Syndicate Limited,Gold,mid,1.145,0.8496,0.9352,1.0228,0.894,FLAT,7.51,37.95,231.88,-41.51,50.2,80.97,0.2599,LOW,SHIFT,1.1377,1.1314,1.1963,0,23.5295,WEAK,16.0314
72,-17,RRL.AX,Regis Resources Limited,Gold,mid,6.15,0.7491,0.9781,0.862,0.7971,STRONG_UP,-15.13,21.63,250.41,-39.58,53.36,59.4,0.8037,LOW,EARLY,6.4845,6.808,6.7949,0,19.4322,WEAK,15.6425
74,0,PNR.AX,Pantoro Gold Limited,Gold,mid,3.04,0.538,0.9669,0.9517,0.6464,STRONG_UP,-43.6,-12.64,94.37,-55.57,51.38,81.8,0.4736,LOW,EARLY,3.2065,3.4072,4.6892,0,-7.9417,WEAK,14.8913
82,-1,HMX.AX,Hammer Metals Limited,Gold,small,0.046,0.7657,1.2359,1.4009,1.2141,FLAT,70.37,24.32,27.78,-50.0,32.02,99.3,2.5375,HIGH,-,0.0362,0.0341,0.0346,1,7.8436,TREND_ONLY,14.2848
89,-18,TCG.AX,Turaco Gold Limited,Gold,mid,0.5,0.5922,0.9454,0.8739,0.7783,STRONG_UP,-3.85,-3.85,132.56,-44.83,46.25,75.77,0.4672,LOW,EARLY,0.5455,0.5879,0.603,0,-2.3477,WEAK,12.9839
99,5,CYL.AX,Catalyst Metals Limited,Gold,mid,5.35,0.4918,1.0041,0.9957,0.777,STRONG_UP,-20.97,-20.15,407.11,-48.55,48.62,78.29,0.638,LOW,EARLY,5.403,5.92,7.1238,0,-12.5132,WEAK,12.1212
121,14,GUL.AX,Gullewa Limited,Gold,small,0.083,0.7401,0.963,0.8937,1.0283,FLAT,5.87,20.17,34.78,-30.0,26.09,59.16,2.364,HIGH,-,0.0901,0.0887,0.0829,1,8.8968,TREND_ONLY,10.0331
