rank,delta_rank,ticker,name,sector,cap_band,close,rs_ratio,rs_5,rs_21,rs_63,rs_trend,ret_6m,ret_12m,ret_24m,max_dd,persist_frac,vol_63,rel_vol,vol_label,acc_watch,sma20,sma50,sma200,pass_trend,mqs,regime_label,score_final
1,0,DTR.AX,Dateline Resources Limited,Gold,mid,0.235,14.194,0.9288,0.5004,0.735,FLAT,-38.16,2511.11,1858.33,-71.54,47.04,117.16,0.7861,LOW,EARLY,0.362,0.3846,0.3122,0,1008.2167,WEAK,211.1582
12,6,NMG.AX,New Murchison Gold Limited,Gold,small,0.049,1.4798,1.1619,1.0551,0.8621,STRONG_UP,75.0,172.22,390.0,-50.67,39.2,85.28,1.6434,HIGH,-,0.0482,0.0532,0.0404,1,79.1641,TREND+LEAD,33.0525
24,48,ORP.AX,Orpheus Uranium Limited,Gold,small,0.075,1.1991,1.4291,1.2317,1.6103,FLAT,78.57,120.59,-28.57,-37.84,38.43,75.43,4.56,HIGH,-,0.0588,0.0621,0.0483,1,61.4372,TREND+LEAD,24.9943
32,10,PRX.AX,Prodigy Gold NL,Gold,small,0.069,0.9377,1.3387,1.1939,1.3447,FLAT,35.29,72.5,55.25,-66.67,26.09,64.27,2.4722,HIGH,-,0.0577,0.0606,0.0571,1,29.4309,TREND_ONLY,22.8482
50,-5,RMS.AX,Ramelius Resources Limited,Gold,large,3.67,0.7961,0.9965,1.0102,0.9424,FLAT,12.04,46.45,88.92,-33.84,49.01,60.8,0.5795,LOW,EARLY,3.8665,4.0614,3.7073,0,37.44,WEAK,19.5299
52,2,PNR.AX,Pantoro Gold Limited,Gold,mid,3.38,0.647,0.9592,1.0299,0.7472,FLAT,-35.5,19.01,123.4,-52.82,52.17,85.3,1.2488,MED,EARLY,3.702,4.1516,4.7542,0,11.6291,WEAK,18.7696
54,6,NST.AX,Northern Star Resources Limited,Gold,large,21.5,0.6017,1.0062,1.123,0.9601,FLAT,-9.94,10.69,50.72,-45.32,53.75,69.88,0.7829,LOW,EARLY,22.914,24.2389,23.3811,0,8.2214,WEAK,18.3173
61,-18,TRE.AX,Toubani Resources Inc,Gold,small,0.435,0.8923,0.7801,1.0156,1.0805,STRONG_DOWN,4.82,64.15,262.5,-44.79,43.08,89.01,2.1171,HIGH,-,0.5455,0.4886,0.405,1,31.0485,TREND_ONLY,17.4406
66,11,CMM.AX,Capricorn Metals Ltd,Gold,mid,11.49,0.6737,1.0295,1.0893,0.9153,FLAT,-10.83,23.94,128.94,-41.12,54.55,64.76,1.0218,MED,EARLY,11.657,12.243,12.5342,0,20.1626,WEAK,17.0098
67,-1,STK.AX,Strickland Metals Limited,Gold,mid,0.175,1.0229,0.9109,0.8924,1.0311,FLAT,-10.26,88.17,45.83,-31.25,37.55,85.74,0.6651,LOW,EARLY,0.206,0.2113,0.1854,0,38.6151,WEAK,16.9436
71,-2,SMI.AX,Santana Minerals Limited,Gold,mid,0.62,0.6184,0.9949,0.9034,0.68,STRONG_UP,-20.0,13.76,63.16,-47.01,46.64,59.16,0.6153,LOW,EARLY,0.678,0.7778,0.8025,0,10.8491,WEAK,16.0148
84,26,ATM.AX,Aneka Tambang (Persero) Tbk,Gold,large,0.96,0.5809,1.04,0.9349,1.0858,FLAT,-8.57,6.86,-3.39,-26.41,20.55,17.22,2.7367,HIGH,EARLY,0.9855,0.9931,1.0091,0,8.1856,WEAK,13.6775
86,-10,BC8.AX,Black Cat Syndicate Limited,Gold,mid,1.15,0.619,0.9297,1.1917,0.9368,FLAT,5.99,13.86,310.71,-41.51,50.2,80.56,0.5535,LOW,EARLY,1.1765,1.2329,1.1619,0,8.6376,WEAK,13.2642
94,6,WSR.AX,Westar Resources Limited,Gold,small,0.007,0.761,1.2449,1.1304,1.2668,FLAT,-17.65,40.0,-36.36,-45.0,11.46,113.4,2.6675,HIGH,-,0.0064,0.0065,0.0068,1,4.0423,TREND_ONLY,12.1914
95,8,CYL.AX,Catalyst Metals Limited,Gold,mid,6.04,0.5245,0.9795,0.9754,0.8029,STRONG_UP,-12.59,-3.51,542.55,-41.6,47.83,76.07,0.7639,LOW,EARLY,6.509,6.9174,7.1371,0,-2.2097,WEAK,12.1521
113,29,MHC.AX,Manhattan Gold Corporation Limited,Gold,small,0.025,0.755,1.2703,1.1011,1.2181,FLAT,-3.85,38.89,-25.0,-30.0,24.51,83.55,2.1661,HIGH,-,0.0224,0.0241,0.0244,1,11.4083,TREND_ONLY,10.6505
