rank,delta_rank,ticker,name,sector,cap_band,close,peer_rs_score,rs_5,rs_21,rs_63,rs_trend,ret_6m,ret_12m,ret_24m,max_dd,persist_frac,vol_63,rel_vol,vol_label,acc_watch,sma20,sma50,sma200,pass_trend,mqs,regime_label,score_final
4,-2,DTR.AX,Dateline Resources Limited,Gold,mid,0.23,97.37,0.0222,-0.431,-0.097,FLAT,-11.54,434.88,2200.0,-71.54,47.04,110.43,0.5814,LOW,EARLY,0.3003,0.3765,0.3152,0,185.2479,LAGGARD,56.402
9,10,PDI.AX,Predictive Discovery Limited,Gold,mid,0.895,82.24,-0.0324,0.0073,0.2497,STRONG_DOWN,67.29,141.89,358.97,-30.85,48.22,70.85,1.6719,HIGH,-,0.9385,0.8859,0.6772,1,96.5706,LEADER,34.3901
10,0,WGX.AX,Westgold Resources Limited,Gold,large,5.45,73.68,0.0187,-0.1284,-0.0761,FLAT,2.83,90.76,150.96,-37.64,52.57,63.18,1.1623,MED,EARLY,6.105,6.2868,5.5082,0,75.5202,LAGGARD,32.5224
27,9,VAU.AX,Vault Minerals Limited,Gold,mid,4.45,54.61,-0.0089,0.0503,-0.0187,FLAT,-2.23,46.14,57.76,-41.81,50.2,57.89,3.8556,HIGH,EARLY,4.6525,4.7085,4.5626,0,40.0103,LAGGARD,24.5562
32,37,RC1.AX,Redcastle Resources Limited,Gold,small,0.185,86.84,0.1935,0.0979,0.1657,FLAT,85.0,164.29,23.33,-47.73,25.69,112.16,3.9986,HIGH,-,0.1708,0.1626,0.1225,1,37.6293,LEADER,22.795
37,-2,RRL.AX,Regis Resources Limited,Gold,mid,6.51,50.66,-0.0592,-0.0477,-0.0201,STRONG_DOWN,5.24,42.75,215.81,-39.58,53.36,60.2,2.7054,HIGH,EARLY,7.2975,7.4517,6.586,0,37.8949,LAGGARD,22.1879
41,12,NST.AX,Northern Star Resources Limited,Gold,large,20.79,30.92,-0.01,-0.0622,-0.0942,STRONG_UP,-12.34,9.51,49.21,-45.32,53.36,66.21,1.1723,MED,EARLY,22.7295,23.3821,23.5306,0,7.6661,WEAK,21.3513
45,-3,GMD.AX,Genesis Minerals Limited,Gold,large,5.9,51.97,0.0155,-0.0398,-0.0048,FLAT,2.79,43.55,229.61,-36.46,52.17,67.73,0.7727,LOW,EARLY,6.352,6.426,6.1443,0,33.5468,LAGGARD,20.7258
61,-16,STK.AX,Strickland Metals Limited,Gold,mid,0.14,58.55,-0.1765,-0.2799,-0.197,FLAT,-22.22,52.17,40.0,-42.86,36.76,82.67,0.7367,LOW,EARLY,0.1922,0.2025,0.1857,0,23.1996,LAGGARD,17.3207
62,54,GBR.AX,Great Boulder Resources Limited,Gold,small,0.11,62.5,0.25,0.1177,0.1856,FLAT,54.93,57.14,77.42,-45.16,42.69,117.12,4.2312,HIGH,-,0.1023,0.1073,0.0867,1,20.8285,CONTENDER,17.1635
69,-12,RMS.AX,Ramelius Resources Limited,Gold,large,3.42,42.11,0.0179,-0.0969,-0.0876,FLAT,6.01,23.02,83.63,-33.84,47.83,58.73,0.6745,LOW,EARLY,3.759,3.9276,3.7359,0,18.7443,WEAK,16.3777
71,-16,SMI.AX,Santana Minerals Limited,Gold,mid,0.605,26.32,0.0804,-0.1023,-0.2676,STRONG_UP,-18.79,5.22,66.51,-52.14,47.04,58.88,0.7674,LOW,EARLY,0.6473,0.7386,0.8023,0,4.1682,WEAK,16.194
76,-10,PNR.AX,Pantoro Gold Limited,Gold,mid,3.25,22.37,0.0,-0.0998,-0.1662,STRONG_UP,-35.26,-2.11,112.42,-52.82,50.99,83.28,0.4875,LOW,EARLY,3.6125,3.9436,4.7552,0,-1.2909,WEAK,15.333
81,1,BC8.AX,Black Cat Syndicate Limited,Gold,mid,1.1,34.21,-0.0045,-0.0294,-0.0694,STRONG_UP,18.92,13.4,315.09,-41.51,50.59,75.42,0.3668,LOW,EARLY,1.1963,1.2052,1.1708,0,8.9898,WEAK,14.3952
82,-8,TCG.AX,Turaco Gold Limited,Gold,mid,0.57,45.39,0.0179,-0.0473,0.0016,FLAT,32.56,29.55,208.11,-37.36,46.64,76.91,0.8148,LOW,EARLY,0.6147,0.6489,0.5966,0,17.917,WEAK,14.2054
83,0,CYL.AX,Catalyst Metals Limited,Gold,mid,5.15,15.79,-0.0039,-0.1911,-0.1965,STRONG_UP,-25.25,-11.66,509.47,-47.72,48.22,77.29,1.4737,MED,EARLY,6.174,6.6132,7.1481,0,-7.2769,WEAK,14.112
109,-20,ATM.AX,Aneka Tambang (Persero) Tbk,Gold,large,0.97,28.29,0.0104,0.0401,0.0797,STRONG_DOWN,-6.73,7.97,-2.39,-26.41,20.95,16.36,0.0,LOW,EARLY,0.9755,0.9877,1.0048,0,10.209,WEAK,10.7217
