rank,delta_rank,ticker,name,sector,cap_band,close,rs_ratio,rs_5,rs_21,rs_63,rs_trend,ret_6m,ret_12m,ret_24m,max_dd,persist_frac,vol_63,rel_vol,vol_label,acc_watch,sma20,sma50,sma200,pass_trend,mqs,regime_label,score_final
4,8,VTM.AX,Victory Metals Limited,Gold,small,1.845,2.3791,1.1023,1.3261,1.4941,STRONG_DOWN,57.69,379.22,668.75,-46.36,47.13,82.39,2.3657,HIGH,-,1.4817,1.3502,1.2612,1,216.9277,TREND+LEAD,61.2103
18,30,CTO.AX,Citigold Corporation Limited,Gold,small,0.021,2.6063,1.0433,1.3113,1.0865,FLAT,82.61,425.0,425.0,-43.48,24.8,128.57,3.0625,HIGH,-,0.0178,0.0173,0.0115,1,81.9787,TREND+LEAD,31.9437
19,-2,TRE.AX,Toubani Resources Inc,Gold,small,0.57,1.2862,1.1571,1.1864,1.2947,STRONG_DOWN,34.12,159.09,375.0,-44.79,43.6,77.17,2.3932,HIGH,-,0.4507,0.4631,0.3872,1,89.8842,TREND+LEAD,31.9079
47,3,PNR.AX,Pantoro Gold Limited,Gold,mid,3.87,0.7447,1.0437,0.9991,0.7223,STRONG_UP,-40.92,50.0,181.05,-52.82,53.2,87.11,0.5146,LOW,PROGRESS,3.492,4.413,4.7122,0,30.5361,WEAK,21.3167
62,2,CMM.AX,Capricorn Metals Ltd,Gold,mid,12.23,0.6642,1.0553,0.9388,0.8276,STRONG_UP,-11.64,33.79,133.49,-41.12,55.6,66.47,0.6488,LOW,PROGRESS,11.1164,12.7511,12.3928,0,28.2613,WEAK,17.7115
63,-31,SMI.AX,Santana Minerals Limited,Gold,mid,0.68,0.6619,0.951,0.7677,0.6462,STRONG_UP,-15.0,33.33,56.92,-43.16,47.2,62.7,0.6005,LOW,EARLY,0.7418,0.8681,0.795,0,25.093,WEAK,17.6147
76,-16,KAU.AX,Kaiser Reef Limited,Gold,small,0.27,0.7659,0.9268,0.7391,0.8244,FLAT,-12.9,54.29,80.0,-40.96,39.2,83.53,2.1065,HIGH,-,0.2833,0.3249,0.2685,1,25.4759,TREND_ONLY,16.386
90,55,FG1.AX,Flynn Gold Limited,Gold,small,0.027,0.5828,1.2743,1.1729,0.9671,STRONG_UP,8.0,17.39,-40.0,-45.71,28.0,97.51,7.0378,HIGH,-,0.0222,0.0236,0.0249,1,4.9939,TREND_ONLY,13.7394
93,-3,CYL.AX,Catalyst Metals Limited,Gold,mid,6.81,0.5444,1.0504,1.0095,0.8772,STRONG_UP,-10.28,9.66,801.99,-41.6,48.0,82.76,0.5237,LOW,PROGRESS,6.3355,7.2604,7.0604,0,5.6038,WEAK,13.6075
95,15,RTG.AX,RTG Mining Inc.,Gold,small,0.033,0.6553,0.944,0.785,0.9039,FLAT,0.0,32.0,26.92,-40.54,31.2,81.58,1.6859,HIGH,-,0.0345,0.037,0.0322,1,12.2383,TREND_ONLY,13.1952
121,10,ATM.AX,Aneka Tambang (Persero) Tbk,Gold,large,0.985,0.5223,0.9345,0.9891,1.0136,STRONG_DOWN,-4.83,5.21,-0.88,-26.41,20.8,25.22,0.0332,LOW,EARLY,0.995,1.0098,1.0174,0,4.2986,WEAK,9.5873
