rank,delta_rank,ticker,name,sector,cap_band,close,rs_ratio,rs_5,rs_21,rs_63,rs_trend,ret_6m,ret_12m,ret_24m,max_dd,persist_frac,vol_63,rel_vol,vol_label,acc_watch,sma20,sma50,sma200,pass_trend,mqs,regime_label,score_final
2,0,ARE.TO,AECON GROUP INC,Uranium,mid,50.08,1.3564,0.9443,1.0441,1.3551,STRONG_DOWN,78.15,177.44,211.9,-21.01,57.2,39.12,1.5888,HIGH,-,49.9815,45.1812,31.9948,1,259.4476,TREND+LEAD,66.5217
3,0,URG,UR-ENERGY INC,Uranium,mid,1.94,1.2993,1.1241,1.1862,1.148,FLAT,48.09,165.75,12.79,-45.71,49.2,65.11,2.453,HIGH,-,1.7515,1.5944,1.5385,1,125.2506,TREND+LEAD,46.1099
4,0,OKLO,OKLO INC,Uranium,large,73.63,1.1239,0.9913,1.222,1.0986,FLAT,-33.98,129.88,653.63,-73.83,50.4,94.05,1.3683,MED,SHIFT,70.529,61.305,86.5033,0,69.5998,WEAK,45.4755
7,0,DML.TO,DENISON MINES CORP,Uranium,mid,5.08,1.1715,1.0313,0.9516,0.9366,STRONG_UP,39.94,139.62,80.78,-29.2,51.2,57.01,2.7162,HIGH,-,5.213,5.1096,4.2734,1,125.3934,TREND+LEAD,41.7001
8,0,NXE.TO,NEXGEN ENERGY LTD,Uranium,large,16.88,1.0407,1.0298,0.9988,1.0278,FLAT,38.93,112.86,70.33,-22.39,51.6,49.1,1.6554,HIGH,-,16.994,16.5322,13.7778,1,118.6091,TREND+LEAD,39.2098
14,0,MGA.TO,MEGA URANIUM LTD,Uranium,small,0.72,1.3037,1.0023,0.9459,1.1118,FLAT,80.0,166.67,89.47,-31.58,40.8,82.56,1.5953,HIGH,-,0.735,0.658,0.502,1,82.3643,TREND+LEAD,28.4499
18,0,7011.T,MITSUBISHI HEAVY INDUSTRIES,Uranium,large,4300.0,0.7843,1.0051,0.862,0.8958,FLAT,-5.0,60.41,239.07,-18.5,47.93,45.56,2.1613,HIGH,-,4598.75,4664.5849,4226.1652,1,63.5563,TREND_ONLY,24.0154
21,0,NNE,NANO NUCLEAR ENERGY INC,Uranium,mid,27.09,0.4848,0.9989,1.1198,1.0234,FLAT,-28.52,-0.84,555.93,-66.45,46.4,94.8,1.0883,MED,SHIFT,25.2323,23.4325,32.2223,0,-0.4121,WEAK,20.3132
23,0,DYL.AX,DEEP YELLOW LTD,Uranium,mid,1.785,0.6537,1.1092,0.8992,0.7,STRONG_UP,7.85,33.71,7.21,-44.5,48.22,71.72,0.7742,LOW,EARLY,1.9037,1.9171,1.9301,0,22.663,WEAK,17.5497
31,0,BOE.AX,BOSS ENERGY LTD,Uranium,mid,1.45,0.1799,1.1643,0.8172,0.8259,FLAT,-20.33,-63.2,-74.52,-74.73,43.08,74.17,0.7484,LOW,EARLY,1.5245,1.5718,1.705,0,-36.7071,WEAK,13.73
