rank,delta_rank,ticker,name,sector,industry,cap_band,close,rs_ratio,rs_5,rs_21,rs_63,rs_trend,ret_6m,ret_12m,ret_24m,max_dd,persist_frac,vol_63,rel_vol,vol_label,acc_watch,sma20,sma50,sma200,pass_trend,mqs,regime_label,score_final
314,-14,TEAM,Atlassian,Technology,Computer Software,large,93.16,0.3479,1.3246,1.2556,0.8497,STRONG_UP,-45.01,-55.16,-48.75,-75.1,46.0,92.37,2.0288,HIGH,SHIFT,69.1585,71.7226,133.9551,0,-27.4716,WEAK,28.3635
382,12,LCII,LCI INDUSTRIES,Consumer Discretionary,,mid,106.79,1.0991,0.8964,0.7999,0.6844,STRONG_UP,5.21,41.64,8.01,-31.4,46.8,34.99,2.8096,HIGH,EARLY,120.786,124.2318,114.2326,0,55.7,WEAK,25.514
398,-9,SOUN,SOUNDHOUND AI INC CLASS A,Information Technology,,mid,9.47,0.7996,1.1646,1.2971,1.098,FLAT,-46.25,3.05,81.77,-72.43,43.6,88.22,1.8762,HIGH,SHIFT,7.7615,7.5751,11.6561,0,1.5058,WEAK,24.7262
471,283,RYTM,RHYTHM PHARMACEUTICALS INC,Health Care,,mid,85.58,1.031,1.0077,0.9032,0.7569,STRONG_UP,-24.77,32.87,95.03,-35.54,50.8,48.37,1.536,HIGH,PROGRESS,85.5167,87.7461,98.3969,0,34.5188,WEAK,22.2258
694,15,PIPR,PIPER SANDLER COMPANIES,Financials,,mid,77.67,1.0031,0.8758,0.9134,0.9044,FLAT,-0.62,29.27,54.9,-24.56,52.8,46.0,1.5219,HIGH,EARLY,85.998,79.0403,82.1163,0,33.6023,WEAK,17.3069
737,19,LULU,Lululemon Athletica,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",large,128.98,0.3593,0.8978,0.7579,0.72,STRONG_UP,-24.37,-53.7,-63.17,-61.52,48.4,47.67,1.7212,HIGH,EARLY,153.4585,160.5278,180.2814,0,-54.5182,WEAK,16.4709
744,0,AX,AXOS FINANCIAL INC,Financials,,mid,87.28,1.0008,0.8748,0.923,0.8549,FLAT,11.93,28.98,46.25,-19.04,52.4,40.19,1.8396,HIGH,EARLY,94.6035,89.7172,87.7724,0,37.7829,WEAK,16.3993
752,-19,IDCC,INTERDIGITAL INC,Information Technology,,mid,272.96,1.0042,0.7662,0.7988,0.8089,STRONG_DOWN,-24.25,29.42,164.75,-30.86,50.8,61.48,1.6551,HIGH,EARLY,347.797,344.602,328.3489,0,24.3116,WEAK,16.2206
754,-11,PATK,PATRICK INDUSTRIES INC,Consumer Discretionary,,mid,85.13,0.8094,0.8946,0.6862,0.6198,STRONG_UP,-17.8,4.31,16.67,-41.39,44.0,44.21,1.6487,HIGH,EARLY,102.911,110.877,110.461,0,4.2904,WEAK,16.2056
771,190,NKE,"Nike, Inc.",Consumer Discretionary,"Apparel, Accessories & Luxury Goods",large,43.09,0.5976,0.9485,0.8981,0.6818,STRONG_UP,-32.42,-22.98,-51.8,-45.23,45.6,42.35,1.6068,HIGH,EARLY,44.5575,50.8996,63.2684,0,-24.7427,WEAK,15.9583
874,186,LDOS,Leidos,Industrials,Diversified Support Services,large,148.81,0.788,1.0092,0.8564,0.7528,STRONG_UP,-21.5,1.56,6.49,-27.37,52.0,39.94,1.8513,HIGH,EARLY,152.4205,161.6961,178.2791,0,2.03,WEAK,14.1683
925,33,NCLH,Norwegian Cruise Line Holdings,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",mid,17.2,0.7683,0.9583,0.8149,0.7318,STRONG_UP,-23.28,-0.98,6.17,-36.15,46.8,65.82,2.5351,HIGH,EARLY,19.2895,20.062,22.0723,0,-0.6959,WEAK,13.3869
955,28,TSCO,Tractor Supply,Consumer Discretionary,Other Specialty Retail,large,32.31,0.4977,0.8998,0.6533,0.5813,STRONG_UP,-39.76,-35.85,-38.05,-47.97,46.8,37.8,2.4702,HIGH,EARLY,40.498,45.1838,52.6392,0,-44.3907,WEAK,12.7979
