rank,delta_rank,ticker,name,sector,cap_band,close,rs_ratio,rs_5,rs_21,rs_63,rs_trend,ret_6m,ret_12m,ret_24m,max_dd,persist_frac,vol_63,rel_vol,vol_label,acc_watch,sma20,sma50,sma200,pass_trend,mqs,regime_label,score_final
1,0,ARE.TO,AECON GROUP INC,Uranium,mid,42.4,1.7139,0.9505,0.9826,1.1328,STRONG_DOWN,37.74,126.24,170.37,-25.42,54.8,36.25,1.6063,HIGH,-,45.4115,47.2572,34.8847,1,190.8454,TREND+LEAD,52.6329
2,0,EFR.TO,ENERGY FUELS INC,Uranium,large,21.05,2.0845,1.0007,0.9055,0.8756,STRONG_UP,-3.4,175.16,150.3,-51.09,51.2,86.49,0.5445,LOW,EARLY,23.539,26.2694,25.18,0,103.6925,WEAK,39.9484
4,-1,UEC,URANIUM ENERGY CORP,Uranium,large,11.03,1.3369,0.8824,0.859,0.8966,FLAT,-22.05,76.48,86.0,-53.23,50.4,92.47,1.2652,MED,EARLY,12.8075,13.905,13.9203,0,41.6848,WEAK,31.4389
5,5,DML.TO,DENISON MINES CORP,Uranium,mid,4.28,1.454,1.0064,1.0327,0.9319,FLAT,12.63,91.93,46.08,-34.0,52.0,58.82,1.9059,HIGH,EARLY,4.487,4.8742,4.4518,0,81.2695,WEAK,31.1758
6,1,SSW.JO,SIBANYE STILLWATER LTD,Uranium,large,3831.0,0.9486,0.9089,0.8164,0.7461,STRONG_UP,-28.64,25.23,92.27,-53.4,50.6,61.96,1.4266,MED,EARLY,4625.65,5037.92,5361.4606,0,20.6002,WEAK,27.0869
7,1,OKLO,OKLO INC,Uranium,large,57.49,0.6841,0.984,0.9865,1.0569,STRONG_DOWN,-44.18,-9.69,463.08,-73.83,50.0,102.69,0.5504,LOW,EARLY,62.7785,64.1446,85.3407,0,-4.7191,WEAK,25.2445
8,-2,1164.HK,CGN MINING CO LTD,Uranium,large,2.88,1.0228,1.0158,0.9278,0.715,STRONG_UP,-9.15,35.01,9.66,-47.91,48.57,61.98,0.7266,LOW,EARLY,3.167,3.7162,3.6204,0,27.4329,WEAK,24.5487
9,0,PDN.AX,PALADIN ENERGY LTD,Uranium,large,9.71,1.1676,0.8865,1.0418,0.9099,FLAT,11.35,54.13,-31.18,-35.56,51.78,74.28,1.2143,MED,EARLY,10.7,11.7916,10.4162,0,37.7315,WEAK,23.5046
10,-5,SLX.AX,SILEX SYSTEMS LTD,Uranium,mid,5.11,1.2022,0.8535,1.0285,0.9635,FLAT,-40.72,58.7,-5.89,-53.38,52.57,75.12,0.875,LOW,EARLY,5.8035,5.849,6.7496,0,41.076,WEAK,23.3907
11,0,NXE.TO,NEXGEN ENERGY LTD,Uranium,large,13.76,1.1582,0.9573,0.9659,0.9402,FLAT,5.85,52.89,41.86,-31.42,52.0,57.5,0.5622,LOW,EARLY,14.925,16.0006,14.3902,0,47.83,WEAK,21.479
12,0,CCO.TO,CAMECO CORP,Uranium,large,141.03,1.1824,0.9684,1.0542,1.0256,FLAT,6.99,56.08,94.72,-27.09,52.8,54.71,0.8872,LOW,EARLY,148.104,156.3602,141.4135,0,54.1268,WEAK,21.0723
13,4,8001.T,ITOCHU CORP,Uranium,large,1876.5,0.9922,1.0266,1.0511,1.0006,FLAT,1.6,30.97,33.54,-18.69,54.13,29.14,1.3382,MED,EARLY,1901.975,1963.8,1892.5528,0,57.5338,WEAK,19.6479
15,-2,LEU,CENTRUS ENERGY CORP-CLASS A,Uranium,mid,162.58,0.7591,1.0016,0.975,0.8382,STRONG_UP,-40.47,0.21,276.43,-66.37,51.6,85.18,0.4692,LOW,EARLY,174.3845,190.0532,248.1159,0,0.1269,WEAK,19.3079
16,-2,URG,UR-ENERGY INC,Uranium,mid,1.57,1.252,0.9717,0.9895,1.1964,STRONG_DOWN,25.6,65.26,3.97,-45.71,47.6,88.94,0.6167,LOW,EARLY,1.643,1.6762,1.584,0,34.9283,WEAK,19.2921
17,-1,URC.TO,URANIUM ROYALTY CORP,Uranium,mid,4.12,1.0101,0.9467,0.8577,0.897,FLAT,-22.7,33.33,22.99,-47.5,49.6,66.62,0.496,LOW,EARLY,4.6835,5.0086,5.3377,0,24.8174,WEAK,18.7585
20,-1,SMR,NUSCALE POWER CORP,Uranium,mid,9.89,0.193,0.9272,0.9458,0.9066,FLAT,-53.39,-74.52,17.46,-82.86,46.0,101.97,0.9484,LOW,EARLY,11.258,11.4744,21.2288,0,-33.6185,WEAK,16.4666
21,-6,DYL.AX,DEEP YELLOW LTD,Uranium,mid,1.415,0.8278,0.9063,0.9433,0.7764,FLAT,-22.04,9.27,-1.74,-53.26,48.62,70.06,0.5797,LOW,EARLY,1.5662,1.7528,1.9343,0,6.4307,WEAK,16.0087
22,-1,NNE,NANO NUCLEAR ENERGY INC,Uranium,mid,23.18,0.5757,0.9046,0.9707,1.1583,STRONG_DOWN,-40.35,-24.0,227.86,-66.45,48.0,108.44,0.736,LOW,EARLY,25.822,24.9685,31.2959,0,-10.6234,WEAK,15.4749
24,-4,BMN.AX,BANNERMAN ENERGY LTD,Uranium,mid,3.14,0.9184,0.8702,0.9168,0.8679,FLAT,-5.14,21.24,-20.51,-37.55,47.83,75.86,1.0381,MED,EARLY,3.5375,3.8982,3.6788,0,13.3891,WEAK,14.5061
25,2,BOE.AX,BOSS ENERGY LTD,Uranium,mid,1.12,0.2306,0.8862,0.9568,0.7778,FLAT,-32.33,-69.57,-72.55,-76.12,42.69,67.69,1.1767,MED,EARLY,1.2507,1.4261,1.6514,0,-43.8726,WEAK,14.2101
28,-5,7011.T,MITSUBISHI HEAVY INDUSTRIES,Uranium,large,3540.0,0.7682,0.9654,1.0007,0.8439,FLAT,-12.3,1.4,143.07,-32.55,45.87,42.66,0.7949,LOW,EARLY,3784.75,4260.28,4258.0904,0,1.505,WEAK,12.4068
31,-2,U-U.TO,SPROTT PHYSICAL URANIUM TR,Uranium,large,18.49,0.8249,1.0034,1.0743,0.9956,FLAT,-1.39,8.89,-2.32,-23.11,52.4,30.96,0.4741,LOW,EARLY,19.3625,19.9844,19.6052,0,15.0511,WEAK,11.5324
35,2,YCA.L,YELLOW CAKE PLC,Uranium,mid,546.5,0.8384,0.9907,1.0877,0.9704,FLAT,0.37,10.67,-7.22,-27.22,47.41,29.82,0.7669,LOW,EARLY,563.975,585.86,582.094,0,16.9677,WEAK,10.8687
