rank,delta_rank,ticker,name,sector,cap_band,close,rs_ratio,rs_5,rs_21,rs_63,rs_trend,ret_6m,ret_12m,ret_24m,max_dd,persist_frac,vol_63,rel_vol,vol_label,acc_watch,sma20,sma50,sma200,pass_trend,mqs,regime_label,score_final
1,0,EFR.TO,ENERGY FUELS INC,Uranium,large,24.34,2.193,0.9624,0.9119,0.8775,STRONG_UP,20.32,264.37,161.72,-51.09,52.0,79.83,1.3686,MED,EARLY,26.8,26.6912,24.8062,0,172.2073,WEAK,58.4549
5,3,UEC,URANIUM ENERGY CORP,Uranium,large,13.59,1.4375,1.0123,1.005,0.9603,STRONG_UP,10.76,138.84,95.82,-40.86,50.8,76.69,0.8452,LOW,EARLY,14.174,14.0248,13.8265,0,91.9686,WEAK,34.021
6,3,1164.HK,CGN MINING CO LTD,Uranium,large,3.31,1.2336,0.9943,0.9401,0.6852,STRONG_UP,18.64,104.97,9.81,-38.97,48.98,54.3,0.4836,LOW,EARLY,3.566,3.87,3.5871,0,94.6858,WEAK,33.6914
11,-5,SSW.JO,SIBANYE STILLWATER LTD,Uranium,large,4880.0,1.0406,0.9873,1.0855,0.7686,FLAT,-3.34,72.91,110.3,-43.75,52.21,66.92,0.7932,LOW,EARLY,5125.4,5154.2338,5333.2474,0,56.88,WEAK,27.6208
12,2,LEU,CENTRUS ENERGY CORP-CLASS A,Uranium,mid,189.0,0.9131,1.0373,1.0105,0.9854,STRONG_UP,-27.11,51.71,301.36,-61.35,52.4,78.17,1.4057,MED,EARLY,191.4445,193.1342,248.7831,0,34.6628,WEAK,27.0684
14,-2,SLX.AX,SILEX SYSTEMS LTD,Uranium,mid,6.05,1.0554,0.9804,1.1789,0.9263,FLAT,-29.73,75.36,-1.31,-53.38,52.96,75.64,0.8983,LOW,SHIFT,5.9005,5.7732,6.6746,0,52.7656,WEAK,25.5584
16,-1,URC.TO,URANIUM ROYALTY CORP,Uranium,mid,4.94,0.9977,1.0229,1.0578,0.9326,FLAT,-5.73,65.77,39.55,-38.43,50.8,61.47,1.2314,MED,EARLY,5.1505,5.0558,5.3074,0,54.3551,WEAK,23.1711
17,1,NNE,NANO NUCLEAR ENERGY INC,Uranium,mid,29.7,0.5779,1.0281,1.4017,1.1744,FLAT,-9.17,-3.98,364.06,-66.45,48.0,100.65,1.5923,HIGH,SHIFT,26.5243,24.2224,31.5957,0,-1.8965,WEAK,22.0218
21,-2,SMR,NUSCALE POWER CORP,Uranium,mid,12.89,0.2422,1.0615,1.1731,1.0584,FLAT,-35.55,-59.76,68.94,-82.86,45.6,93.51,1.3219,MED,SHIFT,11.947,11.4878,22.304,0,-29.1401,WEAK,19.247
23,1,DYL.AX,DEEP YELLOW LTD,Uranium,mid,1.595,0.7413,0.9908,0.9604,0.6078,STRONG_UP,-2.45,23.17,-3.63,-46.91,48.62,70.3,0.5134,LOW,EARLY,1.68,1.7878,1.9371,0,16.0218,WEAK,16.9706
25,5,BMN.AX,BANNERMAN ENERGY LTD,Uranium,mid,3.63,0.7831,1.0319,0.983,0.7797,STRONG_UP,21.0,30.11,-16.55,-34.17,48.22,74.51,1.2503,MED,EARLY,3.795,3.9216,3.6439,0,19.4844,WEAK,15.7505
26,-1,7011.T,MITSUBISHI HEAVY INDUSTRIES,Uranium,large,3636.0,0.6591,0.9277,0.8375,0.7655,STRONG_UP,-11.5,9.51,165.73,-29.81,46.28,45.77,1.1466,MED,EARLY,4137.25,4442.3405,4267.1396,0,9.6189,WEAK,15.3486
27,2,BOE.AX,BOSS ENERGY LTD,Uranium,mid,1.3,0.2027,1.0261,1.0151,0.704,STRONG_UP,-19.5,-66.32,-72.1,-74.73,42.69,69.54,0.5407,LOW,EARLY,1.3225,1.4738,1.6724,0,-40.714,WEAK,13.894
30,-4,YCA.L,YELLOW CAKE PLC,Uranium,mid,569.0,0.7161,1.0011,1.0664,0.9191,FLAT,8.9,18.99,-9.97,-23.13,47.81,30.81,0.0008,LOW,EARLY,581.525,590.0,578.995,0,29.4648,WEAK,12.0474
