rank,delta_rank,ticker,name,sector,industry,cap_band,close,rs_ratio,rs_5,rs_21,rs_63,rs_trend,ret_6m,ret_12m,ret_24m,max_dd,persist_frac,vol_63,rel_vol,vol_label,acc_watch,sma20,sma50,sma200,pass_trend,mqs,regime_label,score_final
199,0,INSM,Insmed Incorporated,Health Care,Biotechnology,large,101.35,1.1689,0.7046,0.6031,0.6359,FLAT,-45.42,49.59,290.26,-52.06,54.22,65.12,3.4185,HIGH,EARLY,137.213,144.14,155.8354,0,41.2929,WEAK,33.9055
259,0,APH,Amphenol,Information Technology,Electronic Components,large,128.03,1.1929,0.8837,0.8379,0.8347,STRONG_UP,-6.94,52.66,103.97,-28.19,57.43,44.11,2.0433,HIGH,EARLY,145.245,136.9223,131.6398,0,68.5614,WEAK,30.5505
337,0,TEAM,Atlassian,Technology,Computer Software,large,91.6,0.3199,0.9571,1.4764,0.942,FLAT,-41.33,-59.06,-49.04,-75.1,45.38,90.61,1.5911,HIGH,SHIFT,75.1865,73.1728,131.8295,0,-29.5796,WEAK,26.7758
361,0,EXPE,Expedia Group,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",large,229.98,1.0832,0.9082,0.9288,0.9145,FLAT,5.08,38.63,105.9,-37.44,50.6,57.07,1.6847,HIGH,EARLY,252.1345,239.6439,236.4055,0,34.2474,WEAK,25.8346
425,0,PAHC,PHIBRO ANIMAL HEALTH CORP CLASS A,Health Care,,mid,40.0,1.2928,0.7121,0.6365,0.7255,FLAT,-6.6,65.44,136.36,-32.86,50.2,69.23,3.1239,HIGH,EARLY,54.128,53.6192,42.9712,0,47.4518,WEAK,23.2233
437,0,TTD,Trade Desk (The),Communication Services,Advertising,large,23.08,0.2271,0.9322,1.0582,0.8008,FLAT,-49.72,-70.93,-73.55,-77.62,47.39,63.67,2.0323,HIGH,EARLY,23.2555,23.7409,40.151,0,-52.7951,WEAK,22.7471
444,0,ARQT,ARCUTIS BIOTHERAPEUTICS INC,Health Care,,mid,21.17,1.1496,0.8773,0.8055,0.7389,STRONG_UP,-15.66,47.12,170.03,-33.78,49.4,60.11,1.9841,HIGH,EARLY,23.4405,23.4297,23.0386,0,38.7212,WEAK,22.6168
453,0,PRIM,PRIMORIS SERVICES CORP,Industrials,,mid,104.8,1.1591,0.5498,0.5991,0.605,STRONG_DOWN,-17.1,48.34,110.17,-50.11,55.02,115.17,2.7995,HIGH,EARLY,161.623,150.8914,135.3577,0,23.0923,WEAK,22.4345
468,0,SOUN,SOUNDHOUND AI INC CLASS A,Information Technology,,mid,8.88,0.6302,0.9128,1.2721,0.9457,FLAT,-37.6,-19.35,74.46,-72.43,43.37,81.82,1.7524,HIGH,SHIFT,8.289,7.6417,11.601,0,-10.2547,WEAK,22.0378
518,0,TARS,TARSUS PHARMACEUTICALS INC,Health Care,,mid,61.21,1.0821,0.9228,0.7771,0.8768,FLAT,-10.1,38.48,65.43,-26.47,50.6,42.98,1.6843,HIGH,EARLY,65.003,68.1311,66.6505,0,45.3071,WEAK,20.5286
